seed,iteration,loss
11,0,5308.861328125
11,1,5300.98974609375
11,2,5272.99072265625
11,3,5301.634765625
11,4,5320.8251953125
11,5,5310.65478515625
11,6,5302.57275390625
11,7,5356.49853515625
11,8,5262.9287109375
11,9,5357.8916015625
11,10,5373.5361328125
11,11,5305.20556640625
11,12,5282.88525390625
11,13,5344.935546875
11,14,5345.10595703125
11,15,5320.54443359375
11,16,5347.70556640625
11,17,5281.3212890625
11,18,5314.0029296875
11,19,5320.89306640625
11,20,5350.7685546875
11,21,5264.98876953125
11,22,5326.80224609375
11,23,5260.59521484375
11,24,5290.73046875
11,25,5316.802734375
11,26,5292.306640625
11,27,5259.529296875
11,28,5303.71142578125
11,29,5284.0087890625
11,30,5347.1044921875
11,31,5299.21533203125
11,32,5258.45947265625
11,33,5269.91259765625
11,34,5327.2138671875
11,35,5289.91015625
11,36,5259.2373046875
11,37,5269.9091796875
11,38,5240.72998046875
11,39,5302.369140625
11,40,5268.04638671875
11,41,5276.20263671875
11,42,5252.26123046875
11,43,5270.25830078125
11,44,5243.05029296875
11,45,5237.78857421875
11,46,5238.47607421875
11,47,5277.0205078125
11,48,5230.4326171875
11,49,5266.9580078125
11,50,5260.48046875
11,51,5243.380859375
11,52,5235.96728515625
11,53,5270.505859375
11,54,5242.31982421875
11,55,5252.2001953125
11,56,5215.9716796875
11,57,5219.65625
11,58,5230.8427734375
11,59,5217.57763671875
11,60,5269.20361328125
11,61,5214.99462890625
11,62,5236.494140625
11,63,5179.20849609375
11,64,5255.93212890625
11,65,5237.5341796875
11,66,5175.71240234375
11,67,5179.9921875
11,68,5209.27880859375
11,69,5183.42822265625
11,70,5161.31640625
11,71,5260.513671875
11,72,5247.22802734375
11,73,5182.15478515625
11,74,5174.5400390625
11,75,5171.404296875
11,76,5180.81005859375
11,77,5201.7353515625
11,78,5188.724609375
11,79,5237.33056640625
11,80,5177.6923828125
11,81,5183.509765625
11,82,5171.31982421875
11,83,5199.197265625
11,84,5181.4111328125
11,85,5187.3525390625
11,86,5203.609375
11,87,5151.23583984375
11,88,5169.60595703125
11,89,5176.92626953125
11,90,5170.25048828125
11,91,5152.1044921875
11,92,5138.39306640625
11,93,5120.564453125
11,94,5131.12890625
11,95,5123.85400390625
11,96,5128.572265625
11,97,5106.09423828125
11,98,5132.1943359375
11,99,5117.6416015625
11,100,5126.9267578125
11,101,5146.80859375
11,102,5157.0849609375
11,103,5118.3046875
11,104,5123.24755859375
11,105,5080.1689453125
11,106,5133.34521484375
11,107,5113.91748046875
11,108,5136.89794921875
11,109,5099.57470703125
11,110,5093.86474609375
11,111,5103.47265625
11,112,5123.80322265625
11,113,5113.9326171875
11,114,5157.57421875
11,115,5100.3271484375
11,116,5123.51904296875
11,117,5086.14501953125
11,118,5111.1748046875
11,119,5082.47802734375
11,120,5106.2265625
11,121,5065.77294921875
11,122,5100.2646484375
11,123,5099.591796875
11,124,5073.56591796875
11,125,5092.14208984375
11,126,5087.47216796875
11,127,5059.4482421875
11,128,5059.9853515625
11,129,5083.279296875
11,130,5071.306640625
11,131,5077.20703125
11,132,5097.56396484375
11,133,5072.4462890625
11,134,5077.681640625
11,135,5062.3251953125
11,136,5072.794921875
11,137,5078.52197265625
11,138,5085.8134765625
11,139,5071.20068359375
11,140,5069.90966796875
11,141,5073.93896484375
11,142,5062.1240234375
11,143,5066.9833984375
11,144,5047.34326171875
11,145,5060.4443359375
11,146,5075.66748046875
11,147,5041.4677734375
11,148,5070.60107421875
11,149,5062.1865234375
11,150,5036.68310546875
11,151,5043.19970703125
11,152,5057.197265625
11,153,5070.66943359375
11,154,5066.20654296875
11,155,5043.32421875
11,156,5069.18896484375
11,157,5033.29296875
11,158,5047.798828125
11,159,5052.4033203125
11,160,5058.419921875
11,161,5067.638671875
11,162,5044.30859375
11,163,5049.7724609375
11,164,5037.87841796875
11,165,5044.38525390625
11,166,5056.3115234375
11,167,5046.685546875
11,168,5013.68408203125
11,169,5035.34375
11,170,5032.51953125
11,171,5061.65380859375
11,172,5033.8369140625
11,173,5034.76123046875
11,174,5019.81591796875
11,175,5044.93603515625
11,176,5043.4052734375
11,177,5018.52587890625
11,178,5024.3486328125
11,179,5043.3544921875
11,180,5019.28759765625
11,181,5032.33447265625
11,182,5023.81005859375
11,183,5012.73583984375
11,184,5012.25244140625
11,185,5024.1533203125
11,186,5023.3701171875
11,187,5027.0537109375
11,188,5018.03955078125
11,189,5019.85546875
11,190,5019.875
11,191,5029.6787109375
11,192,5018.83056640625
11,193,5015.869140625
11,194,5011.22705078125
11,195,5017.6181640625
11,196,5024.83935546875
11,197,5006.92236328125
11,198,5014.2021484375
11,199,5014.38037109375
11,200,5010.03369140625
11,201,5020.02685546875
11,202,5028.24072265625
11,203,5004.61181640625
11,204,5010.73486328125
11,205,5014.69921875
11,206,5011.837890625
11,207,5002.5205078125
11,208,5015.806640625
11,209,5011.90087890625
11,210,5013.05859375
11,211,5013.11669921875
11,212,5014.29248046875
11,213,5029.84130859375
11,214,5010.0625
11,215,5010.61279296875
11,216,5035.87255859375
11,217,5004.55859375
11,218,5008.5771484375
11,219,4996.2392578125
11,220,5007.810546875
11,221,5000.56787109375
11,222,5000.8466796875
11,223,5004.6640625
11,224,5001.4052734375
11,225,5019.92138671875
11,226,5022.0986328125
11,227,4996.4140625
11,228,5003.34326171875
11,229,5000.287109375
11,230,5012.1455078125
11,231,5012.67236328125
11,232,5011.322265625
11,233,5010.6142578125
11,234,4990.2705078125
11,235,5020.833984375
11,236,4998.080078125
11,237,5001.908203125
11,238,4993.55029296875
11,239,4999.12451171875
11,240,4987.80517578125
11,241,4986.5869140625
11,242,5005.61279296875
11,243,4998.28076171875
11,244,5005.4853515625
11,245,5000.45068359375
11,246,5000.9521484375
11,247,5009.2060546875
11,248,5003.13818359375
11,249,5009.8701171875
11,250,4994.71435546875
11,251,5002.20458984375
11,252,4996.6201171875
11,253,4982.828125
11,254,4982.17724609375
11,255,4981.63916015625
11,256,4980.92333984375
11,257,4993.3955078125
11,258,4992.9404296875
11,259,5005.7763671875
11,260,4984.5341796875
11,261,5006.0087890625
11,262,4994.2578125
11,263,4983.783203125
11,264,5003.06689453125
11,265,4984.037109375
11,266,4980.83544921875
11,267,4990.28515625
11,268,5013.837890625
11,269,4987.97412109375
11,270,4986.40185546875
11,271,4982.15283203125
11,272,4991.126953125
11,273,4996.3134765625
11,274,4982.11279296875
11,275,4982.97412109375
11,276,4980.98828125
11,277,4980.8369140625
11,278,4997.31298828125
11,279,4987.080078125
11,280,4982.14990234375
11,281,4975.9755859375
11,282,4975.6484375
11,283,4979.40283203125
11,284,4978.70703125
11,285,4981.55810546875
11,286,4979.30517578125
11,287,4978.69140625
11,288,4981.466796875
11,289,4975.83447265625
11,290,4985.57177734375
11,291,4997.60498046875
11,292,4978.07275390625
11,293,4986.15771484375
11,294,4970.8505859375
11,295,4981.89208984375
11,296,4978.65771484375
11,297,4974.5
11,298,4974.73876953125
11,299,4978.32373046875
11,300,4980.21337890625
11,301,4997.099609375
11,302,4981.5283203125
11,303,4973.9267578125
11,304,4971.1787109375
11,305,4967.49755859375
11,306,4966.8603515625
11,307,4975.23828125
11,308,4973.2236328125
11,309,4974.09033203125
11,310,4982.65478515625
11,311,4973.77978515625
11,312,4986.23583984375
11,313,4972.29541015625
11,314,4976.537109375
11,315,4969.90185546875
11,316,4971.76171875
11,317,4968.41064453125
11,318,4968.3994140625
11,319,4981.40869140625
11,320,4973.5009765625
11,321,4963.22607421875
11,322,4971.41845703125
11,323,4970.26513671875
11,324,4973.439453125
11,325,4966.80615234375
11,326,4965.97216796875
11,327,4975.6044921875
11,328,4962.6630859375
11,329,4963.5791015625
11,330,4969.138671875
11,331,4966.88037109375
11,332,4990.064453125
11,333,4961.49072265625
11,334,4973.37744140625
11,335,4961.17529296875
11,336,4966.8583984375
11,337,4968.34521484375
11,338,4968.9765625
11,339,4973.35546875
11,340,4966.24853515625
11,341,4965.14306640625
11,342,4963.4951171875
11,343,4961.16064453125
11,344,4960.52880859375
11,345,4976.09326171875
11,346,4960.6845703125
11,347,4970.07763671875
11,348,4955.90576171875
11,349,4965.66943359375
11,350,4965.8525390625
11,351,4966.0498046875
11,352,4968.07421875
11,353,4958.01806640625
11,354,4963.4951171875
11,355,4964.44091796875
11,356,4961.630859375
11,357,4964.7275390625
11,358,4962.0869140625
11,359,4964.53369140625
11,360,4959.32861328125
11,361,4967.2021484375
11,362,4963.75341796875
11,363,4963.2919921875
11,364,4966.79736328125
11,365,4969.57275390625
11,366,4959.2607421875
11,367,4962.51953125
11,368,4956.22216796875
11,369,4956.861328125
11,370,4963.85595703125
11,371,4956.98291015625
11,372,4954.54541015625
11,373,4963.1328125
11,374,4957.6875
11,375,4959.783203125
11,376,4957.17431640625
11,377,4968.35888671875
11,378,4960.76220703125
11,379,4971.115234375
11,380,4973.685546875
11,381,4958.0087890625
11,382,4960.42578125
11,383,4959.291015625
11,384,4961.2919921875
11,385,4953.48583984375
11,386,4956.87744140625
11,387,4951.8642578125
11,388,4961.4326171875
11,389,4955.89306640625
11,390,4957.90673828125
11,391,4954.4951171875
11,392,4955.49609375
11,393,4958.2998046875
11,394,4958.2470703125
11,395,4955.76123046875
11,396,4961.6962890625
11,397,4957.904296875
11,398,4954.19482421875
11,399,4959.853515625
11,400,4959.45263671875
11,401,4956.76416015625
11,402,4954.20361328125
11,403,4956.9091796875
11,404,4958.77490234375
11,405,4958.59521484375
11,406,4958.49267578125
11,407,4955.6923828125
11,408,4959.2314453125
11,409,4961.13037109375
11,410,4965.78369140625
11,411,4966.0673828125
11,412,4960.11572265625
11,413,4951.8935546875
11,414,4962.51220703125
11,415,4961.3740234375
11,416,4953.4833984375
11,417,4951.2841796875
11,418,4955.20654296875
11,419,4957.4033203125
11,420,4950.70166015625
11,421,4964.31884765625
11,422,4950.7490234375
11,423,4955.8681640625
11,424,4953.912109375
11,425,4961.3642578125
11,426,4955.9326171875
11,427,4951.83544921875
11,428,4955.048828125
11,429,4955.01513671875
11,430,4953.375
11,431,4957.630859375
11,432,4951.69921875
11,433,4959.61962890625
11,434,4951.4873046875
11,435,4957.83203125
11,436,4949.52197265625
11,437,4949.71630859375
11,438,4951.884765625
11,439,4951.91650390625
11,440,4951.08251953125
11,441,4956.666015625
11,442,4952.23095703125
11,443,4953.48779296875
11,444,4953.18798828125
11,445,4959.17236328125
11,446,4948.00634765625
11,447,4952.9150390625
11,448,4959.21630859375
11,449,4953.8095703125
11,450,4952.56640625
11,451,4951.060546875
11,452,4950.85986328125
11,453,4949.275390625
11,454,4949.494140625
11,455,4953.478515625
11,456,4950.56640625
11,457,4951.18017578125
11,458,4952.18798828125
11,459,4967.1640625
11,460,4950.759765625
11,461,4953.9287109375
11,462,4957.076171875
11,463,4954.744140625
11,464,4955.9814453125
11,465,4951.68017578125
11,466,4957.43603515625
11,467,4948.5009765625
11,468,4946.66162109375
11,469,4945.958984375
