iteration,loss
0,5342.66748046875
1,5347.68896484375
2,5343.2666015625
3,5348.96728515625
4,5360.029296875
5,5339.32177734375
6,5360.68212890625
7,5359.5927734375
8,5311.9521484375
9,5386.17333984375
10,5370.60791015625
11,5367.86865234375
12,5338.08642578125
13,5356.97607421875
14,5404.87060546875
15,5339.80517578125
16,5370.13671875
17,5294.62451171875
18,5358.2587890625
19,5358.44970703125
20,5382.564453125
21,5318.6064453125
22,5344.59375
23,5303.85302734375
24,5339.7958984375
25,5361.39404296875
26,5320.830078125
27,5299.88427734375
28,5349.3642578125
29,5328.869140625
30,5350.71240234375
31,5308.84033203125
32,5316.9365234375
33,5314.24462890625
34,5368.1708984375
35,5308.73974609375
36,5308.2626953125
37,5319.8857421875
38,5275.12939453125
39,5350.8984375
40,5307.73291015625
41,5283.57763671875
42,5282.56640625
43,5307.3857421875
44,5265.3671875
45,5268.83935546875
46,5286.8994140625
47,5311.4765625
48,5262.6767578125
49,5296.66015625
50,5287.72021484375
51,5280.89501953125
52,5248.35400390625
53,5312.54931640625
54,5265.9921875
55,5293.7841796875
56,5261.91064453125
57,5278.18994140625
58,5255.52685546875
59,5226.2587890625
60,5276.2802734375
61,5218.79150390625
62,5245.4541015625
63,5213.99853515625
64,5259.77294921875
65,5258.4794921875
66,5213.390625
67,5206.99072265625
68,5281.65234375
69,5227.501953125
70,5178.26953125
71,5219.66552734375
72,5252.11962890625
73,5210.318359375
74,5200.14013671875
75,5207.828125
76,5222.96875
77,5225.7705078125
78,5228.83984375
79,5253.62841796875
80,5212.15966796875
81,5206.806640625
82,5214.70556640625
83,5177.005859375
84,5186.533203125
85,5211.67626953125
86,5237.5546875
87,5153.32177734375
88,5182.82470703125
89,5195.58251953125
90,5187.73095703125
91,5190.83984375
92,5186.6455078125
93,5147.9609375
94,5126.68896484375
95,5164.80810546875
96,5159.02001953125
97,5140.26611328125
98,5135.46337890625
99,5171.0751953125
100,5136.3115234375
101,5171.96435546875
102,5150.6552734375
103,5111.8076171875
104,5180.025390625
105,5110.4541015625
106,5131.8232421875
107,5138.19287109375
108,5127.93505859375
109,5123.72998046875
110,5119.64794921875
111,5120.2568359375
112,5129.8662109375
113,5137.77490234375
114,5173.45751953125
115,5154.630859375
116,5127.71044921875
117,5133.3837890625
118,5121.56103515625
119,5095.0576171875
120,5107.1162109375
121,5080.61962890625
122,5093.67822265625
123,5106.57958984375
124,5093.20654296875
125,5106.31005859375
126,5105.56298828125
127,5084.3994140625
128,5090.85791015625
129,5105.15673828125
130,5079.37939453125
131,5093.5908203125
132,5109.99169921875
133,5073.08349609375
134,5113.7314453125
135,5086.380859375
136,5069.58935546875
137,5103.76220703125
138,5088.83251953125
139,5083.91259765625
140,5081.0732421875
141,5078.49609375
142,5080.7099609375
143,5093.712890625
144,5070.47119140625
145,5068.33251953125
146,5092.9912109375
147,5076.9443359375
148,5072.94189453125
149,5065.43359375
150,5053.6611328125
151,5089.40966796875
152,5068.79541015625
153,5081.78564453125
154,5076.93505859375
155,5061.64013671875
156,5073.3466796875
157,5075.07177734375
158,5106.6611328125
159,5059.64990234375
160,5068.78759765625
161,5065.96142578125
162,5052.24560546875
163,5069.56103515625
164,5054.04931640625
165,5056.46484375
166,5064.57958984375
167,5072.904296875
168,5046.27001953125
169,5054.5263671875
170,5048.0478515625
171,5074.8115234375
172,5051.0068359375
173,5074.09033203125
174,5043.4990234375
175,5084.65771484375
176,5060.52099609375
177,5041.48486328125
178,5056.0361328125
179,5071.09326171875
180,5057.0908203125
181,5057.0263671875
182,5053.65966796875
183,5028.4228515625
184,5035.53271484375
185,5046.142578125
186,5053.1943359375
187,5073.44775390625
188,5038.9072265625
189,5043.126953125
190,5050.30908203125
191,5059.85400390625
192,5075.203125
193,5029.7041015625
194,5033.62646484375
195,5038.71240234375
196,5037.6455078125
197,5048.2783203125
198,5036.17529296875
199,5033.48828125
200,5025.8095703125
201,5053.15869140625
202,5045.07568359375
203,5033.0791015625
204,5042.48193359375
205,5043.84521484375
206,5034.78125
207,5022.6240234375
208,5041.03564453125
209,5037.80859375
210,5042.7412109375
211,5036.9052734375
212,5041.74658203125
213,5051.2392578125
214,5026.43115234375
215,5032.14892578125
216,5041.4140625
217,5039.20654296875
218,5044.06396484375
219,5031.45751953125
220,5035.2333984375
221,5024.6015625
222,5025.80126953125
223,5039.02734375
224,5025.97900390625
225,5034.357421875
226,5041.31396484375
227,5019.4638671875
228,5028.61376953125
229,5022.43798828125
230,5034.80126953125
231,5032.3359375
232,5035.56591796875
233,5027.10302734375
234,5016.87109375
235,5032.41162109375
236,5019.603515625
237,5021.3486328125
238,5017.0498046875
239,5010.6484375
240,5004.4013671875
241,5015.7763671875
242,5017.9267578125
243,5018.83349609375
244,5021.22314453125
245,5019.43017578125
246,5022.068359375
247,5024.4365234375
248,5023.20751953125
249,5020.55712890625
250,5016.71728515625
251,5030.11572265625
252,5010.78662109375
253,5008.0791015625
254,5005.13330078125
255,5015.353515625
256,5008.71044921875
257,5008.4931640625
258,5010.34619140625
259,5020.51806640625
260,5004.4150390625
261,5019.26123046875
262,5020.2880859375
263,4999.18310546875
264,5018.64794921875
265,5003.5693359375
266,5003.22314453125
267,5013.3564453125
268,5027.478515625
269,5013.42529296875
270,5011.6650390625
271,5002.89501953125
272,5004.98486328125
273,5007.40380859375
274,4997.7578125
275,5001.7294921875
276,5001.7626953125
277,4996.15283203125
278,5006.68359375
279,5019.57568359375
280,4996.7158203125
281,4996.13916015625
282,4997.40966796875
283,4999.837890625
284,5000.2841796875
