,mu_0,mu_1,mu_2,mu_3,c_0,c_1,c_2,c_3,nu_0,nu_1,nu_2,nu_3
mu_0,1.0,0.04391688561318182,-0.03838226866949324,0.0824105514185593,0.13807237444260673,-0.15987570654983618,-0.035057188186257124,-0.048830904595690706,0.014579350913786064,0.014579350913786064,0.014579350913786064,0.014579350913786064
mu_1,0.04391688561318182,1.0,0.02179651237987502,0.11410205272612604,0.02575737325542033,0.03397892912118889,0.10813290392727477,0.03306330644059087,0.03939842249859546,0.03939842249859546,0.03939842249859546,0.03939842249859546
mu_2,-0.03838226866949324,0.02179651237987502,1.0,-0.134595838854484,0.01435345941211313,-0.0011366776758829026,0.10442657667229205,0.14329251006669824,-0.10446960794719536,-0.10446960794719536,-0.10446960794719536,-0.10446960794719536
mu_3,0.0824105514185593,0.11410205272612604,-0.134595838854484,1.0,-0.02458460215508824,0.06773343778959177,0.06415685430638898,-0.19082227521852102,0.014302651025418058,0.014302651025418058,0.014302651025418058,0.014302651025418058
c_0,0.13807237444260673,0.02575737325542033,0.01435345941211313,-0.02458460215508824,1.0,0.08859177922676814,0.009841912843103158,-0.038935785744209195,0.3389091222606998,0.3389091222606998,0.3389091222606998,0.3389091222606998
c_1,-0.15987570654983618,0.03397892912118889,-0.0011366776758829026,0.06773343778959177,0.08859177922676814,1.0,0.1819167405224514,-0.04458178254877859,0.2872018674891941,0.2872018674891941,0.2872018674891941,0.2872018674891941
c_2,-0.035057188186257124,0.10813290392727477,0.10442657667229205,0.06415685430638898,0.009841912843103158,0.1819167405224514,1.0,0.07153183217727617,0.3200019973169347,0.3200019973169347,0.3200019973169347,0.3200019973169347
c_3,-0.048830904595690706,0.03306330644059087,0.14329251006669824,-0.19082227521852102,-0.038935785744209195,-0.04458178254877859,0.07153183217727617,1.0,0.24261298928704284,0.24261298928704284,0.24261298928704284,0.24261298928704284
nu_0,0.014579350913786064,0.03939842249859546,-0.10446960794719536,0.014302651025418058,0.3389091222606998,0.2872018674891941,0.3200019973169347,0.24261298928704284,1.0,1.0,1.0,1.0
nu_1,0.014579350913786064,0.03939842249859546,-0.10446960794719536,0.014302651025418058,0.3389091222606998,0.2872018674891941,0.3200019973169347,0.24261298928704284,1.0,1.0,1.0,1.0
nu_2,0.014579350913786064,0.03939842249859546,-0.10446960794719536,0.014302651025418058,0.3389091222606998,0.2872018674891941,0.3200019973169347,0.24261298928704284,1.0,1.0,1.0,1.0
nu_3,0.014579350913786064,0.03939842249859546,-0.10446960794719536,0.014302651025418058,0.3389091222606998,0.2872018674891941,0.3200019973169347,0.24261298928704284,1.0,1.0,1.0,1.0
