iteration,loss
0,6128.3037109375
1,6120.5283203125
2,6092.166015625
3,6119.03076171875
4,6147.962890625
5,6135.14501953125
6,6124.94091796875
7,6184.7177734375
8,6073.45703125
9,6190.53857421875
10,6199.15966796875
11,6129.10546875
12,6099.85595703125
13,6163.53466796875
14,6175.6181640625
15,6144.41455078125
16,6178.40234375
17,6097.53662109375
18,6132.70458984375
19,6141.8759765625
20,6172.779296875
21,6077.06591796875
22,6146.86669921875
23,6069.125
24,6112.1845703125
25,6137.8955078125
26,6109.2119140625
27,6066.2822265625
28,6125.4072265625
29,6105.060546875
30,6170.09814453125
31,6106.70361328125
32,6069.94287109375
33,6082.9560546875
34,6151.93408203125
35,6106.59521484375
36,6070.39794921875
37,6082.8271484375
38,6045.4638671875
39,6124.89599609375
40,6080.45068359375
41,6087.04052734375
42,6063.650390625
43,6082.1875
44,6052.38134765625
45,6046.88427734375
46,6047.8505859375
47,6096.517578125
48,6034.7578125
49,6078.31591796875
50,6072.56396484375
51,6049.5068359375
52,6040.671875
53,6084.583984375
54,6045.66162109375
55,6062.072265625
56,6018.841796875
57,6021.32421875
58,6034.58740234375
59,6017.50244140625
60,6079.951171875
61,6013.46875
62,6039.11669921875
63,5978.2724609375
64,6061.0380859375
65,6045.68994140625
66,5968.73828125
67,5973.9951171875
68,6010.041015625
69,5981.5595703125
70,5951.89453125
71,6055.78369140625
72,6044.77099609375
73,5978.1103515625
74,5968.60205078125
75,5964.46435546875
76,5975.373046875
77,5999.18701171875
78,5987.96435546875
79,6033.2958984375
80,5973.5224609375
81,5982.126953125
82,5962.69287109375
83,5989.666015625
84,5972.103515625
85,5976.24267578125
86,6002.72998046875
87,5933.56201171875
88,5956.18310546875
89,5970.85498046875
90,5956.0
91,5938.5390625
92,5924.92724609375
93,5903.78466796875
94,5911.7734375
95,5903.38525390625
96,5913.775390625
97,5886.05419921875
98,5914.8125
99,5896.84375
100,5910.09814453125
101,5931.19970703125
102,5941.8330078125
103,5894.9951171875
104,5905.927734375
105,5853.61328125
106,5912.248046875
107,5892.34521484375
108,5912.21484375
109,5875.6865234375
110,5871.8701171875
111,5876.53125
112,5901.57275390625
113,5891.3046875
114,5937.18505859375
115,5876.36328125
116,5898.78564453125
117,5861.32763671875
118,5883.45166015625
119,5852.88818359375
120,5875.99951171875
121,5833.97314453125
122,5870.66064453125
123,5869.830078125
124,5842.484375
125,5861.71875
126,5858.87890625
127,5828.33984375
128,5830.009765625
