step,q025,q050,q100,q250,q500,q750,q900,q950,q975
21,1614.2619246790205,1673.678927522369,1718.2548655954106,1774.6317483852417,1820.425826327385,1874.4268677245723,1946.3723756046138,2021.0759634166805,2229.9420023129223
22,1559.5474161562424,1663.9089368909927,1718.0105094895875,1773.7893435765204,1819.8153688007762,1870.7007648631952,1942.8997892837183,2053.933634812957,2248.4434247226
23,1561.764496040739,1649.2837964593912,1702.091195072922,1772.6335779433527,1821.0201012213122,1877.2093707069914,1944.8042306313175,2056.1980815827314,2313.4483289857867
24,1522.1934242558661,1658.5668575015388,1700.22655746825,1772.832761069357,1821.1898788170236,1879.2806558292943,1953.136671536422,2089.435866656846,2319.488769450104
25,1544.004230750629,1656.7766295722508,1699.6247310892438,1771.3477303987904,1826.8642928121862,1884.2663367462478,1965.529101460438,2105.748882812616,2345.112701060391
26,1450.6707944696805,1602.1109535294281,1674.5117209142134,1767.6643298652136,1823.9251735678524,1886.2907440635609,1976.5111051832764,2068.993486972451,2217.9989681796405
27,1403.1554846227405,1587.447089593093,1678.1980591821787,1763.5128208626109,1818.9356052700323,1879.1194498772934,1983.7079666009377,2086.1759240812025,2451.6421378636724
28,1422.9805635820264,1566.7935829208102,1669.3219582369068,1761.170681590395,1821.157524867432,1882.911387447198,2002.0396607470439,2148.9945980357516,2544.4357753244067
29,1419.685536189805,1558.1334393916663,1675.8118447569354,1762.6068103430378,1823.4213512983906,1892.850222717247,2006.1691527943337,2229.595994308722,2673.5233652180023
30,1427.889288659875,1537.6888449407809,1668.459717705594,1759.3315740266369,1822.6191338295605,1894.2283566175408,2025.5904510016583,2217.9615380223377,2733.8123460701418
31,1342.8215001837737,1537.576731585818,1664.945806951991,1760.7936312694426,1825.4300013250547,1892.6902211899405,2023.8205740730452,2236.8201371183536,2869.356936440383
32,1306.7065409004754,1494.7157415219788,1678.4358587400739,1763.1944256408956,1826.7496135877007,1903.1663156305663,2052.987452184485,2257.2973641180242,2769.43916532866
33,1310.2802110995856,1514.899709472908,1661.0935122408382,1758.3371727405226,1831.3013239692089,1908.5261478896912,2094.2867169553388,2281.2241493309502,2749.391294141179
34,1105.5271758704373,1437.2151504556089,1644.804881533177,1754.9459139684006,1827.0913435581483,1914.342393188135,2094.8119047224136,2531.226434126258,2846.213065010725
35,1129.562170410808,1352.7948478901876,1620.2911384218842,1753.4494536177706,1827.1728636837545,1920.274224230991,2104.8978467404095,2466.0137281003235,3051.757854964649
36,1016.7126313833039,1360.5083644176473,1606.603105463226,1753.1353859651538,1830.7087049559211,1916.8527659568526,2130.6186729204987,2493.018047208265,3054.6670469110722
37,1072.2410033973717,1347.8190742558722,1623.1544351619475,1753.4130193947913,1833.7919989266165,1914.0737768246918,2137.69893231279,2490.798707908611,3179.1959642148686
38,1031.8321864979644,1327.9852864792545,1597.5670459689425,1745.105053329795,1829.6187228363478,1917.7817698911113,2137.5759966018168,2484.9529461847815,3259.9779420529694
39,914.544934839413,1324.696623230479,1593.7399476303128,1750.0503926887798,1836.200702149825,1929.3217980238067,2145.6852354765324,2679.518397705851,3659.246646112362
40,1025.7391393583064,1312.0069203496705,1583.3170311045262,1748.1936493563903,1832.5039668327183,1926.5049944361162,2160.647119060882,2578.502005829601,3577.596582704
41,892.4481807852051,1263.4742009190613,1559.4115858988591,1745.225532977695,1834.121663152573,1927.058541896371,2192.7631097820813,2776.1421492847867,3833.4103115680405
42,854.4481070782134,1234.8489470152258,1546.6897864345067,1744.3280446788274,1833.4977112040528,1933.4023092547297,2203.820842695762,2728.7300778606545,3982.964129796964
43,752.1280916523666,1298.1879856835055,1525.4217348645266,1746.4446120880682,1837.24493196094,1943.7484907811177,2224.623815355949,2856.521073987981,3805.703313148472
44,824.3705108315968,1219.9416557287402,1572.2378145902478,1746.5750588333465,1835.059486420546,1948.27369972021,2197.064996378194,3222.7888848496273,4292.942769131981
45,812.5838967228942,1209.781042208736,1516.7748076614364,1739.835991373511,1834.4226347642286,1951.1707316827994,2254.4865368490864,3173.868730264966,4471.497421997863
46,720.354160457004,1154.4961245552824,1498.4993422168588,1739.2380037263265,1830.3703035793042,1938.182278733571,2279.4134205459054,3256.640069672551,5236.0617420310955
47,785.6548157347462,1182.882611189498,1494.700490351878,1735.106284571556,1832.1189656596678,1944.504930300229,2231.859355890378,3221.847498539359,4790.9037180569985
48,732.1248366894063,1096.213817413771,1491.68164042691,1732.6092955308318,1839.0801594621316,1971.1486946993061,2275.6186110712306,3074.2767140475357,5703.746671161277
49,744.7608283505577,1170.392229243374,1465.3165988001183,1730.285783969237,1840.5503051841458,1975.3745931996514,2358.224143782479,3244.363816885537,5082.7968374999755
50,647.7996071223473,1133.866680005415,1432.840512634529,1727.8835341848253,1844.69875878348,1976.9053916731925,2369.051278407419,3488.991873928609,5468.085018397013
51,727.4046107048139,1016.1234382263559,1422.673669842872,1714.5467638708437,1837.0581342237385,1975.963283185499,2381.2126087899496,3372.2018341842627,5997.685449329827
52,745.9597758340549,1056.8211524258552,1364.1336135821646,1706.6248392325824,1836.5395435169032,1980.6520406135483,2388.98214364085,3476.837010922755,6162.232135969116
53,592.1795943180828,1013.2281473437031,1370.6770346317646,1707.6531813424424,1835.5446040981212,1977.4418381180699,2453.6092430541994,3551.406813347116,6424.091563462428
54,522.8553565689579,932.7748258769266,1304.3807680789457,1707.0804655608245,1837.9872035954957,1997.177500606711,2486.402448129252,3567.7905183133907,5505.861939260722
55,546.8713229838768,832.4839697690084,1333.4845257061215,1713.0146805822553,1840.639668332397,1982.6813557245941,2579.697073286615,3552.766463362864,6302.286731838806
56,490.1525034380575,796.3587693324257,1313.8739293162032,1701.4751008975534,1838.3610744744512,1985.3887432049778,2511.627786792331,3902.424763642296,6673.086721042623
57,422.7967023296834,797.0412903813966,1191.495942995301,1696.8511263027858,1837.5914275372063,1985.9436910013574,2569.9062737834706,3804.113464244755,7122.9098004639245
58,371.98510540946023,742.8640319831421,1256.0390655729432,1694.7615584768382,1842.7461328123754,2006.6992809252117,2582.956319407467,4151.46389449812,5999.111380889405
59,368.3873583699194,693.82644581276,1185.7876538664168,1685.1182446341543,1847.8387612285505,2000.6466160717412,2653.0205477635095,4259.338967647802,6892.7182985348545
60,344.81581115885206,734.413509026717,1196.1959217222868,1682.486132977057,1841.1189181822551,2009.7618189946534,2776.5544658484246,4249.729265830925,6847.159915009743
