seed,method,learning_rate,converged,final_elbo,n_steps,mu_0_mean,mu_0_sd,mu_0_q025,mu_0_q975,mu_1_mean,mu_1_sd,mu_1_q025,mu_1_q975,mu_2_mean,mu_2_sd,mu_2_q025,mu_2_q975,mu_3_mean,mu_3_sd,mu_3_q025,mu_3_q975,c_0_mean,c_0_sd,c_0_q025,c_0_q975,c_1_mean,c_1_sd,c_1_q025,c_1_q975,c_2_mean,c_2_sd,c_2_q025,c_2_q975,c_3_mean,c_3_sd,c_3_q025,c_3_q975,nu_0_mean,nu_0_sd,nu_0_q025,nu_0_q975,nu_1_mean,nu_1_sd,nu_1_q025,nu_1_q975,nu_2_mean,nu_2_sd,nu_2_q025,nu_2_q975,nu_3_mean,nu_3_sd,nu_3_q025,nu_3_q975
11,fullrank_advi,0.005,True,-4206.428120117187,1501,-0.00025874343637615567,0.00023056675778622722,-0.0006893777697817738,0.00020499845297509243,0.0007061427974669203,0.0004134063008510102,-0.00014894614141244838,0.0015166818255784164,-6.245577412574502e-05,0.000321731233596989,-0.0006915004959631125,0.000532066545151785,0.0009407200380320305,0.0006955358011234813,-0.00047505467375622896,0.0023173205873151786,0.8096850135425726,0.03165962899351783,0.7469714760780335,0.8739021301269532,0.8750176496307055,0.030550208545818427,0.8172666877508163,0.9348632171750069,0.9059760755300522,0.02799532856619319,0.8511770322918892,0.9613377630710601,0.9898524417479833,0.03234616033905987,0.9250430598855018,1.0518018096685409,10.09106340010961,1.3469853523237156,7.874696981906891,13.019661259651178,10.09106340010961,1.3469853523237156,7.874696981906891,13.019661259651178,10.09106340010961,1.3469853523237156,7.874696981906891,13.019661259651178,10.09106340010961,1.3469853523237156,7.874696981906891,13.019661259651178
42,fullrank_advi,0.005,True,-4206.55513671875,1501,-0.00027435318454613236,0.0002955320536180875,-0.0008525300830566501,0.0003156694993613606,0.0006555858003546423,0.0004664831843715423,-0.0002713926079459639,0.0015685334534387412,7.71714211950494e-05,0.00039793950776475167,-0.0007181156335211305,0.0008575693242172364,0.0010555519864517146,0.0006926870384613313,-0.00022357693191111004,0.002430762148448442,0.7968671473860741,0.03104585474826023,0.7366518616676331,0.8625151976943015,0.8717750431100527,0.02980639617365258,0.8176734849810601,0.9340301290154457,0.9000709625581901,0.029070340708075577,0.8476289257407188,0.957042773067951,0.9781511053442955,0.035172664498519614,0.9084401160478592,1.047261646389961,9.767052154143652,1.3398358624670819,7.444340777397156,12.734095907211298,9.767052154143652,1.3398358624670819,7.444340777397156,12.734095907211298,9.767052154143652,1.3398358624670819,7.444340777397156,12.734095907211298,9.767052154143652,1.3398358624670819,7.444340777397156,12.734095907211298
73,fullrank_advi,0.005,True,-4206.52083984375,1501,-0.0002723183232810475,0.00022806466884494215,-0.0007237184452849588,0.0001770571076847626,0.0006603182971135248,0.00041858937272347684,-0.00016416957318326168,0.0014892700035740415,-3.290855795573104e-05,0.00031975841625319924,-0.0006606071025885132,0.0005744746312123377,0.0011011756340339007,0.0007190851562183451,-0.0003361242900067046,0.0025141992475269694,0.79576307396094,0.030870040679431887,0.7354738935828209,0.8559147551655769,0.8748708085715771,0.028873977149463385,0.8220111593604088,0.9326615333557128,0.8964173350234826,0.028422004517553088,0.8414976119995117,0.9552335754036902,0.9754891941944758,0.030989508300912467,0.9183830112218857,1.0367371320724488,10.117527228196462,1.4319215738626596,7.670784604549408,13.183696627616873,10.117527228196462,1.4319215738626596,7.670784604549408,13.183696627616873,10.117527228196462,1.4319215738626596,7.670784604549408,13.183696627616873,10.117527228196462,1.4319215738626596,7.670784604549408,13.183696627616873
