state,observations,occupancy,mean_return,volatility,downside_volatility,drawdown,trend_strength,transition_persistence,expected_duration,horizon,economic_name
0,986,0.2349857006673022,0.0023712272715094925,0.27006353320707466,0.17655337213972383,-0.11162891323707004,2.484465028462328,0.9788692995459788,47.32450787307896,20,Bull
1,1022,0.24356530028598666,0.0002525276509292042,0.0988908851111485,0.0634693733017862,-0.06961756005306223,0.2330242373880031,0.9865712535116893,74.46711432600706,20,Sideway
2,1450,0.3455672068636797,-0.0002549345420696698,0.1799615011204636,0.12990135739817685,-0.15553419345872768,-0.3982391768098669,0.9815087818237607,54.079725330642106,20,Bear
3,738,0.17588179218303146,-0.0010144475864158201,0.3202658204981569,0.20704440166038213,-0.3255223109102246,-0.8496027339318811,0.9862032924815176,72.48106105463039,20,Stress
0,1328,0.31907736665064873,-0.0003577029872366678,0.185656750920287,0.13331892599455836,-0.15133928344461667,-0.3324869330812828,0.983722243661633,61.433528012885766,40,Bear
1,1128,0.2710235463719366,0.00017505455000742291,0.09886653013275053,0.0638140012564478,-0.08064072061038922,0.18723561606649367,0.98885026702854,89.68824657592235,40,Sideway
2,774,0.18596828447861605,-0.0008693755797332639,0.315151933459175,0.20602930409888429,-0.32000546489204157,-0.8340220671227011,0.9846896629314217,65.31534841596128,40,Stress
3,932,0.22393080249879865,0.0026498824611353236,0.27446755611566237,0.18062866969820646,-0.11038943760382705,2.555829981042398,0.9805883206799867,51.51537811409273,40,Bull
0,773,0.1872577519379845,-0.0008651894006154691,0.31535055494725306,0.20605386295678776,-0.3201264477862316,-0.8346315232546112,0.9848010251569956,65.79391112422758,60,Stress
1,1127,0.27301356589147285,0.00018771579574073882,0.09867959694289138,0.06353950531387041,-0.08060460579091638,0.18736224631649243,0.9888833733097944,89.95534597568664,60,Sideway
2,930,0.22529069767441862,0.0026487097414568672,0.27444071840588946,0.18084871888063123,-0.11029266113275245,2.5582797469462117,0.9806907063509677,51.788533447991455,60,Bull
3,1298,0.31443798449612403,-0.00040121218805288405,0.18640206141530083,0.1340827896666154,-0.15191638882536979,-0.32266016711177037,0.9834690993548367,60.49277177723448,60,Bear
