horizon,replicate,balanced_accuracy,macro_f1
20,57,0.28221307938856016,0.23180517351560112
20,58,0.27292395300869876,0.20809598083095981
20,59,0.2626476414056195,0.21367205369678038
20,60,0.30225699905630704,0.25094570786334824
20,61,0.28769153897401734,0.23368562231759654
20,62,0.26629611458279534,0.20886944661455523
20,63,0.26088551859099807,0.17686752054706856
20,64,0.30014041847972506,0.24736657964851844
20,65,0.27686154453881096,0.18689615500268011
20,66,0.26881702185421474,0.21202416411632816
20,67,0.295906432748538,0.21281443298969072
20,68,0.2559848484848485,0.1892992704328108
20,69,0.2902593519523377,0.2605186890383287
20,70,0.26253757316880244,0.1982224538243298
20,71,0.289936364489196,0.2528585811369602
20,72,0.28413086576766977,0.23539886984665995
20,73,0.27482622649421024,0.22309307050498525
20,74,0.2733428950091683,0.22643710844052994
20,75,0.2631574924131816,0.20485444045858198
20,76,0.26512403605846374,0.19257650951199337
20,77,0.27754858993902437,0.23958724056014002
20,78,0.2458981236155149,0.15758336361474862
20,79,0.285610661268556,0.24046629722756602
20,80,0.2817906690235149,0.21007751937984498
20,81,0.274049403631261,0.21151661127447435
20,82,0.30103448275862066,0.25711872484192433
20,83,0.2705895642148233,0.19694310121588923
20,84,0.2650595382519271,0.2047684333802095
20,85,0.2617471264367816,0.18426576151006613
20,86,0.28798236859614107,0.2332615389170145
20,87,0.2598066816816817,0.20750168297182225
20,88,0.2683808023687178,0.20647956075555374
20,89,0.2734043846848725,0.24210897231453
20,90,0.2800682773109244,0.2387960942809113
20,91,0.3342492222330553,0.2946656578076232
20,92,0.25063410243822615,0.1894001924516198
20,93,0.2674279784013234,0.2134640257967611
20,94,0.24961989246229133,0.18044621057352134
20,95,0.307528881152081,0.255432480141218
20,96,0.2727976358007318,0.21656878866181192
20,97,0.27248759998212607,0.19128146260884174
20,98,0.26671985380356217,0.22143352158712426
20,99,0.2598456236427155,0.1972797573505301
20,100,0.2945505536297759,0.23188808242526382
20,101,0.2753779028603795,0.2028580684264426
20,102,0.26582238475777686,0.2272542838415681
20,103,0.2452079995252507,0.19048798346110776
20,104,0.2731508119166347,0.1943843537414966
20,105,0.2990570616999856,0.24883987824958834
20,106,0.27899712516585584,0.208871976647206
20,107,0.27946502763828174,0.21246546871051233
20,108,0.2638520678685048,0.190153966852996
20,109,0.24744343891402715,0.16286406837228504
20,110,0.2496124031007752,0.18037859678775484
20,111,0.2613328098229583,0.20236779611687342
20,112,0.2671849557170658,0.21239795879038287
20,113,0.2571531192456343,0.18210951282086713
20,114,0.2653012309024556,0.18030476234024556
20,115,0.2896250662967647,0.23269947971821908
20,116,0.2481013306992694,0.1755463766600439
20,117,0.2784010405778924,0.21462454482826493
20,118,0.2500358731525327,0.16460601020208057
20,119,0.264879490763477,0.20868754398311049
20,120,0.264965034965035,0.19645140664961638
20,121,0.2641188309053113,0.19501928885433178
20,122,0.27512932973459286,0.22412585133770002
20,123,0.26126477703226986,0.18915178062562082
20,124,0.26834869431643626,0.19932933705264408
20,125,0.26483739837398373,0.19357829829541065
20,126,0.2716215533146309,0.20356272329627031
20,127,0.2634067357512953,0.22927107525567372
20,128,0.2566377572368671,0.16080078807245682
20,129,0.25590474331446417,0.2066846210095314
20,130,0.262806987931471,0.21757578281145903
20,131,0.26970836181362495,0.19556649490860017
20,132,0.29613931514427977,0.27895565653055565
20,133,0.2678468364475868,0.19218552477877524
20,134,0.30144365438483084,0.26299945265462504
20,135,0.2911113606868324,0.2317779641810065
20,136,0.2547257350406957,0.1838815526210484
20,137,0.28230086259181886,0.23064132503027157
20,138,0.2758539477767434,0.2185082228529217
20,139,0.2736324690387997,0.22044307235700183
20,140,0.2841795615731786,0.22942252417036843
20,141,0.27569644374417396,0.23380992537105552
20,142,0.24369865809480076,0.18148785475584817
20,143,0.29310258036586223,0.21834100772481868
20,144,0.276233845527628,0.19852985298529852
20,145,0.2726732931278386,0.20649498836584929
20,146,0.2778486394557823,0.2230695805275591
20,147,0.2612190812720848,0.2126128893530749
20,148,0.25770556756200474,0.18879662797615282
20,149,0.28478509813994307,0.21963115432843588
20,150,0.2869688505163365,0.22511317820242305
20,151,0.2719996845923356,0.21081875851268103
20,152,0.26252610381861574,0.2073427887563547
20,153,0.26725666422108096,0.1863279885079784
20,154,0.27150940940323764,0.22802137717935633
20,155,0.2942195931921959,0.24872974786693508
20,156,0.2853860294117647,0.23036888140381379
20,157,0.2678254972875226,0.18382643485132866
20,158,0.23980424970840306,0.15215710814989325
20,159,0.2565017667844523,0.1916067601409057
20,160,0.2771514965720974,0.23685111400614295
20,161,0.28680681458459234,0.24019872328615044
20,162,0.2568412729975665,0.18313953488372092
20,163,0.27569879651710943,0.22683558611595162
20,164,0.26288198440097177,0.20673033920034983
20,165,0.26666742993222203,0.1797503360239206
20,166,0.26746291174251946,0.22200113460284665
20,167,0.2716898148148148,0.21613580077050082
20,168,0.26525032938076415,0.19048129981606376
20,169,0.2749013623166828,0.22153351698806245
20,170,0.248286699107867,0.17133629191321498
20,171,0.2571048763974437,0.20044604533024168
20,172,0.2553589548452562,0.17493900265920992
20,173,0.29422520777178796,0.2570775061092248
20,174,0.29123546288231983,0.2427247307373654
20,175,0.2905462184873949,0.23562390315435006
20,176,0.28056163657130423,0.2362967527831293
20,177,0.2768126418555483,0.23304448786565857
20,178,0.26947227739035645,0.21601614041547762
20,179,0.24574089278383637,0.18533333333333335
20,180,0.2928486328206935,0.24361500353857043
20,181,0.26704634996235266,0.2057695920214492
20,182,0.27914444726595566,0.20966430521643953
20,183,0.25655202776195163,0.20082573593554898
20,184,0.301254174465118,0.24648235143307418
20,185,0.2770550527903469,0.2181499316330777
20,186,0.268829302881027,0.20460728068859108
20,187,0.2833942750485749,0.23453755615787325
20,188,0.2889496011246976,0.23556169104177305
20,189,0.26420854739807753,0.21006184072543335
20,190,0.27502704814569934,0.210863697705803
20,191,0.27455682603023557,0.2051090742547404
20,192,0.25424391230780546,0.1846966011657071
20,193,0.27902375802519996,0.2209795080544369
20,194,0.28094897162197346,0.21331300199287395
20,195,0.29016350210970465,0.2334839815352296
20,196,0.2520812755749965,0.1906559185707168
20,197,0.27544994375703036,0.21335874998660087
20,198,0.2811118614931238,0.25137212762440075
20,199,0.28605846516574196,0.24291849415204678
40,0,0.2510780192266081,0.2165940363311305
40,1,0.2663280694885515,0.21742837144927102
40,2,0.26970361509835195,0.23207242445684934
40,3,0.23417695283714077,0.17629087420754086
40,4,0.24384692794957408,0.1975722581177911
40,5,0.2529826664208003,0.18986422915778384
40,6,0.27229352577766536,0.22455598455598458
40,7,0.24695931462709683,0.19176176071438056
40,8,0.25893464793648024,0.2064748871200484
40,9,0.28169593242942875,0.24203413940256047
40,10,0.2525271185968043,0.1972377038856351
40,11,0.25935017343627614,0.20515329419439007
40,12,0.2455783959855621,0.18357280085556876
40,13,0.23262915142283658,0.2025098781234348
40,14,0.2454176036611828,0.20001365747063643
40,15,0.26820415636141715,0.22914247914247915
40,16,0.24731003730290588,0.21115315848324337
40,17,0.25314488143435515,0.20821544663773223
40,18,0.2433031425826815,0.19067820578086997
40,19,0.26147881530234474,0.22674755799755797
40,20,0.24502155324712033,0.22219603850891084
40,21,0.23919104637937572,0.2029286517756709
40,22,0.2382153428002165,0.18152529501109943
40,23,0.2315885084750729,0.19355968079451266
40,24,0.2602348716564712,0.21716144057868375
40,25,0.26761390160462084,0.2320463461458203
40,26,0.2437814365679917,0.190807246146512
40,27,0.30263724354977584,0.27273327011816784
40,28,0.25231890149922936,0.19850543989760194
40,29,0.26139292178155493,0.21439047101730427
40,30,0.25495026918514463,0.22226704316256554
40,31,0.25699884236928416,0.18023167777104784
40,32,0.28644658167870035,0.2255421769172881
40,33,0.29616116751269034,0.24842694774730778
40,34,0.26370576655303213,0.20956235894416642
40,35,0.2636409005212377,0.22331735005240166
40,36,0.22200645104277128,0.17532789990013936
40,37,0.291628281897743,0.26094747042583144
40,38,0.2859619686800895,0.24892533805462994
40,39,0.22257218197315148,0.16871286782693787
40,40,0.22928250949112244,0.184904142422187
40,41,0.2456262677484787,0.20438670892919897
40,42,0.2671837056823701,0.20783742207108738
40,43,0.23728615982021373,0.18442324904900426
40,44,0.25333038724438517,0.2269903672127235
40,45,0.25540367612843184,0.18771427172103047
40,46,0.26764926135203215,0.22817175772131648
40,47,0.2766328828828829,0.2317145204193397
40,48,0.2565461803266681,0.2160396703941384
40,49,0.19632537411530845,0.1468297745035713
40,50,0.27028967324634773,0.23032546351874084
40,51,0.21647708741030658,0.1673009367681499
40,52,0.22562500000000002,0.177273528001331
40,53,0.2644494679433657,0.21899314086814087
40,54,0.26470227885322223,0.1905015221172962
40,55,0.24712392177456213,0.20874223111333845
40,56,0.267453125,0.24173882278457443
40,57,0.24699089134677943,0.20237892330076906
40,58,0.268423171713721,0.21213783208368045
40,59,0.27447197724948874,0.2293062599489135
40,60,0.24080253723110867,0.20618371244153472
40,61,0.2785571634363541,0.22528487914636336
40,62,0.2598267376938926,0.18837888426863797
40,63,0.2646067567203214,0.20893107603563738
40,64,0.28979194169665623,0.25494494330215145
40,65,0.2658743600600485,0.2308875265778872
40,66,0.27411284194528873,0.23852637078589892
40,67,0.21994884910485935,0.17150580868136944
40,68,0.30543514644351466,0.2764855136830235
40,69,0.2669330449027597,0.21559519024217355
40,70,0.2442528735632184,0.19261239019776505
40,71,0.292905504857227,0.25616846676111793
40,72,0.22896062962403746,0.16625675675675677
40,73,0.254323207458951,0.21560115273775216
40,74,0.2732867353373975,0.23636028425851435
40,75,0.2381443298969072,0.17531366238171409
40,76,0.24467315830560007,0.2062087400628417
40,77,0.2727079714340861,0.2120637284449645
40,78,0.250535509371414,0.19269489928995798
40,79,0.23559738271854133,0.1954523117995658
40,80,0.29742233703775917,0.2664054327358951
40,81,0.24793400205174967,0.1963102377739181
40,82,0.2720241351018734,0.22258012354063583
40,83,0.2429401897046205,0.190587678702485
40,84,0.27398584607607734,0.22125872411104863
40,85,0.20832242354419775,0.17290799917382196
40,86,0.24197661042944785,0.1846250588627149
40,87,0.23697501329080276,0.18645691980365547
40,88,0.2433570527832823,0.21068158068115325
40,89,0.2518162343408001,0.16702705741268176
40,90,0.2962397893209701,0.275950220293286
40,91,0.2667460481811279,0.2363630957886808
40,92,0.2698414918414918,0.22245140119304707
40,93,0.23548441734417344,0.2044478390461997
40,94,0.25670415224913495,0.17793960710044943
40,95,0.21468359293148007,0.16404043407165153
40,96,0.24068355272734834,0.20723529411764707
40,97,0.25213675213675213,0.19927998723523077
40,98,0.2493783977411606,0.20969850506849266
40,99,0.2601481865882489,0.22182602829130216
40,100,0.23300384199336044,0.2030182175942739
40,101,0.2675237471339666,0.24485699485699486
40,102,0.2502840145346064,0.19421416234887737
40,103,0.2781448379552289,0.23836899703315695
40,104,0.22311210729645017,0.17732516222062006
40,105,0.2587797008467306,0.20846510031331936
40,106,0.24264694345069981,0.19345953222278311
40,107,0.2532738095238095,0.2265253040699547
40,108,0.2437674426519638,0.20077303701674484
40,109,0.26796328216710996,0.23447020203201635
40,110,0.2778603061687066,0.2472650959145746
40,111,0.23326593198011247,0.19836123250460322
40,112,0.2817647058823529,0.23853671679811883
40,113,0.26495098039215687,0.20576470927153345
40,114,0.2550473793793137,0.21810649935649937
40,115,0.2612227742647797,0.22694487067625435
40,116,0.233985608985609,0.1918399545612319
40,117,0.30598839566230873,0.2674394904458599
40,118,0.2719751959129892,0.21138474528567408
40,119,0.29701370093536583,0.2672789272535583
40,120,0.2484348931437197,0.19921467913679483
40,121,0.21472459646670056,0.16802205033336232
40,122,0.26180677699281873,0.22031840998613905
40,123,0.26422231420161885,0.22988259002891437
40,124,0.252054068380599,0.18615377752316195
40,125,0.25022546897546893,0.21784340147874962
40,126,0.29187798394571624,0.2525869269863634
40,127,0.2461093446387564,0.20701768122544273
40,128,0.24317491425771678,0.18645092295531687
40,129,0.22871953523521632,0.1816629421101258
40,130,0.22942501653439154,0.19701243908894184
40,131,0.23285714285714287,0.1797314623548686
40,132,0.23488865323435842,0.1982864000178966
40,133,0.24003095156000676,0.20164476266742037
40,134,0.23328696343402225,0.20030477507760103
40,135,0.24306057480692236,0.19420400586624548
40,136,0.251963432186073,0.19607859189521082
40,137,0.24807276995305164,0.2024210911954799
40,138,0.22824150655299658,0.1741711622723704
40,139,0.25212721439531316,0.2123966568232164
40,140,0.2693855440334314,0.2236560622674892
40,141,0.26150112294428746,0.2155380024702243
40,142,0.2595203425817003,0.22556954074360397
40,143,0.25349373084226473,0.2107075746456532
40,144,0.22894254254570748,0.18037267696490975
40,145,0.24232747659230147,0.1999346771183277
40,146,0.23377703455964324,0.1757243510637176
40,147,0.2110288935870331,0.1638179526920347
40,148,0.275879917184265,0.2203067203067203
40,149,0.22790423861852435,0.1904197050366791
40,150,0.24595585176694615,0.20804128881113795
40,151,0.26763047209490937,0.22444185522062693
40,152,0.26533153073166793,0.22178379735497483
40,153,0.28429038068199164,0.254555676707101
40,154,0.23385661276409292,0.19550294427945325
40,155,0.2680290439361527,0.22726130308818557
40,156,0.2902777358034392,0.2573665443977134
40,157,0.2607729138166895,0.23004383309519771
40,158,0.23993073695208883,0.19820636145640969
40,159,0.24759401924784602,0.22990301232861593
40,160,0.1991780055581622,0.14605852264001606
40,161,0.2294513861772745,0.18053189444308188
40,162,0.23384619603971257,0.19705611261122324
40,163,0.25735518958588155,0.21608181926137038
40,164,0.22847053841299364,0.1654866454146583
40,165,0.25772718685055734,0.20720857858061026
40,166,0.26053961470628134,0.1828139053786652
40,167,0.2668754417654912,0.22509766623713975
40,168,0.26003086419753085,0.22359785151472347
40,169,0.2622292066197883,0.23115012667936402
40,170,0.25029474476357705,0.18512922770151086
40,171,0.23832543916122506,0.19107367176531442
40,172,0.2497583977605972,0.21891553883739867
40,173,0.2655572289156627,0.21473571361682753
40,174,0.24116153448052788,0.2163069506523017
40,175,0.23876569858712715,0.19861648177496039
40,176,0.2502582644628099,0.20463141441317728
40,177,0.2165607913635559,0.16104897536520407
40,178,0.23623188405797102,0.18334019018326653
40,179,0.2512623339151498,0.20921626636892832
40,180,0.25399396261465224,0.21540152851708153
40,181,0.2878654970760234,0.2499719894416672
40,182,0.27326724898667343,0.24603597601598934
40,183,0.2878188414584849,0.24798671241843767
40,184,0.27439532944120104,0.2223496808486473
40,185,0.265586903517938,0.22856726687567624
40,186,0.27525314245810056,0.22184966280215201
40,187,0.23406084656084658,0.19332481861884232
40,188,0.2512725867491072,0.22276532962287687
40,189,0.22418770494693419,0.1831779792085351
40,190,0.25824488191357464,0.23442666222111086
40,191,0.24875325196661957,0.19553248295269687
40,192,0.26273603657324585,0.2308482225087493
40,193,0.21395464280933468,0.14725806846065428
40,194,0.21720795028209755,0.17380533889072788
40,195,0.2742480702688315,0.19950738916256155
40,196,0.24400356359649122,0.20866789913832773
40,197,0.2630002668570728,0.23188066229303345
40,198,0.250845400605784,0.18245669877147805
40,199,0.2604316285525233,0.23064558814372002
60,0,0.22537835915014715,0.1643231991235278
60,1,0.20422883211967394,0.13124921689011404
60,2,0.23281057282478027,0.16045247233759166
60,3,0.24071075011627133,0.15273112566024608
60,4,0.24373721119653535,0.17914270730787277
60,5,0.23657120899567205,0.1537503890445067
60,6,0.22867855505065243,0.13223853726215645
60,7,0.2449979983290399,0.17113981561766461
60,8,0.24603174603174602,0.1760684771245084
60,9,0.24773242630385486,0.1464846980976013
60,10,0.2472248905966485,0.17370980954331355
60,11,0.24001123937096372,0.19703835227272729
60,12,0.2391138905433128,0.156740746703353
60,13,0.24644180874722016,0.1772355208225907
60,14,0.21938295779993788,0.132808297471759
60,15,0.22960165731436774,0.13932748072143267
60,16,0.2458628471133956,0.1601764861344017
60,17,0.25105676328502413,0.17138315186535624
60,18,0.24097748316498316,0.13759634936397597
60,19,0.25115985814870284,0.17937606137311357
60,20,0.23751398523159545,0.16470164609053498
60,21,0.2276443295438981,0.1510039926296819
60,22,0.23211253941304877,0.1233977471353661
60,23,0.22624500822175242,0.12617853161331422
60,24,0.2442439763796497,0.172590051599417
60,25,0.22478406862259553,0.13348594691736862
60,26,0.2432251021924935,0.16075887376773051
60,27,0.23549735453319876,0.17260980319651587
60,28,0.22486494597839135,0.16911362208330227
60,29,0.230092383107089,0.17054184026698174
60,30,0.2323856311286479,0.1569400757020255
60,31,0.2427514280768565,0.14306808134394342
60,32,0.23955594032337854,0.1642215735157805
60,33,0.2317003199823458,0.18137004577553884
60,34,0.2303097643097643,0.16253221649484537
60,35,0.22480598669623061,0.17689084861006013
60,36,0.22866014799154333,0.14890426237414842
60,37,0.23504342666019315,0.13837701399051477
60,38,0.2521194816604437,0.18533631173988582
60,39,0.2436081477228082,0.15495366159812993
60,40,0.24778159979027478,0.17109375000000002
60,41,0.25319588363066625,0.15855342703846445
60,42,0.25052976665337057,0.17003028567741518
60,43,0.22700534759358287,0.14342835986671604
60,44,0.24654445849136114,0.16758920782619532
60,45,0.23075038549667826,0.14197608008298235
60,46,0.232483959400563,0.15285243680921154
60,47,0.23152535328345802,0.16161999862602391
60,48,0.21867571505252664,0.11199602193312547
60,49,0.2150289544282477,0.15276842625011222
60,50,0.2231045566269616,0.12917480920327792
60,51,0.23104242345614948,0.1517258925419012
60,52,0.2410231886976073,0.1832107843137255
60,53,0.24086431359725316,0.14497336055370214
60,54,0.25214987714987713,0.15690826042128667
60,55,0.22867555261805098,0.1490540955107884
60,56,0.2352324194624679,0.14863380414162225
60,57,0.2354168789268127,0.16695239950646146
60,58,0.24649830220713073,0.15773809523809523
60,59,0.24154338963308097,0.17021253382211748
60,60,0.211408129300139,0.13597382411717143
60,61,0.2388133196821218,0.15824482526443823
60,62,0.23104073189559513,0.16822239674899847
60,63,0.2539037896283855,0.17920561006400745
60,64,0.21984145220588236,0.12086096041792245
60,65,0.22583796699493086,0.1968607000901834
60,66,0.23662941125250336,0.15922298337438423
60,67,0.24103229995130662,0.15799762082976904
60,68,0.24838205897051474,0.1771298297348064
60,69,0.22687129446640317,0.15142918254647275
60,70,0.24708060792612543,0.18459041211998445
60,71,0.24352333600147774,0.1718151052375348
60,72,0.23091947669062096,0.1603019862138541
60,73,0.24853268434538217,0.16737351032698589
60,74,0.22494151154511238,0.16770213108885879
60,75,0.2255541024229075,0.1717875310446164
60,76,0.2450072516316171,0.16497459895992903
60,77,0.23337964217945242,0.17926104383870053
60,78,0.22563948503226372,0.1545168617857767
60,79,0.2438207399825871,0.17751041744177393
60,80,0.2329789358091245,0.15625501747625575
60,81,0.2401597944877433,0.15466411809589065
60,82,0.23511427848528293,0.1497932720760644
60,83,0.2214485705865016,0.15224562517640416
60,84,0.23619444444444446,0.15385347269631267
60,85,0.24207910786679823,0.1260121501036889
60,86,0.231860212012923,0.13237784228350266
60,87,0.24643908722856092,0.11582840983689341
60,88,0.20689401301646201,0.1361701179145398
60,89,0.22426214580320317,0.14639996632039826
60,90,0.241098852880336,0.17397992821038752
60,91,0.2523441762138571,0.1682122564935065
60,92,0.24576929832264863,0.16451346011926862
60,93,0.239804228901592,0.15704471739892345
60,94,0.23906372549019606,0.14877300038607288
60,95,0.24266483516483517,0.14804406889779764
60,96,0.22626497815612404,0.16279002938531847
60,97,0.23636027048928382,0.17225426580149003
60,98,0.23550974835434865,0.17525235544015255
60,99,0.23505760763531863,0.16201119359364038
60,100,0.24201192765292634,0.16930226624907627
60,101,0.24174122240669002,0.20092434189683828
60,102,0.24223892327340601,0.1579378561704076
60,103,0.2518437471605537,0.18711143225706334
60,104,0.23010497000856897,0.16748722960432302
60,105,0.23046963758236766,0.1694524928376064
60,106,0.2439861839789813,0.15192401174434658
60,107,0.2237977414033752,0.16555616572091036
60,108,0.2301969354280009,0.12431986792925012
60,109,0.20589869146572298,0.10895770895770895
60,110,0.2348614363259007,0.15064474419904947
60,111,0.25119298245614036,0.16694541075729197
60,112,0.24012445887445888,0.11534306902926941
60,113,0.24334561834561835,0.16855229930887825
60,114,0.232568522939685,0.1318848597061657
60,115,0.21419603622993452,0.13907488181055494
60,116,0.2342026825633383,0.16256974240751987
60,117,0.23547129925038257,0.1810454330615621
60,118,0.22205941353986777,0.11902568733694562
60,119,0.24386134067952248,0.1967906855794282
60,120,0.22238768536225978,0.14971634149716342
60,121,0.2565745865508899,0.1452024918695614
60,122,0.2390093531240015,0.16274429837187732
60,123,0.2396797672181305,0.14166863346707576
60,124,0.2577498915087516,0.18464902465405988
60,125,0.2548736607502484,0.1865530303030303
60,126,0.24591254538484092,0.15231656865697665
60,127,0.23055403556771548,0.15766238307544367
60,128,0.23194637325072107,0.15273545827921509
60,129,0.24156428296405194,0.12481826218465292
60,130,0.24468770350236418,0.1603029920219227
60,131,0.2427730537572068,0.14541331684188827
60,132,0.24294468514451897,0.12277777777777778
60,133,0.21278179960433924,0.13234577401564704
60,134,0.23948066366496024,0.19669182741589786
60,135,0.24708957751248836,0.14585655314757484
60,136,0.22881366915799023,0.16263892167921443
60,137,0.24361455108359134,0.15647057182446317
60,138,0.2495664990462979,0.17173885984565596
60,139,0.24351430017717032,0.1407425273965122
60,140,0.24493742681498828,0.18418533390542652
60,141,0.2413324979114453,0.13608042292373201
60,142,0.2306558065486637,0.15442678644516777
60,143,0.24081815521907687,0.1723927715102866
60,144,0.23382807668521954,0.13881894357844474
60,145,0.23691122018427624,0.18730126674099096
60,146,0.25175956542276806,0.17840557275541796
60,147,0.22802197802197802,0.16430128372057135
60,148,0.2376574736125298,0.1294126410138633
60,149,0.2368727391672439,0.13313113061435208
60,150,0.25428262824769476,0.1319785018474975
60,151,0.2338341260359609,0.14504603545417066
60,152,0.24750201506434308,0.16577491728701407
60,153,0.24181857941508308,0.1672924787392562
60,154,0.21691202243252716,0.13266364021928653
60,155,0.238807815978234,0.1799042197524171
60,156,0.25298653473305904,0.18108451824711194
60,157,0.23292236261641525,0.14973893883025435
60,158,0.22945131791285636,0.14575839328537168
60,159,0.22500721838005802,0.12309367129742464
60,160,0.2479084622922329,0.16254818417158148
60,161,0.24120571713327899,0.1433180186287063
60,162,0.24671391810348692,0.1502608094319891
60,163,0.2541928421854179,0.15080308329654657
60,164,0.20247424988804297,0.1264654911063751
60,165,0.24302553037871602,0.16409571664499806
60,166,0.24157257478942784,0.2146753691818805
60,167,0.24301544002282127,0.1367458996909912
60,168,0.2500955711903697,0.15047769544867287
60,169,0.2383636106927711,0.11494046371430568
60,170,0.24287533349502788,0.13399040641053897
60,171,0.23495608334318013,0.16975249584026622
60,172,0.24465460526315788,0.14345063538611924
60,173,0.24383237895956134,0.15792484759908465
60,174,0.24078496592227377,0.11543551916425496
60,175,0.24117069121324844,0.12743410752964893
60,176,0.21626529051987767,0.16634620436038877
60,177,0.23265291057673101,0.15904007330153339
60,178,0.2194744108392731,0.1443999589364542
60,179,0.24345527993214824,0.16123702076677318
60,180,0.20046127302800434,0.13891006904731645
60,181,0.25753047628047626,0.18727128779338098
60,182,0.24102445977445977,0.14520723683564274
60,183,0.23589487616654703,0.16736914171501252
60,184,0.23901895206243032,0.17573559635230057
60,185,0.24621798365122616,0.16407901486918353
60,186,0.24143792956900217,0.15446579089665702
60,187,0.251663038219642,0.14046035507207352
60,188,0.2337129054520359,0.17219638092787998
60,189,0.24631161971830984,0.15317054903692892
60,190,0.2223056659580368,0.15159420289855072
60,191,0.24215596735703973,0.1593419798530886
60,192,0.23142763998296786,0.16275040959546933
60,193,0.23040217717535022,0.1593388636706075
60,194,0.23832820799552698,0.14789182999932646
60,195,0.2492482459071166,0.15639192911920186
60,196,0.2383178705008015,0.18074494752498935
60,197,0.22526315789473683,0.14075034831707853
60,198,0.2341161956546572,0.14322038061111844
60,199,0.23289721698636212,0.13660200558934738
