0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,path_id
1845.4845346021627,1834.6412302283188,1860.6531826950747,1899.7955183089857,1910.8503665480757,1915.3183256122632,1948.5084649204969,1935.0170467464252,1964.3992130274871,1959.3648839477592,1961.5974053740708,1957.3570508559565,1977.089076717786,2001.2065622298314,2019.7239920844315,1985.9699414514441,1950.2417154350921,1939.1339782596056,1946.8179127223964,1867.513139996326,1867.057632210739,1901.6547068650157,1918.9203282347175,1956.6528506422032,1986.7541751339816,2008.301813047694,1971.563168826669,1941.5777754897224,1933.3217537218643,1901.0323637475033,1912.3958207787957,1907.3240768136952,1952.0955624654227,1919.1775733361849,1914.8059460125564,1899.586027342779,1903.1288392475255,1888.476186596824,1882.5235774670612,1884.9703401408265,1842.3403804288998,1822.0152795454933,1826.2154692934464,1836.5029064201613,1865.042288887113,1887.9595825125496,1829.8149413522658,1846.07416245412,1805.4660958369739,1805.6994916204173,1819.5250718710563,1818.0762561429742,1810.2479638541718,1805.3783229533121,1773.9227768156004,1817.2998473963253,1817.6349473108405,1816.1385745587695,1741.5499668038854,1758.1277587325787,0
1888.4589830602897,1915.8570418183492,1936.5529327481456,2078.7743853519264,2029.9056828578061,1955.8189001928781,2006.4615669736918,1986.0880275952497,1978.763222520365,1908.1444394119455,1917.1485620274973,1952.6499025967123,1950.375676669047,1958.9794803830316,1996.6374402248355,2010.6014981227036,1951.5730279365498,1893.7942192160842,1906.3289407591124,1876.920396686647,1943.902657139294,1924.980055289424,1784.5731363583627,1681.0724217043542,1678.7146953228475,1708.1725781373643,1732.7093421676173,1751.4865596201741,1715.588413393106,1691.0788958032697,1701.5506958332874,1681.3801065944992,1709.7680501028456,1653.154174448623,1670.1670456698846,1679.783865664787,1701.1133834753189,1689.0022403192509,1714.423372691023,1708.440080839952,1723.1238399841068,1770.6929728216996,1750.4165072199394,1793.2348767878966,1882.4303377090232,1906.2544295905982,1861.3327549014073,1884.949078349835,1853.4855656314544,1900.7253689717843,1847.2436323883894,1791.0332689752775,1767.3329102500375,1902.2991006039101,1870.1858566356968,1879.6241979060244,1872.1395219970773,1920.5150700892575,1917.5476902645528,1945.3413399516994,1
1860.546722339,1832.2788495833436,1838.7192221367702,1847.9009300894725,1824.085014519329,1799.106561145299,1810.4828985245001,1805.2432295363637,1767.9229790781583,1782.4368396602993,1767.3302175727893,1798.596087761968,1791.6741252119243,1808.2646283277709,1785.6510413353226,1755.8192466505106,1764.5496733113944,1782.850506523691,1776.090093348401,1776.5876268721202,1784.180786504363,1815.7055894586636,1793.8012421400833,1790.2669327323504,1813.5540528527542,1801.9078486294718,1805.0757082225389,1815.1512333653036,1794.020340876953,1784.468544589383,1801.3040425453069,1797.1671012302506,1800.9624092566462,1814.2655541912777,1806.701571972724,1778.2114409975813,1745.9498271520902,1770.1807132001304,1752.5455685740185,1754.7300248735223,1747.4024099006165,1756.0833898434958,1782.7230567395284,1783.0400035151877,1804.6530320005813,1810.3413693842867,1771.4637171946667,1731.266312841132,1735.491255276298,1697.6189015224745,1711.8892388547422,1723.2408790235163,1765.414213847034,1775.9013868277223,1756.738245049614,1735.1387348706176,1768.023201246357,1761.1740006881016,1761.011407671174,1764.9994414698378,2
1865.6150022709078,1747.4140457903936,1738.9614357890885,1666.1985606780047,1664.4183895953645,1688.3592649141083,1648.155910484967,1658.358178409225,1733.5691143746856,1678.9757740691261,1678.250409371894,1680.873110614311,1627.5650979424354,1649.2012428056266,1637.4761844192792,1622.2703959162288,1647.3223929911014,1656.2464049432103,1632.100533218367,1639.6564212412898,1644.6679215365132,1648.4884022779472,1653.407705419755,1663.9978184627073,1685.8405031722825,1584.81206898408,1562.1175365843208,1531.7415851719607,1543.435303248505,1551.1698529145015,1554.34782820345,1522.2767588127033,1537.3030137055773,1533.2723670228968,1536.3823307112884,1551.646320182865,1569.0781567769423,1599.5916939733877,1567.332719660485,1610.9432599544318,1618.767447516172,1675.3990371787106,1680.0645811571364,1720.0102327947968,1687.0811779325732,1723.1643930173489,1718.4920235781974,1712.3685590404207,1736.4891473404093,1742.944294515016,1744.1897559357565,1748.8638675451948,1749.2676100916685,1766.6437156837633,1795.0268151900325,1786.7477183122899,1781.2036326950165,1806.4289261924246,1808.22432357363,1744.1871542889521,3
1872.674231411442,1862.785688008328,1870.854282293988,1881.2183699023412,1952.1395939070346,1986.982248937876,1921.6706320210938,1888.0827291114488,1872.108607660072,1927.1088081802943,1972.7003024341316,1933.4971734208543,1933.1080749768626,1919.4568235267786,1967.7592312857992,1939.4315332801957,1980.7164801483643,2008.8106146103823,2019.8128147866173,1985.4045740434528,1969.4902006089133,2000.7772182411945,2002.7061673811907,1969.9835973879053,1960.796683100694,1943.4921206208178,1929.83832822609,1900.916763858264,1915.051078713772,1888.6087688664413,1889.521303239415,1952.117946422192,2013.3981605147928,2027.860629900581,2022.2702922278545,2008.0103347950878,2017.1729314828774,2020.3631688006205,2019.541311925565,1933.6868856811839,1932.778323745959,1942.0791387457987,1937.6165107077097,1922.6116564333388,1963.2196099576822,1977.1412398906423,1983.4086148297615,1987.4212972597861,1964.7082236636295,1994.494821838522,1953.208711106162,1946.1212971055306,1950.3762614595464,1961.4665500122633,1979.3014960782166,1997.8006799525983,2016.169512451462,2011.8373306510257,2014.8018518207787,1994.8937019917437,4
1816.7584267031125,1898.557000312585,1951.4327391939541,1888.5247473581846,1898.4501684816587,1940.7242323257829,1862.3870966447048,1817.7975630585145,1776.4185696287439,1794.1547269102475,1757.5012680198568,1743.534137182855,1755.093528765672,1915.1659857544619,1951.1963645798419,1922.1295964504188,1958.7839112129589,1929.4510484351003,1974.7983174832314,1952.5803415907287,2006.0530454477278,1974.0174114133906,1977.2767151255325,1950.049102835527,1907.9123862631268,1907.982413673491,1886.3305714816092,1930.1644284646106,1910.078809000046,1898.872833162793,1912.0321661128091,1899.1260786555392,1887.8091984270495,1851.5565483138475,1854.5127112390037,1859.4466829224898,1847.3953198471932,1853.9488554185154,1814.1112672065537,1818.0666780392612,1827.7222096911485,1816.6346143794606,1796.8487646103595,1763.7367377131293,1738.065256721974,1712.9764086935063,1711.298084502805,1708.7920016658093,1721.3074654345676,1723.7512726053203,1685.6342986954483,1691.1335467467716,1677.8436873361104,1679.0534594231083,1718.5024944054849,1739.7121634342097,1701.122371201109,1716.4352336521602,1688.5187479004721,1704.0276508415734,5
1865.2142275128363,1794.2552417258119,1764.5257928751882,1775.744019180133,1804.1938974170257,1795.870504300994,1729.2383830166618,1701.0281543664114,1703.3125533996122,1712.511349752816,1714.5438230143593,1709.7995659205103,1721.336997322797,1722.9456703921517,1739.7336851669363,1702.7418991347686,1638.8908297426337,1628.2021738217506,1588.9694047137152,1596.8492431216564,1600.2004407767404,1600.486732180072,1617.2975648554373,1594.013247245995,1595.667808914522,1602.926595672686,1675.8733800800644,1648.8909350304316,1669.4303352421002,1664.9615801935788,1677.901505232257,1655.6674032047906,1657.9359542935504,1621.8706759516374,1635.721332914656,1658.8755712682378,1638.643686482346,1649.3980051710885,1587.2050520459707,1552.4944830862244,1522.0297106466408,1531.606554098632,1524.5618326634487,1455.9699452942823,1455.1613930965848,1497.4325242250009,1462.773334515285,1470.422600457472,1469.5314627642222,1453.929750612824,1463.9235576917206,1452.596574883065,1442.703606645813,1461.7269484630997,1460.8108631066032,1431.7840811081408,1412.24131224184,1386.3506875227233,1393.1118646072257,1408.8701229698936,6
1934.491425140822,1931.4820528527862,1922.5884869055592,1885.8775345327147,1848.483174211058,1845.6230769393765,1841.8190333820517,1890.4299134537016,1894.7427467496236,1795.1275105750294,1788.3499163763045,1806.9171637656223,1792.8803014188154,1806.4666328656108,1661.2287553096078,1626.13366527651,1625.0025360459815,1635.1442569526394,1683.270061752649,1691.280055155288,1680.83566519755,1777.504301471391,1765.0452809937926,1669.750762893593,1659.7376213180835,1692.7234432567361,1696.8832844759384,1708.4526893807174,1713.7573103199413,1721.068208039054,1720.5220355342692,1675.3184370857912,1713.3935389331564,1719.6886495252525,1719.4802711170455,1742.6070938023638,1728.2774924092384,1760.68370927268,1745.1990392511432,1760.1051937907757,1767.661815952676,1770.280411421177,1800.5429605477736,1789.535511577512,1821.7388318183337,1798.190307987592,1789.0148031959452,1757.0708117917568,1744.0853900003087,1739.5128422075215,1731.3169232363432,1707.4099154173934,1705.0444822932052,1678.3133364900411,1654.9929371219707,1645.2130554304347,1659.6983557799936,1632.2329980430097,1615.7728160152735,1605.4139291036327,7
1830.044700619357,1799.8579963934455,1656.741020333587,1706.850196010474,1724.9364300123132,1723.1340482978933,1765.3597206535972,1753.6587041428224,1682.8562123492586,1713.7066883611678,1738.8453604942708,1754.778624131501,1749.7628646777014,1738.4888226193427,1718.644917716664,1754.7973019024146,1682.3474661323362,1680.8951373229165,1663.0050213671889,1683.9409397524844,1678.4984924562152,1660.4853071289967,1669.1430260787038,1735.9903022400697,1739.6317783074976,1746.4484610450393,1751.03359785029,1781.8157167555396,1849.020724934813,1843.090104971664,1853.186401391515,1884.4594705707811,1897.3444227748416,1891.4669697668285,1918.6263595517953,1923.9301104928202,1876.8749068014622,1869.9152278052964,1894.5504130589022,1936.6333327307445,1945.803053855516,1942.435224869703,1915.0172508078858,1922.5590669270055,1937.4582148041184,1933.0253655323809,1950.7684018134557,1930.3335032395628,1912.3761652876706,1930.4308767861032,1930.2872800110356,1960.392136547854,1977.173635859228,2014.7470557622335,2017.7741732532709,2005.8787774097443,2027.1679390214956,2026.6903454183969,2037.6802654016174,2040.900675200177,8
1925.0747233898555,1854.5599726941261,1872.2829076385365,1858.7309912660924,1861.862401882799,1826.7705014783578,1748.8098211403137,1726.8751183573456,1705.2984947254624,1689.2846199363773,1674.7036076988034,1656.6615386628482,1711.039360529589,1713.2785390320075,1711.911401511056,1725.0340643886573,1718.307824354494,1734.7797281108344,1714.03470157368,1770.5772347367333,1877.0834755296432,1879.159616441145,1876.72501811043,1842.9472602932735,1801.5361236923811,1750.0284147813422,1735.472405326131,1717.9970345024842,1704.6503462828223,1710.2553813981128,1663.7364075068467,1657.5030835793202,1616.003938347343,1609.9191395404248,1558.821927192322,1550.7658020041215,1562.1107717172815,1550.7744133567548,1559.6940464273987,1554.1517373606607,1561.1933994807496,1579.3668578703519,1574.24478938441,1576.1698499910024,1578.1627680298445,1582.7071693382252,1555.5994169438184,1504.1753193919672,1555.6011937286696,1539.4765062737317,1583.502303694441,1605.6038920947578,1624.80265367941,1609.6337157518765,1582.5134192459616,1539.1629399990445,1511.6932197369697,1525.7087357997525,1474.8019099465762,1456.3489816551642,9
