feature,train_mean,test_mean,standardized_mean_shift,train_min,train_max,test_out_of_range_rate,horizon
ret_1,0.0004581471349293591,0.0003839235730497019,0.005294701281320173,-0.05871743129096196,0.04856832185574489,0.004454342984409799,60
log_ret_1,0.00035980885043272726,0.00030796971675761925,0.003696910483481829,-0.0605118989165474,0.04742573075884948,0.004454342984409799,60
ret_5,0.0025439712976867627,0.001976283584402618,0.015034834267218387,-0.16146870161468696,0.17612570356472812,0.0011135857461024498,60
vol_5,0.17062907936493682,0.1589502248356119,0.09544465048619558,0.002058689292725525,0.7870924994761737,0.0033407572383073497,60
price_to_sma_5,0.0007764706310709569,0.0006689237938325871,0.006088819480025479,-0.08199957695833038,0.07905155348997317,0.0022271714922048997,60
ret_10,0.005523324614675851,0.003768244908448769,0.029897518066070675,-0.2493734335839599,0.32691192143213677,0.0,60
vol_10,0.18173811410412258,0.16803075776037096,0.12135060434104132,0.01890088461859346,0.6271057319233428,0.005567928730512249,60
price_to_sma_10,0.0018804352938522886,0.0014879732905069961,0.013244430314202077,-0.14972444456619083,0.13977941398002725,0.0,60
ret_20,0.011784448783623442,0.008018156484203526,0.041338103303249336,-0.31252609603340287,0.4165736531184494,0.0,60
vol_20,0.1896932822607963,0.17325411705181623,0.15574622212691297,0.023510884677660087,0.5370755798188822,0.0,60
price_to_sma_20,0.004204850457527086,0.0031751490764051803,0.02172944917984815,-0.21212207145254058,0.21582154561039157,0.0,60
ret_40,0.02519375832786739,0.019343450264428335,0.039196649203173006,-0.40442269870964653,0.6833818244052714,0.0,60
vol_40,0.19625023684355655,0.17655032285796812,0.20306212735810353,0.03981401548302391,0.5088364513299507,0.0,60
price_to_sma_40,0.008981242730007203,0.007496487594951053,0.019545245961104657,-0.2885114454331801,0.3413333507815721,0.0,60
ret_60,0.03862538836894213,0.029833962656970966,0.04348336611056444,-0.4662367671556774,1.0522218618229,0.0,60
vol_60,0.19990387478114313,0.17977115718831221,0.21915730798398855,0.04573896295775306,0.47418560341660737,0.0,60
price_to_sma_60,0.01352627637526384,0.012288419052449045,0.012306243467567795,-0.3464087840357257,0.46882910752533524,0.0,60
ret_120,0.07776428880315266,0.048347801661813544,0.09428545299423484,-0.6591401734104047,1.558904452226113,0.0,60
vol_120,0.2080569858177522,0.18748088241252442,0.23507193560313458,0.06009040104877904,0.5767428128865887,0.0,60
price_to_sma_120,0.02622549366864074,0.023659329094311763,0.016430046062751624,-0.4458869485578576,0.709811509176594,0.0,60
ema_spread,0.002105118034269315,0.0024340448479077143,0.01348454818262919,-0.09639451199262983,0.09396246711754519,0.0,60
macd,1.3166241964795147,3.829808748803853,0.1804808099689655,-60.80509072621783,81.61212444555883,0.0,60
macd_signal,1.3154262126209126,4.049550447379982,0.20408779501542904,-55.45375860231802,71.83662994311754,0.0,60
macd_hist,0.0011979838586023926,-0.2197416985761291,0.06481484423123485,-17.10248620078138,16.727294286994365,0.0077951002227171495,60
macd_hist_slope,-0.0022691363653397976,0.00322013382929094,0.00913038105022989,-3.3418917009658458,3.458593943251013,0.011135857461024499,60
rsi,52.19573370221832,55.17824919375719,0.14139081447568846,0.0,99.78386167146974,0.0,60
adx,38.62555253435664,37.3249760165011,0.07820624078843032,8.17625340047386,99.36950389912063,0.0033407572383073497,60
atr_normalized,0.014472797060582654,0.014774600964098045,0.037554894742193715,0.0018747656542932266,0.04552134755247388,0.0,60
trend_strength,0.36976122865110733,0.5448957959591804,0.10541220148753455,-3.721447413045164,7.802576166299845,0.0,60
up_day_ratio_20,0.5092296511627907,0.5606904231625836,0.33231149635061646,0.0,0.9,0.0,60
up_day_ratio_60,0.5073078165374677,0.5626206384558278,0.5327417919768703,0.16666666666666666,0.7666666666666667,0.0,60
distance_to_52w_high,-0.17354917662267658,-0.09639902276326379,0.42972887621877665,-0.7114076688357045,0.0,0.0,60
