date,horizon,predicted_state,prob_bull,prob_sideway,prob_bear,prob_stress
2026-07-01,20,Bull,0.36472204981637174,0.33527952016602586,0.1017645071860895,0.19823392283151303
2026-07-01,40,Bull,0.4218147353976341,0.33954253467179535,0.1096967726391655,0.12894595729140515
2026-07-01,60,Bull,0.45010314547485236,0.28662712302025317,0.04424185866826334,0.2190278728366311
