feature,class,contribution,latest_value,train_median
ma_cross_200,Bull,0.012337677272336589,0.0,1.0
ma_cross_200,Sideway,-0.020899415700076862,0.0,1.0
ma_cross_200,Bear,-0.013934042788800394,0.0,1.0
ma_cross_200,Stress,0.02249578121654075,0.0,1.0
ma_cross_100,Bull,0.0,1.0,1.0
ma_cross_100,Sideway,0.0,1.0,1.0
ma_cross_100,Bear,0.0,1.0,1.0
ma_cross_100,Stress,0.0,1.0,1.0
parkinson_volatility,Bull,-0.0010464246750058748,0.007896242295123326,0.0073007342873292426
parkinson_volatility,Sideway,0.0027659561407277766,0.007896242295123326,0.0073007342873292426
parkinson_volatility,Bear,-0.00035300448397648787,0.007896242295123326,0.0073007342873292426
parkinson_volatility,Stress,-0.001366526981745303,0.007896242295123326,0.0073007342873292426
downside_vol_40,Bull,0.004222753547213576,0.0053038363233134525,0.0065974943054167645
downside_vol_40,Sideway,-0.00473432122414108,0.0053038363233134525,0.0065974943054167645
downside_vol_40,Bear,-0.002290244874184,0.0053038363233134525,0.0065974943054167645
downside_vol_40,Stress,0.0028018125511115877,0.0053038363233134525,0.0065974943054167645
hl_range,Bull,-0.00048550799913965603,0.006433040093922383,0.009571021698135378
hl_range,Sideway,-0.0036933893968976728,0.006433040093922383,0.009571021698135378
hl_range,Bear,0.0017250120400702784,0.006433040093922383,0.009571021698135378
hl_range,Stress,0.0024538853559670504,0.006433040093922383,0.009571021698135378
log_volume,Bull,0.003747120729957254,19.761308645055102,18.18103674333817
log_volume,Sideway,0.006003188746453669,19.761308645055102,18.18103674333817
log_volume,Bear,-0.008577432669189422,19.761308645055102,18.18103674333817
log_volume,Stress,-0.001172876807221529,19.761308645055102,18.18103674333817
egarch_volatility_percentile,Bull,-0.0053279841264479155,0.15476190476190477,0.49206349206349204
egarch_volatility_percentile,Sideway,-0.001631615335647596,0.15476190476190477,0.49206349206349204
egarch_volatility_percentile,Bear,0.007859642568542213,0.15476190476190477,0.49206349206349204
egarch_volatility_percentile,Stress,-0.0009000431064467296,0.15476190476190477,0.49206349206349204
downside_vol_60,Bull,0.006506066979529657,0.004901899398921979,0.007068723045892532
downside_vol_60,Sideway,-0.0012184527518243615,0.004901899398921979,0.007068723045892532
downside_vol_60,Bear,-0.005233614638540884,0.004901899398921979,0.007068723045892532
downside_vol_60,Stress,-5.39995891642997e-05,0.004901899398921979,0.007068723045892532
lower_shadow,Bull,-0.001328959825905529,0.0001501042688581743,0.000878523559943032
lower_shadow,Sideway,-0.0025415596981481214,0.0001501042688581743,0.000878523559943032
lower_shadow,Bear,0.002191415157085208,0.0001501042688581743,0.000878523559943032
lower_shadow,Stress,0.0016791043669684147,0.0001501042688581743,0.000878523559943032
sma_slope_200,Bull,0.0006319063554087734,0.0029803461859863045,0.0016012432089985706
sma_slope_200,Sideway,0.0022332433329878,0.0029803461859863045,0.0016012432089985706
sma_slope_200,Bear,-0.00045824711082204095,0.0029803461859863045,0.0016012432089985706
sma_slope_200,Stress,-0.002406902577574449,0.0029803461859863045,0.0016012432089985706
vol_of_vol_40,Bull,0.0011915800857580927,0.002262411816419572,0.0014005023992323252
vol_of_vol_40,Sideway,0.0037517883657537943,0.002262411816419572,0.0014005023992323252
