state,probability,state_mean,state_volatility
0,0.0008897988059584564,0.0004586297546358671,0.005993050823225641
1,6.850169840338851e-05,0.0005679213633610495,0.013024806679032141
2,0.9989539796627942,0.0003676550602075244,0.009426976135365576
3,8.771983284399374e-05,0.00045690848264225153,0.023897173979948283
