step,q025,q050,q100,q250,q500,q750,q900,q950,q975
39,914.1572912906776,1304.5996133232206,1588.8758105904578,1824.902046880978,1930.9612087850037,2056.3432019334696,2310.599598592609,3001.8287513429864,4057.0513288189354
40,963.5017538309777,1221.7007921062564,1603.2478628704546,1825.644420258878,1928.738656660326,2059.1235681814123,2316.2252604451965,2893.493730578218,4069.9242482631294
41,934.8584323237791,1287.1543149484444,1576.9401974171883,1825.2834121702028,1930.199452246846,2068.1644702704248,2334.443018574225,3128.289442342368,4145.593128551697
42,841.8324481729791,1232.6544378885728,1581.065543731745,1822.525015978769,1930.4555988017792,2072.574800963299,2336.4146673274904,3000.4212316374405,4190.1904263735805
43,815.6924680791628,1279.48559810328,1578.3720927317702,1820.9784345538546,1933.8726549338492,2073.2567179897223,2405.925604942065,3128.2482537219053,4216.990463256732
44,761.9442864477197,1157.900922396834,1559.1611697471646,1825.596388957968,1932.514639729158,2082.4558177290264,2423.799789902521,3296.4329001251344,4270.299156434417
45,790.4105345463169,1196.8442069976127,1531.080982845006,1819.8724971375314,1936.0779832051207,2076.2246617566566,2386.244310856469,3317.105544133977,4527.91650710194
46,690.3161918402914,1165.7541261928636,1534.9281278527744,1819.586776237188,1936.2395089226593,2082.621211710423,2453.8992909761664,3250.882431323803,4779.862478340469
47,776.6273677332683,1165.485228359474,1513.0328991278027,1820.0994444403107,1935.4865891973138,2081.1011695143607,2501.3741621305103,3367.5776605248807,4833.83660760386
48,702.0071877129698,1121.2912974806684,1531.3057753828025,1816.5033352335636,1939.8193518773987,2095.3661019984124,2549.8372642625563,3348.273290685398,5091.545054864739
49,719.8185757575765,1177.0735587103234,1509.7150631388924,1817.7163098308502,1940.741211911606,2103.009535347111,2549.0395404674705,3430.1284181700134,5416.689267495954
50,685.217833847365,1176.8894328416186,1494.7470969729447,1815.5976487249832,1943.0035221129433,2104.5590063598493,2540.335363479152,3473.8656295403184,5819.019790525595
51,733.9808216835258,1087.8135540628627,1492.0965473625274,1810.294073681288,1943.6365677739652,2101.328637303331,2636.4169139133605,3594.049906679287,5805.482711379005
52,644.7037902558001,1110.132337920845,1460.84897587296,1811.5838566587643,1943.0191726483158,2107.2919148718406,2673.8212178511976,3782.583552898548,5811.612995945828
53,606.7217509280255,1055.7440453126947,1475.4138958063666,1802.7412284101185,1938.0451930329166,2109.5112273829463,2698.806987993731,4073.8811248110746,6119.143098593877
54,608.3371067478546,983.3465809870264,1438.4749793119856,1794.0510106261295,1943.2053163114322,2115.746507257214,2786.78536395098,4115.832711216983,5822.845755265677
55,606.1655543412672,916.4585692100342,1429.45774863637,1787.7992171839173,1943.1804525573577,2131.1212218689875,2786.812270888978,4216.735093716046,5818.1246497982
56,561.5088759932969,916.5831550488302,1414.7415973293348,1789.0169799672728,1937.758227784595,2122.9473986513403,2734.270896141475,4339.682937274711,6218.276215379972
57,529.9540700190279,850.694495299633,1356.0157968013002,1791.3974906791357,1939.564468324499,2129.7780904483625,2705.979563255331,4256.7433024936045,6723.629867275071
58,496.32127985693216,849.5723558681777,1311.9773058566068,1783.3480336331434,1939.2390890910967,2129.667230494485,2769.519152752469,4332.726575720897,6826.170716923281
59,460.72442415693337,777.3873709710538,1335.4947073071885,1779.1043325194214,1942.2062127834108,2130.4400941642634,2762.062882874902,4302.991032943615,7051.060443732261
60,447.74171047844845,807.4499939995718,1305.5595865811297,1774.0519037889817,1943.246102340483,2139.1049226272517,2831.917311313565,4272.133321012629,7015.38547266111
