raw_state,mean_return,std_return,downside_rms,negative_probability,frequency,average_duration,aligned_state,economic_label,economic_interpretation
1,0.0018687556248690432,0.00995536407976832,0.006198710114703972,0.41112426931117296,0.26560899148969364,17.2680412371134,0,Expansion,Lợi suất tương đối mạnh với rủi ro không cực đại
2,0.00027644830231630545,0.006156799302576786,0.004204463982175241,0.4842326950143758,0.2774408665602183,40.41860465116279,1,Range,"Trạng thái trung gian sau khi loại các cực trị tăng, giảm và biến động"
0,-0.001401374612086117,0.012977841321798734,0.010411797710527967,0.5129501654476979,0.2178306184550192,15.561797752808989,2,Contraction,Lợi suất trung bình yếu nhất trong các trạng thái không hỗn loạn
3,0.0008230400623901294,0.023510684896962224,0.01701115325668672,0.45050121325867226,0.23911952349506882,31.25,3,Turbulence,"Điểm tổng hợp biến động, downside và xác suất âm cao nhất"
