horizon,model,temperature,used,validation_log_loss_optimizer,brier_before,brier_after,log_loss_before,log_loss_after,ece_before,ece_after
20,RAEMF-MC,2.0,True,1.3744174241215235,0.7528641789340017,0.744715125458532,1.3864393354973965,1.3744174241215235,0.06661667053847002,0.014178339051792922
20,XGBoost (full features),2.4,True,1.378778615704489,0.7828410410605798,0.7471528568225584,1.4389822449709189,1.378778615704489,0.15390393593978094,0.04893745914275022
20,Random Forest (full features),1.5999999999999999,True,1.3690500443398157,0.7464545835297884,0.7419901744482057,1.3754448676914486,1.3690500443398157,0.061478515235794715,0.024055336704487715
40,RAEMF-MC,1.2999999999999998,True,1.3410081524420334,0.72793820634647,0.7263312550734852,1.3450013982825544,1.3410081524420334,0.04063343823756248,0.02550784592732039
40,XGBoost (full features),2.0999999999999996,True,1.3313395396872199,0.7558183336614273,0.7238271049429433,1.3849726855674318,1.3313395396872199,0.14971716744537103,0.03192509903865239
40,Random Forest (full features),1.5999999999999999,True,1.3370474095139018,0.7248177159174877,0.7232297805242406,1.3497506833406347,1.3370474095139018,0.059249189473403505,0.037082700153449215
60,RAEMF-MC,1.0999999999999999,True,1.3148525798200812,0.7116975441769638,0.7118448423965125,1.3148673921857696,1.3148525798200812,0.03132068017402114,0.04336652425890966
60,XGBoost (full features),2.4,True,1.3479465266014377,0.8306140042054937,0.7359325564318189,1.4983546518521287,1.3479465266014377,0.2577563148004014,0.09069856869573488
60,Random Forest (full features),2.0999999999999996,True,1.3346428457296702,0.7496225065570119,0.7258381650016336,1.3859000555783654,1.3346428457296702,0.14048715690470118,0.05764861110207481
