feature,value,class,probability
parkinson_volatility,0.007855210051455635,Bull,0.20312959541616277
parkinson_volatility,0.007855210051455635,Sideway,0.32012528084813996
parkinson_volatility,0.007855210051455635,Bear,0.2790786453463862
parkinson_volatility,0.007855210051455635,Stress,0.19766647838931106
parkinson_volatility,0.008298413589773266,Bull,0.20211527904635607
parkinson_volatility,0.008298413589773266,Sideway,0.3228657191297485
parkinson_volatility,0.008298413589773266,Bear,0.2786505156902463
parkinson_volatility,0.008298413589773266,Stress,0.19636848613364907
parkinson_volatility,0.008815692006817987,Bull,0.2014896217498377
parkinson_volatility,0.008815692006817987,Sideway,0.3249436419991362
parkinson_volatility,0.008815692006817987,Bear,0.27776598238909816
parkinson_volatility,0.008815692006817987,Stress,0.1958007538619279
parkinson_volatility,0.009268469971854845,Bull,0.20092041667093788
parkinson_volatility,0.009268469971854845,Sideway,0.3277617510373169
parkinson_volatility,0.009268469971854845,Bear,0.27657010534883375
parkinson_volatility,0.009268469971854845,Stress,0.19474772694291145
parkinson_volatility,0.009801349443276744,Bull,0.2010422018352245
parkinson_volatility,0.009801349443276744,Sideway,0.3291140697434409
parkinson_volatility,0.009801349443276744,Bear,0.27593794081026185
parkinson_volatility,0.009801349443276744,Stress,0.1939057876110727
parkinson_volatility,0.010365505554602346,Bull,0.20147918360389838
parkinson_volatility,0.010365505554602346,Sideway,0.3312942971530035
parkinson_volatility,0.010365505554602346,Bear,0.27501129420334025
parkinson_volatility,0.010365505554602346,Stress,0.19221522503975796
parkinson_volatility,0.01097808167020255,Bull,0.20206089313194717
parkinson_volatility,0.01097808167020255,Sideway,0.3342555031056821
parkinson_volatility,0.01097808167020255,Bear,0.27364462304199594
parkinson_volatility,0.01097808167020255,Stress,0.19003898072037478
parkinson_volatility,0.011825271697339382,Bull,0.2023369980491777
parkinson_volatility,0.011825271697339382,Sideway,0.3352489939839219
parkinson_volatility,0.011825271697339382,Bear,0.2732334400353725
parkinson_volatility,0.011825271697339382,Stress,0.18918056793152796
parkinson_volatility,0.013050950833326986,Bull,0.20343833841307554
parkinson_volatility,0.013050950833326986,Sideway,0.33831865295502567
parkinson_volatility,0.013050950833326986,Bear,0.2727287870532179
parkinson_volatility,0.013050950833326986,Stress,0.18551422157868086
parkinson_volatility,0.014884348097503188,Bull,0.20454436170498344
parkinson_volatility,0.014884348097503188,Sideway,0.33924923528394885
parkinson_volatility,0.014884348097503188,Bear,0.2719562616914313
parkinson_volatility,0.014884348097503188,Stress,0.18425014131963643
downside_vol_40,0.0025518188343037077,Bull,0.2149302333636503
downside_vol_40,0.0025518188343037077,Sideway,0.31141091164457496
downside_vol_40,0.0025518188343037077,Bear,0.26730647373986755
downside_vol_40,0.0025518188343037077,Stress,0.2063523812519073
downside_vol_40,0.0028671467940302826,Bull,0.21371460777686602
downside_vol_40,0.0028671467940302826,Sideway,0.311587205138417
downside_vol_40,0.0028671467940302826,Bear,0.26854445786793885
downside_vol_40,0.0028671467940302826,Stress,0.20615372921677821
downside_vol_40,0.003288406073204475,Bull,0.21197141144359888
downside_vol_40,0.003288406073204475,Sideway,0.31290022316353805
downside_vol_40,0.003288406073204475,Bear,0.2701204780197371
downside_vol_40,0.003288406073204475,Stress,0.2050078873731259
downside_vol_40,0.0036284805785899493,Bull,0.21001187748233816
downside_vol_40,0.0036284805785899493,Sideway,0.31354282351523505
downside_vol_40,0.0036284805785899493,Bear,0.27243700129616366
downside_vol_40,0.0036284805785899493,Stress,0.20400829770626305
downside_vol_40,0.004094034490282264,Bull,0.2093446558080967
downside_vol_40,0.004094034490282264,Sideway,0.3139504596803016
downside_vol_40,0.004094034490282264,Bear,0.27348409813881186
downside_vol_40,0.004094034490282264,Stress,0.2032207863727899
downside_vol_40,0.004498809047528456,Bull,0.20902283865349186
downside_vol_40,0.004498809047528456,Sideway,0.31395286656276455
downside_vol_40,0.004498809047528456,Bear,0.2743747350872115
downside_vol_40,0.004498809047528456,Stress,0.20264955969653206
downside_vol_40,0.004824050793442065,Bull,0.20779833140514348
downside_vol_40,0.004824050793442065,Sideway,0.3144883468756805
downside_vol_40,0.004824050793442065,Bear,0.2764180691803683
downside_vol_40,0.004824050793442065,Stress,0.20129525253880762
downside_vol_40,0.00521179626819225,Bull,0.20739097854863628
downside_vol_40,0.00521179626819225,Sideway,0.3147259795392664
downside_vol_40,0.00521179626819225,Bear,0.27666831380650225
downside_vol_40,0.00521179626819225,Stress,0.2012147281055951
downside_vol_40,0.005670727421613203,Bull,0.20599310875740204
downside_vol_40,0.005670727421613203,Sideway,0.3159104153650528
downside_vol_40,0.005670727421613203,Bear,0.2777484324003549
downside_vol_40,0.005670727421613203,Stress,0.20034804347719015
downside_vol_40,0.006142724043004713,Bull,0.20477103263919216
downside_vol_40,0.006142724043004713,Sideway,0.3171071306326918
downside_vol_40,0.006142724043004713,Bear,0.27878850156690227
downside_vol_40,0.006142724043004713,Stress,0.1993333351612137
downside_vol_40,0.0065974943054167645,Bull,0.2034823198498812
downside_vol_40,0.0065974943054167645,Sideway,0.3187028279938505
downside_vol_40,0.0065974943054167645,Bear,0.2795804854908102
