date,strategy,return,signal,exposure,turnover,transaction_cost,strategy_return,equity,drawdown,rolling_sharpe,cumulative_turnover
2021-05-21,RAEMF-MC,0.0,0.4366597337004712,0.0,0.0,0.0,0.0,1.0,0.0,,0.0
2021-05-24,RAEMF-MC,0.0108835231949955,0.4442716844250761,0.4366597337004712,0.4366597337004712,0.0004366597337004,0.0043157366063491,1.0043250628092286,0.0,,0.4366597337004712
2021-05-25,RAEMF-MC,0.0081333699849176,0.4516623011912718,0.4442716844250761,0.0076119507246048,7.611950724604855e-06,0.0036058140325271,1.0079530091329594,0.0,,0.4442716844250761
2021-05-26,RAEMF-MC,0.0061860265525475,0.4572613911230725,0.4516623011912718,0.0073906167661957,7.390616766195735e-06,0.0027866043711877,1.010765692491954,0.0,,0.4516623011912718
2021-05-27,RAEMF-MC,-0.0100219518579305,0.4124685515268798,0.4572613911230725,0.0055990899318006,5.599089931800694e-06,-0.0045882507382576,1.0061386691461691,-0.0045777407960664,,0.4572613911230725
2021-05-28,RAEMF-MC,0.0128735062177923,0.4408346271011804,0.4124685515268798,0.0447928395961927,4.4792839596192735e-05,0.0052651236231288,1.01145008397905,0.0,,0.5020542307192652
2021-05-31,RAEMF-MC,0.0057315402078629,0.4501745930188775,0.4408346271011804,0.0283660755743005,2.83660755743006e-05,0.0024982953146743,1.0139801440875964,0.0,,0.5304203062935658
2021-06-01,RAEMF-MC,0.0072998227247585,0.4615394971443934,0.4501745930188775,0.0093399659176971,9.339965917697148e-06,0.0032768547583104,1.0173082596451863,0.0,,0.539760272211263
2021-06-02,RAEMF-MC,0.0022400104940055,0.4320645919379344,0.4615394971443934,0.0113649041255158,1.1364904125515884e-05,0.0010224884128759,1.0183489775233112,0.0,,0.5511251763367788
2021-06-03,RAEMF-MC,0.0173752827802289,0.4541154262181684,0.4320645919379344,0.0294749052064589,2.947490520645896e-05,0.0074777695590393,1.025992499137649,0.0,,0.5806000815432377
2021-06-04,RAEMF-MC,0.0071357662930676,0.4574247292600591,0.4541154262181684,0.022050834280234,2.2050834280234026e-05,0.0032184107172894,1.0292998837989824,0.0,,0.6026509158234717
2021-06-07,RAEMF-MC,-0.0111753449135687,0.4165375630652131,0.4574247292600591,0.0033093030418906,3.309303041890699e-06,-0.0051151884245188,1.024048263911426,-0.0051021281263275,,0.6059602188653624
2021-06-08,RAEMF-MC,-0.0290464149514886,0.4089014304983044,0.4165375630652131,0.040887166194846,4.0887166194846e-05,-0.0121398100658689,1.0116916676094057,-0.0171069835591427,,0.6468473850602084
2021-06-09,RAEMF-MC,0.0098161962529468,0.4066248377449097,0.4089014304983044,0.0076361325669087,7.63613256690876e-06,0.0040062205573151,1.0157528571445755,-0.0131613991875787,,0.6544835176271172
2021-06-10,RAEMF-MC,-0.0070168329819055,0.3871211880708832,0.4066248377449097,0.0022765927533946,2.2765927533946464e-06,-0.0028554951655038,1.0128565169823451,-0.0159752925998081,,0.6567601103805119
2021-06-11,RAEMF-MC,0.0210524647890394,0.4154679438206228,0.3871211880708832,0.0195036496740265,1.9503649674026568e-05,0.0081303515312793,1.021124963658092,-0.0079422141880732,,0.6762637600545385
2021-06-14,RAEMF-MC,0.0073559551285118,0.4144944134023405,0.4154679438206228,0.0283467557497396,2.8346755749739607e-05,0.0030278167963298,1.0242214283725286,-0.0049338929367309,,0.7046105158042781
2021-06-15,RAEMF-MC,0.0041332669100418,0.4302997819385136,0.4144944134023405,0.0009735304182822,9.73530418282298e-07,0.0017122425128948,1.025976646095183,-0.0032286389575154,,0.7055840462225604
2021-06-16,RAEMF-MC,-0.0079592766393399,0.4107817398566747,0.4302997819385136,0.0158053685361731,1.580536853617315e-05,-0.0034406803708324,1.0224526543291783,-0.0066523173446128,,0.7213894147587336
2021-06-17,RAEMF-MC,0.0025032776541942,0.4173151751200355,0.4107817398566747,0.0195180420818388,1.9518042081838883e-05,0.0010087827080524,1.0234846073073147,-0.0056497397728293,3.8536500042395545,0.7409074568405725
2021-06-18,RAEMF-MC,0.0130403756091701,0.4368962619256616,0.4173151751200355,0.0065334352633607,6.533435263360754e-06,0.0054354131957085,1.0290628152465888,-0.000230320197374,4.556788694547639,0.7474408921039333
2021-06-21,RAEMF-MC,-0.0037376425129457,0.4079493767339578,0.4368962619256616,0.0195810868056261,1.9581086805626148e-05,-0.001652543129126,1.0273636489213196,-0.001881118329205,4.160166399730029,0.7670219789095594
2021-06-22,RAEMF-MC,0.0053331522177784,0.4120806316035809,0.4079493767339578,0.0289468851917038,2.894688519170385e-05,0.0021467092380783,1.0295714688832098,0.0,4.3929535486952505,0.7959688641012632
