iteration,loss
0,6072.3017578125
1,6069.3623046875
2,6043.9384765625
3,6065.3837890625
4,6092.396484375
5,6081.84521484375
6,6078.55419921875
7,6120.03759765625
8,6023.21630859375
9,6136.810546875
10,6141.24365234375
11,6080.73388671875
12,6050.1220703125
13,6113.6689453125
14,6126.0322265625
15,6082.83642578125
16,6121.2373046875
17,6043.13720703125
18,6085.70361328125
19,6086.26708984375
20,6119.5205078125
21,6022.32177734375
22,6086.24951171875
23,6017.568359375
24,6058.208984375
25,6089.65869140625
26,6059.65966796875
27,6008.80859375
28,6077.2080078125
29,6047.57861328125
30,6110.5068359375
31,6050.373046875
32,6018.41650390625
33,6029.626953125
34,6101.84521484375
35,6054.64697265625
36,6020.07275390625
37,6028.30517578125
38,5993.38427734375
39,6079.3740234375
40,6033.91455078125
41,6033.29638671875
42,6015.8076171875
43,6031.30224609375
44,6002.3798828125
45,5998.6240234375
46,5997.40185546875
47,6046.3271484375
48,5985.0537109375
49,6027.87255859375
50,6023.73486328125
51,5998.86572265625
52,5987.19140625
53,6026.7578125
54,5992.62158203125
55,6011.8876953125
56,5973.82177734375
57,5969.4248046875
58,5977.15673828125
59,5962.8447265625
60,6026.41015625
61,5957.1103515625
62,5985.86083984375
63,5930.40185546875
64,6006.9443359375
65,5992.23583984375
66,5917.6904296875
67,5926.95654296875
68,5963.7998046875
69,5937.04296875
70,5902.48828125
71,6006.03466796875
72,6001.62548828125
73,5930.734375
74,5916.787109375
75,5913.90576171875
76,5925.3603515625
77,5941.134765625
78,5939.8486328125
79,5995.07568359375
80,5922.95751953125
81,5928.52880859375
82,5920.15283203125
83,5936.89599609375
84,5922.6044921875
85,5928.47216796875
86,5958.158203125
87,5879.58203125
88,5900.38427734375
89,5919.13916015625
90,5895.4453125
91,5895.2060546875
92,5875.953125
93,5856.734375
94,5856.10546875
95,5857.654296875
96,5863.97509765625
97,5830.724609375
98,5860.95849609375
99,5858.119140625
100,5860.91259765625
101,5879.4833984375
102,5893.306640625
103,5843.61181640625
104,5857.7197265625
105,5809.3193359375
106,5863.724609375
107,5848.6015625
108,5861.2099609375
109,5826.42041015625
110,5819.70751953125
111,5831.71240234375
112,5854.41455078125
113,5840.40771484375
114,5889.9638671875
115,5831.31201171875
116,5848.607421875
117,5809.6162109375
118,5838.69873046875
119,5807.66650390625
120,5821.19677734375
121,5787.4052734375
122,5819.8369140625
123,5821.72900390625
124,5797.72900390625
125,5819.42626953125
126,5803.56201171875
127,5784.60595703125
128,5784.52685546875
129,5807.759765625
130,5785.93310546875
131,5795.6337890625
132,5814.2470703125
133,5789.40673828125
134,5804.9951171875
135,5781.283203125
136,5787.05908203125
137,5803.63916015625
138,5806.35302734375
139,5789.978515625
140,5788.11865234375
141,5795.890625
142,5784.13330078125
143,5795.8349609375
144,5769.31982421875
145,5773.10986328125
146,5793.47412109375
147,5766.70849609375
148,5786.21826171875
149,5778.41650390625
150,5755.517578125
151,5764.6708984375
152,5775.90380859375
153,5793.67626953125
154,5782.8310546875
155,5760.224609375
156,5785.7373046875
157,5758.11279296875
158,5776.87841796875
159,5772.044921875
160,5778.08447265625
161,5788.72216796875
162,5761.7138671875
163,5766.02099609375
164,5756.7353515625
165,5761.58935546875
166,5775.15234375
167,5769.58984375
168,5734.55712890625
169,5753.5458984375
170,5750.208984375
171,5783.09326171875
172,5754.76611328125
173,5757.638671875
