iteration,loss
0,11682.229579262692
1,12027.311652415683
2,8196.619805414179
3,11773.24920746594
4,9388.131552986824
5,15936.156001751957
6,10244.249707983796
7,9390.848092160659
8,11903.238072249773
9,10500.052138363922
10,11758.995488779032
11,9814.74785906898
12,8649.856283166362
13,10248.4561134492
14,16080.189934952683
15,8199.5158891744
16,15468.357029293054
17,9218.227420118965
18,11230.639705871541
19,11760.271088806456
20,9064.96467470484
21,9929.806731268598
22,10476.585784312387
23,12658.949880277227
24,14468.457738120247
25,12030.217310049082
26,10587.758647577379
27,13390.73137402488
28,10780.534732452601
29,9294.622354294741
30,10517.32404188671
31,9618.628205158368
32,10119.982301051463
33,12448.123279555475
34,10135.200180575739
35,10499.153716696821
36,11208.190662827228
37,10249.113523391445
38,9293.177165219633
39,9443.064133869604
40,13373.163209672559
41,9636.016120036114
42,11658.71777064982
43,9418.47472152165
44,11424.021830434269
45,9093.485829244206
46,9984.53559149989
47,13760.862696399887
48,8823.81820947231
49,9364.964209544856
50,9748.01942642879
51,9282.161908935244
52,9831.126483808928
53,12210.78462803842
54,9026.967849542525
55,10245.44501344031
56,10595.370682202501
57,9171.017407193496
58,9278.451925560472
59,10279.65757611793
60,9474.330694133889
61,7766.947151934769
62,8207.249399318689
63,9079.555929677716
64,8883.50527070439
65,10069.984174542053
66,9409.817097474355
67,7847.269456294657
68,14634.211865191637
69,9086.451439541692
70,9105.965970974981
71,7775.495725051359
72,8085.0974961255215
73,10220.661364656899
74,10226.565964888072
75,8759.927931865068
76,8997.408259592828
77,9703.117126447514
78,8819.853983973551
79,11555.480232222699
80,8269.758551600082
81,9393.81461539687
82,10445.080896772546
83,7877.328676738987
84,9049.40128597716
85,10379.248700087699
86,11467.96967071329
87,10103.613302147707
88,7781.9530735924145
89,9329.386539975927
90,9798.554886275098
91,9376.214782182427
92,8727.172155813343
93,9577.280446121487
94,8533.617292326438
95,13247.829633952766
96,8989.46204972052
97,8485.898724204073
98,7766.8621270946
99,9020.63688393197
100,10230.343824021324
101,11612.098498225805
102,8962.396277845659
103,8156.746297588556
104,11368.171566146359
105,10219.224379320469
106,8952.622779970732
107,9228.410091981757
108,7799.496278439377
109,9883.726828516788
110,8782.684814959524
111,10084.88746712154
112,10323.930985176325
113,9059.227737663527
114,10620.93112705519
115,8945.522209524313
116,8140.7787676594535
117,8966.098591064576
118,8448.178235022133
119,8659.245590234046
120,9250.534021509935
121,13703.187495668359
122,8657.086265328388
123,9630.060622045028
124,9917.680008942429
125,9110.582820905363
126,9624.765818740369
127,9599.916074401386
128,10263.729602190704
129,9912.270423058237
130,9041.094233114369
131,8386.243579717791
132,9331.711260884893
133,8886.201591162508
134,8580.363211291991
135,8782.582394727888
136,15859.756646049169
137,8591.31344075955
138,8145.075538225181
139,8513.064392629232
140,9774.578941744776
141,8852.33208485889
142,9938.454641820466
143,8228.067109261143
144,8330.634249397606
145,11216.177609009446
146,12008.27321359724
147,9062.830588253215
148,9025.199468617539
149,8786.888371795998
150,8925.028197659689
151,8794.488164162276
152,9193.149620158036
153,8508.478571047675
154,9010.367657967148
155,9587.391054010077
156,8218.019741336067
157,9420.72117947709
158,8257.70460694628
159,7469.0673115846075
160,9201.349036469619
161,8515.465643589958
162,8249.587663567332
163,9002.842420538826
164,8543.642282032179
165,8295.798035059597
166,8513.100323364355
167,8288.649956021805
168,9114.765397121277
169,9792.663411714399
170,9025.457575326009
171,9320.457333938779
172,8164.717717944522
173,7939.778636866161
174,9064.082667106
175,7802.682843655017
176,9181.040864907243
177,8022.560451198267
178,8657.617709582695
179,7565.724632738029
180,8309.4794934167
181,8473.238544047525
182,9591.019674082487
183,9661.364554150672
184,9734.720100562874
185,8167.514733573422
186,9294.211440946267
187,7995.0960413372795
188,8092.666146765283
189,8400.455131969005
190,9801.662081473452
191,8186.882921856857
192,8677.57393880142
193,8882.935604273805
194,8265.698268018783
195,9070.854644837415
196,8091.081038491486
197,8601.75183114156
198,8381.688280071667
199,7777.212472050668
200,8923.278539213134
201,8470.375680124724
202,7684.2821080097565
203,8180.308653584732
204,7845.505773023486
205,9989.319007788152
206,8367.406709813518
207,7996.613040274347
208,9336.842929373337
209,7897.576617095196
210,8684.061915944476
211,7798.841578225621
212,8639.604988478275
213,8925.521552298269
214,7902.957607711418
215,7963.88752141778
216,8759.203566326982
217,7891.85157632586
218,9162.3909935115
219,8136.20493866349
220,8190.10430284068
221,7979.493487418687
222,7906.357116826435
223,8002.994310605683
224,10092.77090918975
225,8961.382347588502
226,8446.33344042373
227,7731.770197852215
228,7782.507075230363
229,8615.215842447222
230,9049.646940046752
231,8666.0227976672
232,9220.00998643605
233,7917.2647756109955
234,8531.05114500393
235,8898.724494516578
236,9220.47494225762
237,8059.086173745329
238,8149.314829517713
239,8486.808070530085
240,8719.832874041642
241,8765.653439919886
242,8043.009315376289
243,9377.934796931047
244,9022.487419401177
245,8240.870370955343
246,7812.066296383913
247,8737.403746362357
248,8006.216467141193
249,8614.37828100096
250,8132.886168628373
251,8217.564355910436
252,7905.988519967542
253,8250.126659799686
254,10994.33706346593
255,9179.330922743102
256,8186.295730374103
257,7997.1210128858675
258,7918.69243759269
259,8503.876127062145
260,7665.92669328891
261,7888.933135088017
262,8137.409505008147
263,8311.003688445235
264,8373.456584849851
265,7884.733190709392
266,7661.585768947046
267,8228.087082844226
268,7910.707418556813
269,8539.153083634375
270,7957.476356896545
271,8364.442300222809
272,8409.189086091332
273,8167.125346114345
274,8945.566059871031
275,8043.982387340999
276,8488.34335063165
277,8397.036059369297
278,7966.378654799456
279,9156.478830186406
280,8021.379831475987
281,7963.418047124891
282,7913.287035325538
283,8419.79427843074
284,8425.882019812612
285,8463.490467552492
286,8063.230464862434
287,8543.942593403419
288,7815.175088340127
289,8307.309610312152
290,8195.174589954688
291,8628.053157186141
292,8164.693299941892
293,7736.407912501989
294,8633.942198726385
295,8092.433901188074
296,8115.367704440067
297,8438.520901247832
298,8577.968688371073
299,8132.253587490263
