regime,regime_label,effective_observations,observed_weighted_mean,observed_weighted_volatility,posterior_predictive_mean,posterior_predictive_scale
0,hmm_prob_state_0,1672.8054284018735,0.0018687556248650934,0.009955364079764674,0.002485661114474702,0.010609284561432836
1,hmm_prob_state_1,1746.322577597899,0.00027660660543051213,0.006158558285081377,0.00025822256909364185,0.007373540399087486
2,hmm_prob_state_2,1371.8972350277936,-0.001401374612079961,0.012977841321793276,-0.000933781392790142,0.01303520501648266
3,hmm_prob_state_3,1505.9747589724334,0.0008230400623867404,0.023510684896966963,0.00176751705801339,0.024222390224375997
