source,mean_return,standard_deviation,skewness,kurtosis,q01,q05,q95,q99,proportion_below_minus_2pct,volatility_clustering_proxy
prior_predictive,0.0005512954180345255,0.01686429144382132,0.05471987930407598,15.225697931797962,-0.046388333879162295,-0.024477408846637495,0.02552049697914253,0.04599777964389328,0.07509290138161029,0.23648153549431825
