source,mean_return,standard_deviation,skewness,kurtosis,q01,q05,q95,q99,proportion_below_minus_2pct,volatility_clustering_proxy
observed,0.0004646727835213217,0.014390667344105535,-0.422158584573954,6.584118779562777,-0.04484094705399942,-0.023190544558507557,0.02201596030404432,0.03994896098477503,0.06256947752898205,0.45270127913671965
posterior_predictive,0.0009603462717335477,0.017154549350188845,0.12932228020748773,22.846211884876006,-0.047194881660693924,-0.023034273640443463,0.025510765088091265,0.05090471059471431,0.06489757027155789,0.2852993756739307
