feature,value,class,probability
parkinson_volatility,0.0,Bull,0.17017303617535653
parkinson_volatility,0.0,Sideway,0.34604137788426786
parkinson_volatility,0.0,Bear,0.28371004586501575
parkinson_volatility,0.0,Stress,0.20007554007535985
parkinson_volatility,0.001252046178968432,Bull,0.1710766159193635
parkinson_volatility,0.001252046178968432,Sideway,0.3472972249434693
parkinson_volatility,0.001252046178968432,Bear,0.28144139748254376
parkinson_volatility,0.001252046178968432,Stress,0.20018476165462354
parkinson_volatility,0.0025912012799247305,Bull,0.1722780361361496
parkinson_volatility,0.0025912012799247305,Sideway,0.348222080174407
parkinson_volatility,0.0025912012799247305,Bear,0.2786102759602454
parkinson_volatility,0.0025912012799247305,Stress,0.200889607729198
parkinson_volatility,0.004034935495852273,Bull,0.17405669333991833
parkinson_volatility,0.004034935495852273,Sideway,0.35122725005126204
parkinson_volatility,0.004034935495852273,Bear,0.2739609447664364
parkinson_volatility,0.004034935495852273,Stress,0.2007551118423832
parkinson_volatility,0.004794136453916647,Bull,0.17449977077905157
parkinson_volatility,0.004794136453916647,Sideway,0.3516486637744276
parkinson_volatility,0.004794136453916647,Bear,0.2729518851633467
parkinson_volatility,0.004794136453916647,Stress,0.2008996802831742
parkinson_volatility,0.005284322865848562,Bull,0.17526768378433646
parkinson_volatility,0.005284322865848562,Sideway,0.351997540558219
parkinson_volatility,0.005284322865848562,Bear,0.272042976932697
parkinson_volatility,0.005284322865848562,Stress,0.20069179872474752
parkinson_volatility,0.005666918556349931,Bull,0.17549312712632925
parkinson_volatility,0.005666918556349931,Sideway,0.3532752761144127
parkinson_volatility,0.005666918556349931,Bear,0.27136740304830514
parkinson_volatility,0.005666918556349931,Stress,0.19986419371095285
parkinson_volatility,0.006189954736325587,Bull,0.17484907193673702
parkinson_volatility,0.006189954736325587,Sideway,0.3561124972047551
parkinson_volatility,0.006189954736325587,Bear,0.27078744677284033
parkinson_volatility,0.006189954736325587,Stress,0.19825098408566771
parkinson_volatility,0.006533385938999526,Bull,0.17488203927688528
parkinson_volatility,0.006533385938999526,Sideway,0.35631604151500307
parkinson_volatility,0.006533385938999526,Bear,0.2706432483569831
parkinson_volatility,0.006533385938999526,Stress,0.19815867085112845
parkinson_volatility,0.006873222829879818,Bull,0.1748202654311553
parkinson_volatility,0.006873222829879818,Sideway,0.35842113587573987
parkinson_volatility,0.006873222829879818,Bear,0.26957894953580863
parkinson_volatility,0.006873222829879818,Stress,0.19717964915729633
parkinson_volatility,0.007319268499548965,Bull,0.17473433381612835
parkinson_volatility,0.007319268499548965,Sideway,0.36074254743540424
parkinson_volatility,0.007319268499548965,Bear,0.26825019040456644
parkinson_volatility,0.007319268499548965,Stress,0.19627292834390095
parkinson_volatility,0.007875642794766017,Bull,0.17474115176862798
parkinson_volatility,0.007875642794766017,Sideway,0.36106681486247594
parkinson_volatility,0.007875642794766017,Bear,0.26807396865086974
parkinson_volatility,0.007875642794766017,Stress,0.1961180647180264
parkinson_volatility,0.008326503404519896,Bull,0.17393689938808013
parkinson_volatility,0.008326503404519896,Sideway,0.3643060614523283
parkinson_volatility,0.008326503404519896,Bear,0.26722023373200193
parkinson_volatility,0.008326503404519896,Stress,0.19453680542758958
parkinson_volatility,0.008831012111646842,Bull,0.17339943169573616
parkinson_volatility,0.008831012111646842,Sideway,0.36687634968298816
parkinson_volatility,0.008831012111646842,Bear,0.26617818659655684
parkinson_volatility,0.008831012111646842,Stress,0.19354603202471882
parkinson_volatility,0.009299423720640724,Bull,0.17286200084245681
parkinson_volatility,0.009299423720640724,Sideway,0.3704272371267413
parkinson_volatility,0.009299423720640724,Bear,0.26506851589132896
parkinson_volatility,0.009299423720640724,Stress,0.191642246139473
parkinson_volatility,0.009820797097059302,Bull,0.1726932196398648
parkinson_volatility,0.009820797097059302,Sideway,0.3743178263642849
parkinson_volatility,0.009820797097059302,Bear,0.2639968436014811
parkinson_volatility,0.009820797097059302,Stress,0.1889921103943692
parkinson_volatility,0.01037685571461486,Bull,0.17375199143108233
parkinson_volatility,0.01037685571461486,Sideway,0.37947946263958815
parkinson_volatility,0.01037685571461486,Bear,0.26294039625542737
