feature,value,class,probability
parkinson_volatility,0.01037685571461486,Stress,0.1838281496739022
parkinson_volatility,0.010979336764503373,Bull,0.1752801160107406
parkinson_volatility,0.010979336764503373,Sideway,0.38618897857097345
parkinson_volatility,0.010979336764503373,Bear,0.262727770395426
parkinson_volatility,0.010979336764503373,Stress,0.17580313502285996
parkinson_volatility,0.011814956251537157,Bull,0.17629277861290915
parkinson_volatility,0.011814956251537157,Sideway,0.3883599118135922
parkinson_volatility,0.011814956251537157,Bear,0.26285004333542106
parkinson_volatility,0.011814956251537157,Stress,0.17249726623807762
parkinson_volatility,0.01304352681965461,Bull,0.17760337761275247
parkinson_volatility,0.01304352681965461,Sideway,0.38965641555958536
parkinson_volatility,0.01304352681965461,Bear,0.26342827978456523
parkinson_volatility,0.01304352681965461,Stress,0.16931192704309697
parkinson_volatility,0.014882315655764559,Bull,0.1782169534652927
parkinson_volatility,0.014882315655764559,Sideway,0.38966634088636726
parkinson_volatility,0.014882315655764559,Bear,0.26359615802590736
parkinson_volatility,0.014882315655764559,Stress,0.16852054762243274
ma_cross_200,0.0,Bull,0.18892314351077225
ma_cross_200,0.0,Sideway,0.35560170226668825
ma_cross_200,0.0,Bear,0.24831977928454
ma_cross_200,0.0,Stress,0.2071553749379994
ma_cross_200,1.0,Bull,0.17473433381612835
ma_cross_200,1.0,Sideway,0.36074254743540424
ma_cross_200,1.0,Bear,0.26825019040456644
ma_cross_200,1.0,Stress,0.19627292834390095
log_volume,11.429086638172278,Bull,0.16537811132935207
log_volume,11.429086638172278,Sideway,0.3394681400050329
log_volume,11.429086638172278,Bear,0.2899550068160668
log_volume,11.429086638172278,Stress,0.20519874184954828
log_volume,12.103147083615813,Bull,0.16676147710866313
log_volume,12.103147083615813,Sideway,0.34418692498060477
log_volume,12.103147083615813,Bear,0.28653511477423443
log_volume,12.103147083615813,Stress,0.20251648313649767
log_volume,13.17527114655048,Bull,0.16947915222806104
log_volume,13.17527114655048,Sideway,0.346935165176776
log_volume,13.17527114655048,Bear,0.2812942445625331
log_volume,13.17527114655048,Stress,0.2022914380326298
log_volume,14.27859788982331,Bull,0.17058427198470055
log_volume,14.27859788982331,Sideway,0.34707454794805875
log_volume,14.27859788982331,Bear,0.27961293139155474
log_volume,14.27859788982331,Stress,0.20272824867568598
log_volume,15.39081857974743,Bull,0.17093748281710527
log_volume,15.39081857974743,Sideway,0.3469514399929813
log_volume,15.39081857974743,Bear,0.2788211129388997
log_volume,15.39081857974743,Stress,0.20328996425101378
log_volume,16.004251606141043,Bull,0.17119350426297422
log_volume,16.004251606141043,Sideway,0.3489077667803275
log_volume,16.004251606141043,Bear,0.27654564118988295
log_volume,16.004251606141043,Stress,0.2033530877668153
log_volume,16.87180142401777,Bull,0.17121919163017016
log_volume,16.87180142401777,Sideway,0.3491703285532834
log_volume,16.87180142401777,Bear,0.2763435479345183
log_volume,16.87180142401777,Stress,0.20326693188202827
log_volume,17.275785923759777,Bull,0.17148699627968877
log_volume,17.275785923759777,Sideway,0.35114134026132754
log_volume,17.275785923759777,Bear,0.2751161524425847
log_volume,17.275785923759777,Stress,0.202255511016399
log_volume,17.580176374275418,Bull,0.17261271468608405
log_volume,17.580176374275418,Sideway,0.35603834404241236
log_volume,17.580176374275418,Bear,0.27200548390710055
log_volume,17.580176374275418,Stress,0.19934345736440304
log_volume,17.879526947566525,Bull,0.17368535459396356
log_volume,17.879526947566525,Sideway,0.35885523458259977
log_volume,17.879526947566525,Bear,0.26994925306796064
log_volume,17.879526947566525,Stress,0.19751015775547615
log_volume,18.19106063233013,Bull,0.17473433381612835
log_volume,18.19106063233013,Sideway,0.36074254743540424
log_volume,18.19106063233013,Bear,0.26825019040456644
log_volume,18.19106063233013,Stress,0.19627292834390095
log_volume,18.416161422184054,Bull,0.17551851831415935
log_volume,18.416161422184054,Sideway,0.3618920770610483
log_volume,18.416161422184054,Bear,0.26695655990469064
log_volume,18.416161422184054,Stress,0.1956328447201017
log_volume,18.565204717268568,Bull,0.17570930876780227
log_volume,18.565204717268568,Sideway,0.3627271178892067
log_volume,18.565204717268568,Bear,0.26594341072336947
log_volume,18.565204717268568,Stress,0.1956201626196215
log_volume,18.70589084840136,Bull,0.1765363187952599
log_volume,18.70589084840136,Sideway,0.36510308867760516
log_volume,18.70589084840136,Bear,0.2631082785446188
log_volume,18.70589084840136,Stress,0.19525231398251608
log_volume,18.866264495874333,Bull,0.1770392396687282
log_volume,18.866264495874333,Sideway,0.36590582535827393
log_volume,18.866264495874333,Bear,0.26173970746642944
log_volume,18.866264495874333,Stress,0.1953152275065685
log_volume,19.06166381076506,Bull,0.17804951237102293
log_volume,19.06166381076506,Sideway,0.36761295391589766
log_volume,19.06166381076506,Bear,0.2590232216177618
log_volume,19.06166381076506,Stress,0.19531431209531758
log_volume,19.54846443161111,Bull,0.17892137276706133
log_volume,19.54846443161111,Sideway,0.3700343235639716
log_volume,19.54846443161111,Bear,0.2560692514719589
log_volume,19.54846443161111,Stress,0.19497505219700811
log_volume,20.031688244162098,Bull,0.1796431147163145
log_volume,20.031688244162098,Sideway,0.37322721731232705
log_volume,20.031688244162098,Bear,0.2519742680257649
log_volume,20.031688244162098,Stress,0.19515539994559367
log_volume,20.22840874201546,Bull,0.1796107431255734
log_volume,20.22840874201546,Sideway,0.37367041155075004
log_volume,20.22840874201546,Bear,0.2509043221246258
log_volume,20.22840874201546,Stress,0.19581452319905066
log_volume,20.398542481012672,Bull,0.17945332337172668
log_volume,20.398542481012672,Sideway,0.37365316661713277
log_volume,20.398542481012672,Bear,0.2502554025035798
log_volume,20.398542481012672,Stress,0.19663810750756078
log_volume,20.580166228329315,Bull,0.17851282219145004
log_volume,20.580166228329315,Sideway,0.3737315668946584
log_volume,20.580166228329315,Bear,0.24991419140854942
log_volume,20.580166228329315,Stress,0.19784141950534206
egarch_volatility_percentile,0.027777777777777776,Bull,0.16609693021057975
egarch_volatility_percentile,0.027777777777777776,Sideway,0.35125927494713866
egarch_volatility_percentile,0.027777777777777776,Bear,0.28759978640381006
egarch_volatility_percentile,0.027777777777777776,Stress,0.19504400843847158
egarch_volatility_percentile,0.06349206349206349,Bull,0.16649331028230793
egarch_volatility_percentile,0.06349206349206349,Sideway,0.35191945723963625
egarch_volatility_percentile,0.06349206349206349,Bear,0.28587652501013616
egarch_volatility_percentile,0.06349206349206349,Stress,0.19571070746791958
egarch_volatility_percentile,0.10317460317460317,Bull,0.1671378211056162
egarch_volatility_percentile,0.10317460317460317,Sideway,0.35289390862336645
egarch_volatility_percentile,0.10317460317460317,Bear,0.2835470599520851
egarch_volatility_percentile,0.10317460317460317,Stress,0.19642121031893225
egarch_volatility_percentile,0.14682539682539683,Bull,0.1687545722167346
egarch_volatility_percentile,0.14682539682539683,Sideway,0.3551860381187134
egarch_volatility_percentile,0.14682539682539683,Bear,0.2787224900878373
egarch_volatility_percentile,0.14682539682539683,Stress,0.19733689957671477
egarch_volatility_percentile,0.19444444444444445,Bull,0.16970627233383984
egarch_volatility_percentile,0.19444444444444445,Sideway,0.3562502771578081
egarch_volatility_percentile,0.19444444444444445,Bear,0.2765648914948399
egarch_volatility_percentile,0.19444444444444445,Stress,0.19747855901351216
egarch_volatility_percentile,0.23809523809523808,Bull,0.1702686803369016
egarch_volatility_percentile,0.23809523809523808,Sideway,0.35673600912412295
egarch_volatility_percentile,0.23809523809523808,Bear,0.2756041381815494
egarch_volatility_percentile,0.23809523809523808,Stress,0.1973911723574261
egarch_volatility_percentile,0.2857142857142857,Bull,0.17157278053460073
egarch_volatility_percentile,0.2857142857142857,Sideway,0.3581115366993921
egarch_volatility_percentile,0.2857142857142857,Bear,0.2731248787740136
egarch_volatility_percentile,0.2857142857142857,Stress,0.19719080399199354
egarch_volatility_percentile,0.3373015873015873,Bull,0.17266982392840388
egarch_volatility_percentile,0.3373015873015873,Sideway,0.3588584265185414
egarch_volatility_percentile,0.3373015873015873,Bear,0.27153168625060037
egarch_volatility_percentile,0.3373015873015873,Stress,0.1969400633024543
egarch_volatility_percentile,0.39285714285714285,Bull,0.1736568613556333
egarch_volatility_percentile,0.39285714285714285,Sideway,0.3600786754155216
egarch_volatility_percentile,0.39285714285714285,Bear,0.2697037203769376
egarch_volatility_percentile,0.39285714285714285,Stress,0.19656074285190753
egarch_volatility_percentile,0.4444444444444444,Bull,0.1741979062349802
egarch_volatility_percentile,0.4444444444444444,Sideway,0.3603597452944317
egarch_volatility_percentile,0.4444444444444444,Bear,0.26892447762490573
egarch_volatility_percentile,0.4444444444444444,Stress,0.19651787084568242
egarch_volatility_percentile,0.49206349206349204,Bull,0.17473433381612835
egarch_volatility_percentile,0.49206349206349204,Sideway,0.36074254743540424
egarch_volatility_percentile,0.49206349206349204,Bear,0.26825019040456644
egarch_volatility_percentile,0.49206349206349204,Stress,0.19627292834390095
egarch_volatility_percentile,0.5317460317460317,Bull,0.17583779095685473
egarch_volatility_percentile,0.5317460317460317,Sideway,0.3618605199587832
egarch_volatility_percentile,0.5317460317460317,Bear,0.2668151811323413
egarch_volatility_percentile,0.5317460317460317,Stress,0.19548650795202077
egarch_volatility_percentile,0.5833333333333334,Bull,0.17673163895304764
egarch_volatility_percentile,0.5833333333333334,Sideway,0.3625339051139688
egarch_volatility_percentile,0.5833333333333334,Bear,0.2658745002366875
egarch_volatility_percentile,0.5833333333333334,Stress,0.19485995569629602
egarch_volatility_percentile,0.6309523809523809,Bull,0.17828847685785176
egarch_volatility_percentile,0.6309523809523809,Sideway,0.36354692504971636
egarch_volatility_percentile,0.6309523809523809,Bear,0.2644296736287754
egarch_volatility_percentile,0.6309523809523809,Stress,0.19373492446365653
egarch_volatility_percentile,0.6825396825396826,Bull,0.179741998777582
egarch_volatility_percentile,0.6825396825396826,Sideway,0.3640823497006668
egarch_volatility_percentile,0.6825396825396826,Bear,0.2633063131393729
egarch_volatility_percentile,0.6825396825396826,Stress,0.19286933838237832
egarch_volatility_percentile,0.7301587301587301,Bull,0.18206825208925712
egarch_volatility_percentile,0.7301587301587301,Sideway,0.3648653569960524
egarch_volatility_percentile,0.7301587301587301,Bear,0.2611326890207566
egarch_volatility_percentile,0.7301587301587301,Stress,0.19193370189393394
egarch_volatility_percentile,0.7738095238095238,Bull,0.18494056916276286
egarch_volatility_percentile,0.7738095238095238,Sideway,0.3657551057336977
egarch_volatility_percentile,0.7738095238095238,Bear,0.25903982877870185
egarch_volatility_percentile,0.7738095238095238,Stress,0.19026449632483775
egarch_volatility_percentile,0.8214285714285714,Bull,0.18859963475645336
egarch_volatility_percentile,0.8214285714285714,Sideway,0.3653774111731996
egarch_volatility_percentile,0.8214285714285714,Bear,0.25757163438871744
egarch_volatility_percentile,0.8214285714285714,Stress,0.18845131968162965
egarch_volatility_percentile,0.8721114802510147,Bull,0.19027623739929717
egarch_volatility_percentile,0.8721114802510147,Sideway,0.3646147570169383
egarch_volatility_percentile,0.8721114802510147,Bear,0.2573826984924695
egarch_volatility_percentile,0.8721114802510147,Stress,0.187726307091295
egarch_volatility_percentile,0.9166666666666666,Bull,0.1922624687139998
egarch_volatility_percentile,0.9166666666666666,Sideway,0.36308796173510666
egarch_volatility_percentile,0.9166666666666666,Bear,0.2576373676395745
egarch_volatility_percentile,0.9166666666666666,Stress,0.18701220191131904
egarch_volatility_percentile,0.9642857142857143,Bull,0.19394797818078674
egarch_volatility_percentile,0.9642857142857143,Sideway,0.3619700523427468
egarch_volatility_percentile,0.9642857142857143,Bear,0.25755117176072545
egarch_volatility_percentile,0.9642857142857143,Stress,0.186530797715741
