feature,importance
ma_cross_200,0.035540953312529704
ma_cross_100,0.02428315745950629
parkinson_volatility,0.020830211116835813
downside_vol_40,0.019333460087838542
hl_range,0.018427132447830452
log_volume,0.017536800063147867
egarch_volatility_percentile,0.01695319647523899
downside_vol_60,0.01649942655856429
lower_shadow,0.016115588262892326
sma_slope_200,0.01583902528350562
vol_of_vol_40,0.01567123665836783
quarter,0.014979366238845066
ma_cross_50,0.014632634723995836
upside_vol_40,0.014525260807773334
hmm_prob_state_0,0.014005358826960104
ewma_volatility,0.01389043122274744
volatility_40,0.013559692223269042
upside_vol_10,0.013322737200510887
volatility_60,0.01251729877319705
sma_slope_100,0.012329067635909498
upside_vol_60,0.01208167486506344
vol_of_vol_20,0.012080449288562787
drawdown_from_high_40,0.012055952865811258
upside_vol_5,0.01204847774203654
hmm_state_duration,0.011985311327473736
volatility_10,0.011797361717911117
month,0.011764829742662701
volatility_20,0.011739571108318378
vol_of_vol_5,0.011545918280721412
ma_cross_5,0.01149946891670878
