horizon,scenario_mode,seed,n_origins,mae,rmse,directional_accuracy,nlpd,crps,pit_mean,pit_variance,realized_es95,forecast_es95,realized_es99,forecast_es99,drawdown_90_coverage,drawdown_95_coverage,time_under_water_mae,wis,brier_negative_return,realized_negative_rate,brier_drawdown_5pct,realized_drawdown_5pct_rate,forecast_drawdown_5pct_rate,brier_drawdown_10pct,realized_drawdown_10pct_rate,forecast_drawdown_10pct_rate,brier_drawdown_15pct,realized_drawdown_15pct_rate,forecast_drawdown_15pct_rate,coverage_50,width_50,interval_score_50,coverage_80,width_80,interval_score_80,coverage_90,width_90,interval_score_90,coverage_95,width_95,interval_score_95,kupiec_95_observations,kupiec_95_exceedances,kupiec_95_expected_rate,kupiec_95_observed_rate,kupiec_95_lr_uc,kupiec_95_p_value_uc,christoffersen_95_observations,christoffersen_95_exceedances,christoffersen_95_expected_rate,christoffersen_95_observed_rate,christoffersen_95_lr_uc,christoffersen_95_p_value_uc,christoffersen_95_n00,christoffersen_95_n01,christoffersen_95_n10,christoffersen_95_n11,christoffersen_95_lr_independence,christoffersen_95_p_value_independence,christoffersen_95_lr_conditional_coverage,christoffersen_95_p_value_conditional_coverage,kupiec_99_observations,kupiec_99_exceedances,kupiec_99_expected_rate,kupiec_99_observed_rate,kupiec_99_lr_uc,kupiec_99_p_value_uc,christoffersen_99_observations,christoffersen_99_exceedances,christoffersen_99_expected_rate,christoffersen_99_observed_rate,christoffersen_99_lr_uc,christoffersen_99_p_value_uc,christoffersen_99_n00,christoffersen_99_n01,christoffersen_99_n10,christoffersen_99_n11,christoffersen_99_lr_independence,christoffersen_99_p_value_independence,christoffersen_99_lr_conditional_coverage,christoffersen_99_p_value_conditional_coverage
20,point_estimate,11,1886.0,0.04850950228014973,0.06480480031634311,0.5233297985153764,-1.1739071756451367,0.03629167620974286,0.5034904744713006,0.06964342545124556,0.1506201143529233,0.42745312969643046,0.10609105179286701,0.7258821060206889,0.9225874867444327,0.9612937433722163,3.670560671657362,0.029786033527007764,0.2523036170139855,0.4019088016967126,0.2585190645973908,0.3457051961823966,0.43827558526597243,0.13081296143830987,0.11611876988335101,0.2312694598833645,0.057158449031143366,0.036055143160127257,0.1549863403939226,0.5567338282078473,0.08324314319399334,0.15406439147190587,0.865323435843054,0.2506870076214605,0.2968220741043945,0.9618239660657476,0.46129748833658235,0.4848917579312413,0.9888653234358431,0.7450387458711659,0.7551578204797189,1886.0,39.0,0.05,0.020678685047720042,43.421790893412435,4.4124694574991656e-11,1886.0,39.0,0.05,0.020678685047720042,43.421790893412435,4.4124694574991656e-11,1828.0,18.0,18.0,21.0,123.32799125207805,1.1820161863416198e-28,166.74978214549049,6.176534588742178e-37,1886.0,4.0,0.01,0.0021208907741251328,17.431962390931005,2.977764754427169e-05,1886.0,4.0,0.01,0.0021208907741251328,17.431962390931005,2.977764754427169e-05,1880.0,1.0,1.0,3.0,35.65734874691764,2.352587349425377e-09,53.08931113784865,2.963483833435816e-12
20,point_estimate,42,1886.0,0.04786986584090027,0.06373908302753374,0.5174973488865323,-1.176222569535727,0.036030341620382544,0.5042453971445324,0.06898002407570661,0.14953410678883,0.4338094066428599,0.11081482637610045,0.7402672609742867,0.9241781548250265,0.9687168610816543,3.6520152605227674,0.029576337691579333,0.2504519787450304,0.4019088016967126,0.25827945748126546,0.3457051961823966,0.4381175721380206,0.13179026295416194,0.11611876988335101,0.23047658452735156,0.057561269843791375,0.036055143160127257,0.15422780852446175,0.5609756097560976,0.08270348928814783,0.1532878183258476,0.8711558854718982,0.24840792216631463,0.2920825336999088,0.9623541887592789,0.4615608082364108,0.4813559992479291,0.9888653234358431,0.7509667677389076,0.7614911286996481,1886.0,44.0,0.05,0.02332979851537646,34.91742796316822,3.4398800787154512e-09,1886.0,44.0,0.05,0.02332979851537646,34.91742796316822,3.4398800787154512e-09,1820.0,21.0,21.0,23.0,127.06997854492943,1.7933718325237303e-29,161.98740650809765,6.681617465128847e-36,1886.0,3.0,0.01,0.0015906680805938495,20.823753429544354,5.0354555345844715e-06,1886.0,3.0,0.01,0.0015906680805938495,20.823753429544354,5.0354555345844715e-06,1881.0,1.0,1.0,2.0,23.754913590251803,1.0941568713345359e-06,44.57866701979616,2.0886489468708135e-10
20,point_estimate,73,1886.0,0.04886070361326871,0.06508279509916642,0.5174973488865323,-1.1754067122354726,0.03619824727650818,0.5046940153113252,0.06924321186746749,0.15968115872156946,0.42917419704282506,0.10609105179286701,0.7344054108121161,0.9162248144220573,0.9734888653234358,3.656208419665169,0.029760102609450396,0.2500118448569636,0.4019088016967126,0.25769553754943786,0.3457051961823966,0.43825352296592307,0.13096058315422082,0.11611876988335101,0.23164937603879682,0.05743828918404941,0.036055143160127257,0.15356190959515506,0.5593849416755037,0.08276919358013153,0.1541982871118437,0.8711558854718982,0.2502347487352389,0.2962729213717567,0.9671261930010604,0.4614792531405752,0.4853714040126732,0.9888653234358431,0.7458242190184485,0.7585630748542624,1886.0,32.0,0.05,0.016967126193001062,57.57388234462803,3.255193758117842e-14,1886.0,32.0,0.05,0.016967126193001062,57.57388234462803,3.255193758117842e-14,1839.0,14.0,14.0,18.0,115.76610760751652,5.347918260640054e-27,173.33998995214455,2.2892827472589632e-38,1886.0,4.0,0.01,0.0021208907741251328,17.431962390931005,2.977764754427169e-05,1886.0,4.0,0.01,0.0021208907741251328,17.431962390931005,2.977764754427169e-05,1880.0,1.0,1.0,3.0,35.65734874691764,2.352587349425377e-09,53.08931113784865,2.963483833435816e-12
20,posterior_mean_mc,11,1886.0,0.045051174024708464,0.06138521729006118,0.5418875927889714,-0.8956134942332695,0.03355811259882991,0.5195020323733921,0.10953298555399334,0.10208916447125285,0.08914701364877585,0.1328523136985969,0.13000392133792724,0.7863202545068929,0.865323435843054,3.6914328460977983,0.023949487246664552,0.2593479235568037,0.4019088016967126,0.2547538443784577,0.3457051961823966,0.1973198185080436,0.11004303457314174,0.11611876988335101,0.0381801126205791,0.036099346041951835,0.036055143160127257,0.00957596372186619,0.3897136797454931,0.0533990826448317,0.15009395081116317,0.6696712619300106,0.10831215602227601,0.22883016801598516,0.7910922587486744,0.14536583688145208,0.2989301421144158,0.8637327677624602,0.18104621323571202,0.3897282104209398,1886.0,220.0,0.05,0.11664899257688228,130.37689581825566,3.38912076170974e-30,1886.0,220.0,0.05,0.11664899257688228,130.37689581825566,3.38912076170974e-30,1626.0,39.0,39.0,181.0,782.9313072294924,2.774291358631159e-172,913.3082030477481,4.7604013501206295e-199,1886.0,110.0,0.01,0.05832449628844114,210.19914763494717,1.2428466114181211e-47,1886.0,110.0,0.01,0.05832449628844114,210.19914763494717,1.2428466114181211e-47,1748.0,27.0,27.0,83.0,436.2979010013541,6.921070870519063e-97,646.4970486363013,4.120497028249015e-141
20,posterior_mean_mc,42,1886.0,0.04487884235741087,0.06130614134327695,0.5397667020148462,-0.7528346665933963,0.03351426156842486,0.5198959411316674,0.10920882269366787,0.1013583765325064,0.08935877177220179,0.1294684358659977,0.13052362884673177,0.7895015906680806,0.8674443266171792,3.676259673244467,0.023980019481459492,0.2575194244370821,0.4019088016967126,0.25362252511402383,0.3457051961823966,0.19677866567974747,0.10956878857035224,0.11611876988335101,0.038515708551807346,0.03618157573622358,0.036055143160127257,0.009870498200628174,0.39660657476139977,0.05316239803116735,0.1498578033946433,0.6728525980911984,0.10831313953705565,0.22941469421474242,0.7841993637327678,0.1455251682508888,0.30168511268329645,0.8600212089077413,0.18171559307227558,0.3921004942983376,1886.0,222.0,0.05,0.11770943796394485,134.07696752199718,5.25579651118614e-31,1886.0,222.0,0.05,0.11770943796394485,134.07696752199718,5.25579651118614e-31,1625.0,38.0,38.0,184.0,800.9326409226106,3.382893664584004e-176,935.0096084446078,9.230883352959913e-204,1886.0,119.0,0.01,0.0630965005302227,243.6045605442756,6.438345818994717e-55,1886.0,119.0,0.01,0.0630965005302227,243.6045605442756,6.438345818994717e-55,1739.0,27.0,27.0,92.0,481.02694192233133,1.2772734805306914e-106,724.6315024666069,4.449062766631667e-158
20,posterior_mean_mc,73,1886.0,0.04492559011908296,0.061294938720258506,0.545068928950159,-0.9882531723721887,0.033515423905722215,0.5207292518458311,0.10965452882447235,0.10285414325607799,0.08922021504704603,0.1356955647221382,0.13060350905941132,0.7974549310710498,0.870625662778367,3.678353356218913,0.023872541071947355,0.2578995447368817,0.4019088016967126,0.25446554227057633,0.3457051961823966,0.19731731002188185,0.10880426707254215,0.11611876988335101,0.03824823381290416,0.03620341078974856,0.036055143160127257,0.009700189011592267,0.39183457051961823,0.053479914434936875,0.14978561630610684,0.6654294803817603,0.10853450283019513,0.2278583168834796,0.7873806998939554,0.14531940776399294,0.2976529844050517,0.8605514316012726,0.1811472748997465,0.38614499546921865,1886.0,215.0,0.05,0.11399787910922587,121.30753696659553,3.2725782871856144e-28,1886.0,215.0,0.05,0.11399787910922587,121.30753696659553,3.2725782871856144e-28,1629.0,41.0,41.0,174.0,743.5675581132454,1.0047407616529044e-163,864.8750950798409,1.565883095246924e-188,1886.0,109.0,0.01,0.057794273594909865,206.58186659081696,7.64951971807731e-47,1886.0,109.0,0.01,0.057794273594909865,206.58186659081696,7.64951971807731e-47,1747.0,29.0,29.0,80.0,410.47500842407067,2.888879859631051e-91,617.0568750148876,1.0181272942292911e-134
20,variational_posterior,11,1886.0,0.04500799734380698,0.061323861869240374,0.5365853658536586,-0.9711432619497752,0.03349159413432841,0.519250041170377,0.10794386575831476,0.10378254257335555,0.09154172839872492,0.13520609135817085,0.13237557815469325,0.7937433722163308,0.8743372216330859,3.6919612564812345,0.023853437104271367,0.2577206612348705,0.4019088016967126,0.2535326617009202,0.3457051961823966,0.19946058377228335,0.10939497192229114,0.11611876988335101,0.04002302652629543,0.036154794218441984,0.036055143160127257,0.010052484938475478,0.3971367974549311,0.05437636245681668,0.14998540133824245,0.6770943796394485,0.11026931351372915,0.2275445248886976,0.7948038176033935,0.1481378943241712,0.29709362997872346,0.8616118769883351,0.18545044631712296,0.38377520255594016,1886.0,215.0,0.05,0.11399787910922587,121.30753696659553,3.2725782871856144e-28,1886.0,215.0,0.05,0.11399787910922587,121.30753696659553,3.2725782871856144e-28,1628.0,42.0,42.0,173.0,733.3670533969101,1.659804457726502e-161,854.6745903635057,2.56903955522806e-186,1886.0,107.0,0.01,0.056733828207847295,199.4058968925833,2.8150067084113453e-45,1886.0,107.0,0.01,0.056733828207847295,199.4058968925833,2.8150067084113453e-45,1752.0,26.0,26.0,81.0,431.75356462297606,6.748801280848945e-96,631.1594615155593,8.819913611874217e-138
20,variational_posterior,42,1886.0,0.04501801083713609,0.06140442909363046,0.5509013785790032,-0.9489169131184239,0.03346791422724814,0.5195949336105238,0.1080641550049868,0.10256902392270549,0.09163293258516002,0.1297304492087923,0.132970101961315,0.7926829268292683,0.8695652173913043,3.671457119039867,0.02386615661789189,0.2556656241656077,0.4019088016967126,0.25316762334368964,0.3457051961823966,0.1987829455252914,0.10945198699035562,0.11611876988335101,0.03996417278917344,0.036158048583440947,0.036055143160127257,0.010102513359968696,0.3955461293743372,0.0542954766590138,0.14997278546224782,0.676033934252386,0.11040247555503023,0.22793185556064133,0.7889713679745494,0.14821038607058162,0.2976715267698116,0.8663838812301167,0.18507101835832795,0.38417411092426484,1886.0,219.0,0.05,0.11611876988335101,128.54227689000072,8.540848185428627e-30,1886.0,219.0,0.05,0.11611876988335101,128.54227689000072,8.540848185428627e-30,1627.0,39.0,39.0,180.0,779.2221025924387,1.7767412973530573e-171,907.7643794824394,7.611487898365187e-198,1886.0,117.0,0.01,0.06203605514316013,236.0518072853812,2.855071481286407e-53,1886.0,117.0,0.01,0.06203605514316013,236.0518072853812,2.855071481286407e-53,1734.0,34.0,34.0,83.0,399.9328430757041,5.695788753665319e-89,635.9846503610853,7.901105968046473e-139
20,variational_posterior,73,1886.0,0.04489997553662485,0.0612151189330949,0.5509013785790032,-0.909574409095881,0.033413894284205714,0.5200416545610799,0.10812817682652708,0.10276463978627008,0.09217272340519346,0.13710810009409727,0.1342996752388915,0.8016967126193001,0.8753976670201484,3.6644842593862395,0.02385690612437407,0.2562775061151209,0.4019088016967126,0.25175859370382003,0.3457051961823966,0.1992302089117878,0.10898933918039559,0.11611876988335101,0.04063057731450767,0.03615460526598765,0.036055143160127257,0.010198193010994254,0.4034994697773065,0.05424439134565173,0.14931928949396464,0.6770943796394485,0.11032492197437549,0.22749743612460077,0.7895015906680806,0.14806145679220292,0.2983438273802786,0.8589607635206787,0.18575971259939597,0.389833805824558,1886.0,213.0,0.05,0.1129374337221633,117.75299448335704,1.9638270661588135e-27,1886.0,213.0,0.05,0.1129374337221633,117.75299448335704,1.9638270661588135e-27,1635.0,37.0,37.0,176.0,777.9458032940317,3.3660775696422683e-171,895.6987977773888,3.1730530928045446e-195,1886.0,100.0,0.01,0.053022269353128315,174.92368674940724,6.221162593322045e-40,1886.0,100.0,0.01,0.053022269353128315,174.92368674940724,6.221162593322045e-40,1762.0,23.0,23.0,77.0,428.16627639751573,4.07380077857306e-95,603.089963146923,1.0981924585721436e-131
40,point_estimate,11,1880.0,0.07079877237608499,0.09473089615972118,0.5622340425531915,-0.5951258917887375,0.06052511212193714,0.5229157346316917,0.05735985967170049,0.09593412473453407,0.9442386453708657,,1.5498779197642742,0.9154255319148936,0.9537234042553191,5.75129285022954,0.056853175603784556,0.24175434320742503,0.38457446808510637,0.29500836954912446,0.5696808510638298,0.6422655014278577,0.24485310620921136,0.2404255319148936,0.422840107180258,0.16662388482384594,0.10531914893617021,0.3274892979178162,0.6239361702127659,0.16415424557609043,0.2505728897528183,0.9170212765957447,0.609623121991145,0.6396774272788763,0.9914893617021276,1.1083279197562907,1.113375313993883,0.999468085106383,1.680888492451031,1.6811477204661,1880.0,5.0,0.05,0.0026595744680851063,153.0245949318919,3.7835347107011166e-35,1880.0,5.0,0.05,0.0026595744680851063,153.0245949318919,3.7835347107011166e-35,1872.0,2.0,2.0,3.0,31.178539535585934,2.3535360395954433e-08,184.20313446747784,1.0018381733961513e-40,1880.0,0.0,0.01,0.0,37.78926280916546,7.881437321795905e-10,1880.0,0.0,0.01,0.0,37.78926280916546,7.881437321795905e-10,1879.0,0.0,0.0,0.0,0.0,1.0,37.78926280916546,6.2253796744084246e-09
