horizon,benchmark,metric,mean_diff_vb_minus_benchmark,ci_low,ci_high,ci_excludes_zero,lower_is_better
60,point_estimate,brier_drawdown_15,-0.053824875706689715,-0.11259432244647165,0.012740451537155428,False,True
60,point_estimate,interval_score_50,-0.07544101108202582,-0.11379096246687273,-0.04293953372819521,True,True
60,point_estimate,interval_score_80,-0.5740144595738872,-0.7037675374811563,-0.43994641902268145,True,True
60,point_estimate,interval_score_90,-1.1971430937910466,-1.3938477230092408,-0.995936272501553,True,True
60,point_estimate,interval_score_95,-1.836751356645694,-2.10741469241775,-1.5441893176844952,True,True
60,point_estimate,coverage_50_error,-0.10672358591248654,-0.22306118818925644,0.004246709356100983,False,True
60,point_estimate,coverage_80_error,-0.09139096406972591,-0.16641319815012448,-0.007746353610814614,True,True
60,point_estimate,coverage_90_error,-0.0032728566346494903,-0.07193169690501588,0.0608546780505158,False,True
60,point_estimate,coverage_95_error,0.03411597296335822,-0.01889007470651022,0.08703753112771255,False,True
60,point_estimate,var95_rate_error,0.01383849163998576,-0.03864283173247956,0.073038954108858,False,True
60,point_estimate,var99_rate_error,0.03816435432230523,0.003385805763073639,0.08043134115972962,True,True
60,point_estimate,drawdown90_coverage_error,0.07890430451796504,0.013607257203842073,0.14686054784774097,True,True
60,point_estimate,drawdown95_coverage_error,0.08000711490572754,0.02370597652081103,0.1383671291355389,True,True
60,posterior_mean_mc,crps,-0.00026414232186414843,-0.00043349721455464063,-9.192637525535186e-05,True,True
60,posterior_mean_mc,wis,-0.0004370009547519206,-0.0007521917151860234,-0.00014596882614133027,True,True
60,posterior_mean_mc,nlpd,-0.05827296394847842,-0.13571627099855854,0.0031652019501510016,False,True
60,posterior_mean_mc,brier_negative,-0.0004539563571623381,-0.0020437021107056652,0.0012175637773385924,False,True
60,posterior_mean_mc,brier_drawdown_5,-0.00630470945757769,-0.008739451247881122,-0.0038973002895095255,True,True
60,posterior_mean_mc,brier_drawdown_10,-0.0035909663886253915,-0.0052052653747580915,-0.002278806081208362,True,True
60,posterior_mean_mc,brier_drawdown_15,-0.0007210229588362293,-0.001342563566391917,-0.0002073681741159916,True,True
60,posterior_mean_mc,interval_score_50,-0.0011305818232985752,-0.0018350430830536496,-0.00034744343123390114,True,True
60,posterior_mean_mc,interval_score_80,-0.004490473605056459,-0.008236394306996603,-0.0007973638867790845,True,True
60,posterior_mean_mc,interval_score_90,-0.011315897573212356,-0.021169886090497473,-0.002578283308874171,True,True
60,posterior_mean_mc,interval_score_95,-0.02661940095992475,-0.04886670168958674,-0.008403559360763407,True,True
60,posterior_mean_mc,coverage_50_error,-0.019921736036997373,-0.025707043756670205,0.001169512628957692,False,True
60,posterior_mean_mc,coverage_80_error,-0.016542155816435478,-0.022589825684809665,-0.0090715048025613,True,True
60,posterior_mean_mc,coverage_90_error,-0.013340448239060887,-0.02027748132337237,-0.006937033084311595,True,True
60,posterior_mean_mc,coverage_95_error,-0.015830665243685482,-0.02357257203842055,-0.008088758448950533,True,True
60,posterior_mean_mc,var95_rate_error,-0.0035574528637495467,-0.007470651013874063,-0.0001778726431874711,True,True
60,posterior_mean_mc,var99_rate_error,-0.006403415154749202,-0.011561721807186068,-0.002312344361437212,True,True
60,posterior_mean_mc,drawdown90_coverage_error,-0.014763429384560767,-0.02392831732479543,-0.007910885805763062,True,True
60,posterior_mean_mc,drawdown95_coverage_error,-0.009960868018498825,-0.01637317680540738,-0.004268943436499464,True,True
