horizon,scenario_mode,fold,seed,n_origins,mae,rmse,directional_accuracy,nlpd,crps,pit_mean,pit_variance,realized_es95,forecast_es95,realized_es99,forecast_es99,drawdown_90_coverage,drawdown_95_coverage,time_under_water_mae,coverage_50,width_50,interval_score_50,coverage_80,width_80,interval_score_80,coverage_90,width_90,interval_score_90,coverage_95,width_95,interval_score_95,kupiec_95_observations,kupiec_95_exceedances,kupiec_95_expected_rate,kupiec_95_observed_rate,kupiec_95_lr_uc,kupiec_95_p_value_uc,christoffersen_95_observations,christoffersen_95_exceedances,christoffersen_95_expected_rate,christoffersen_95_observed_rate,christoffersen_95_lr_uc,christoffersen_95_p_value_uc,christoffersen_95_n00,christoffersen_95_n01,christoffersen_95_n10,christoffersen_95_n11,christoffersen_95_lr_independence,christoffersen_95_p_value_independence,christoffersen_95_lr_conditional_coverage,christoffersen_95_p_value_conditional_coverage,kupiec_99_observations,kupiec_99_exceedances,kupiec_99_expected_rate,kupiec_99_observed_rate,kupiec_99_lr_uc,kupiec_99_p_value_uc,christoffersen_99_observations,christoffersen_99_exceedances,christoffersen_99_expected_rate,christoffersen_99_observed_rate,christoffersen_99_lr_uc,christoffersen_99_p_value_uc,christoffersen_99_n00,christoffersen_99_n01,christoffersen_99_n10,christoffersen_99_n11,christoffersen_99_lr_independence,christoffersen_99_p_value_independence,christoffersen_99_lr_conditional_coverage,christoffersen_99_p_value_conditional_coverage
20,posterior_mean_mc,0,42,628.0,0.0431077359407674,0.0633768195721946,0.6114649681528662,-0.39450430270918047,0.0323421727080151,0.5296781322934118,0.10675188463829519,0.11846751952144409,0.0909989920062071,0.20424864009279464,0.14242599299835654,0.8057324840764332,0.8853503184713376,3.6660262383343896,0.37579617834394907,0.04908623727000461,0.14294604871095734,0.6894904458598726,0.10285672448974623,0.22735331453430488,0.8232484076433121,0.14279616410152163,0.31026144942614403,0.8885350318471338,0.18560266377771362,0.440877378429831,628.0,59.0,0.05,0.09394904458598727,20.523080624985425,5.891653000340907e-06,628.0,59.0,0.05,0.09394904458598727,20.523080624985425,5.891653000340907e-06,552.0,16.0,16.0,43.0,176.41419312038255,2.9402899473591682e-40,196.93727374536797,1.7203403102651056e-43,628.0,24.0,0.01,0.03821656050955414,29.42274051635843,5.8190799928049776e-08,628.0,24.0,0.01,0.03821656050955414,29.42274051635843,5.8190799928049776e-08,600.0,3.0,3.0,21.0,147.79839184208524,5.250514914887648e-34,177.22113235844367,3.287911127718539e-39
20,posterior_mean_mc,0,73,628.0,0.04280740153069592,0.06309320924479739,0.6098726114649682,-0.605496167376181,0.032169994710131565,0.5296522865231791,0.10673591050782247,0.11667457468479935,0.08969328040623974,0.19732520248923413,0.13979344696405804,0.8057324840764332,0.8901273885350318,3.653121435789451,0.3869426751592357,0.04903659282408691,0.14254482729830537,0.6831210191082803,0.10277223691066095,0.22578977749182338,0.8121019108280255,0.14191658739565552,0.3055748091601019,0.8964968152866242,0.18305325807032044,0.4246150254864087,628.0,61.0,0.05,0.09713375796178345,23.309545981426425,1.3791381973253915e-06,628.0,61.0,0.05,0.09713375796178345,23.309545981426425,1.3791381973253915e-06,551.0,15.0,15.0,46.0,193.56652627302958,5.29507886907556e-44,216.876072254456,8.053029342550376e-48,628.0,25.0,0.01,0.03980891719745223,32.2046957510654,1.3875500215527334e-08,628.0,25.0,0.01,0.03980891719745223,32.2046957510654,1.3875500215527334e-08,596.0,6.0,6.0,19.0,115.29723477491648,6.774322029614362e-27,147.5019305259819,9.340341416600659e-33
20,posterior_mean_mc,1,11,628.0,0.0490055398017828,0.06497976150211526,0.4984076433121019,-1.1881263860303721,0.03607155950928152,0.4662412240433938,0.08808685410900556,0.12246667453120924,0.12898795274871905,0.15390734195947384,0.18935557616380944,0.8519108280254777,0.8996815286624203,3.4315225029541976,0.46337579617834396,0.07251915264329725,0.16154366660812336,0.7993630573248408,0.15197840996302311,0.24433353639577457,0.8821656050955414,0.20546606051401642,0.318401006270025,0.9156050955414012,0.25626969312247483,0.4014041494719022,628.0,72.0,0.05,0.11464968152866242,41.12740601163301,1.426224304933365e-10,628.0,72.0,0.05,0.11464968152866242,41.12740601163301,1.426224304933365e-10,540.0,15.0,15.0,57.0,235.4434344822311,3.875066663904571e-53,276.5708404938641,8.778191664795112e-61,628.0,29.0,0.01,0.04617834394904458,44.13627673727024,3.0629161094577074e-11,628.0,29.0,0.01,0.04617834394904458,44.13627673727024,3.0629161094577074e-11,587.0,11.0,11.0,18.0,86.71147599091589,1.2556606971025904e-20,130.84775272818612,3.861637563395133e-29
20,posterior_mean_mc,1,42,628.0,0.04869123763536595,0.06473380390924943,0.5031847133757962,-1.2655412505075478,0.03595478415785369,0.46853109079788413,0.08758214503741066,0.12287082271039601,0.1287354954299312,0.15140879356163117,0.18696517003203098,0.8487261146496815,0.9076433121019108,3.4222770902421864,0.48089171974522293,0.07247688261895333,0.16019727107220133,0.7961783439490446,0.15250615269066,0.24479629695566388,0.8821656050955414,0.20624172413864747,0.318554850687843,0.9251592356687898,0.25587844852507097,0.3842846638193123,628.0,71.0,0.05,0.11305732484076433,39.34248352720169,3.55619163498988e-10,628.0,71.0,0.05,0.11305732484076433,39.34248352720169,3.55619163498988e-10,545.0,11.0,11.0,60.0,273.6424461133703,1.8242035904000705e-61,312.984929640572,1.086891191496047e-68,628.0,27.0,0.01,0.042993630573248405,38.01554673076129,7.018315529435259e-10,628.0,27.0,0.01,0.042993630573248405,38.01554673076129,7.018315529435259e-10,587.0,13.0,13.0,14.0,59.91551820187604,9.901764983060127e-15,97.93106493263733,5.426745395386147e-22
20,posterior_mean_mc,1,73,628.0,0.04866147024730946,0.06448655019142899,0.49203821656050956,-1.2190255173833622,0.03580463239070689,0.46865104686774295,0.08722311563566967,0.11903117364985898,0.128864671633313,0.15291604142849627,0.1864111163848508,0.8487261146496815,0.9028662420382165,3.414678818473938,0.47611464968152867,0.07275583271429092,0.16045953700197949,0.7993630573248408,0.15365621168112006,0.2436354564510438,0.8742038216560509,0.20614195124688336,0.3133489204073497,0.9219745222929936,0.25710139035372204,0.3765715946764457,628.0,75.0,0.05,0.11942675159235669,46.66894225582081,8.405058993877394e-12,628.0,75.0,0.05,0.11942675159235669,46.66894225582081,8.405058993877394e-12,539.0,13.0,13.0,62.0,266.84185748645314,5.536399220033654e-60,313.51079974227395,8.35593066017644e-69,628.0,26.0,0.01,0.041401273885350316,35.06998908387652,3.1806512735987446e-09,628.0,26.0,0.01,0.041401273885350316,35.06998908387652,3.1806512735987446e-09,590.0,11.0,11.0,15.0,71.17619095472688,3.267069006817117e-17,106.2461800386034,8.490536688813343e-24
20,posterior_mean_mc,2,11,628.0,0.03886566605775214,0.050625039992399395,0.6512738853503185,-1.2046737435342154,0.028882517775702925,0.5150780455632566,0.1119917914458774,0.07418921774243199,0.07708381194778814,0.09303684243757554,0.1231929987175278,0.767515923566879,0.8550955414012739,3.649300646363256,0.37420382165605093,0.04559175737237197,0.1287541861773794,0.6751592356687898,0.09416134402235954,0.2010541071040153,0.7802547770700637,0.12951026443671967,0.26154461330175677,0.8487261146496815,0.16550242755566616,0.3248877269415141,628.0,75.0,0.05,0.11942675159235669,46.66894225582081,8.405058993877394e-12,628.0,75.0,0.05,0.11942675159235669,46.66894225582081,8.405058993877394e-12,535.0,17.0,17.0,58.0,227.08175751089726,2.5809520318532798e-51,273.75069976671807,3.59576116044084e-60,628.0,37.0,0.01,0.0589171974522293,71.34609976758048,2.99749823337916e-17,628.0,37.0,0.01,0.0589171974522293,71.34609976758048,2.99749823337916e-17,581.0,9.0,9.0,28.0,146.9858406147278,7.903628869291088e-34,218.3319403823083,3.888853066191634e-48
20,posterior_mean_mc,2,42,628.0,0.03871853013396881,0.05040312914827981,0.6496815286624203,-1.2308715096196012,0.028704585010017648,0.5141560627217484,0.11109567859621203,0.07302388510785114,0.07868538939975066,0.09619528075671507,0.12578268518346122,0.7563694267515924,0.8710191082802548,3.625184001792532,0.39171974522292996,0.045994917918942224,0.1279456436556475,0.6687898089171974,0.09452309350371588,0.19977473313102762,0.7722929936305732,0.13019645519149534,0.2623672940762197,0.8503184713375797,0.167371996458347,0.32660670107809886,628.0,79.0,0.05,0.12579617834394904,54.48013684225765,1.5702701237121638e-13,628.0,79.0,0.05,0.12579617834394904,54.48013684225765,1.5702701237121638e-13,535.0,13.0,13.0,66.0,281.2832232982689,3.944226015591803e-63,335.7633601405266,1.2300215853581877e-73,628.0,33.0,0.01,0.052547770700636945,57.228254512910326,3.880560447329141e-14,628.0,33.0,0.01,0.052547770700636945,57.228254512910326,3.880560447329141e-14,582.0,12.0,12.0,21.0,97.89976376806413,4.40106202498284e-23,155.12801828097446,2.062428189297639e-34
20,posterior_mean_mc,2,73,628.0,0.03887606656814731,0.05061202716069561,0.6496815286624203,-1.3048065917141267,0.028656728777198572,0.5141096193479286,0.11135318523268203,0.07516784690375203,0.07883047877799369,0.09420487783833102,0.12584481280683407,0.767515923566879,0.8630573248407644,3.615379823752955,0.38057324840764334,0.04607572409443313,0.12770901789623104,0.6656050955414012,0.09497265020864605,0.19937541308248977,0.767515923566879,0.13000509143916267,0.2543440838426233,0.8550955414012739,0.16681872025517935,0.31641759532888697,628.0,77.0,0.05,0.12261146496815287,50.515326110316835,1.182378258066367e-12,628.0,77.0,0.05,0.12261146496815287,50.515326110316835,1.182378258066367e-12,541.0,9.0,9.0,68.0,319.66747232435876,1.7113273189176615e-71,370.1827984346756,4.128826867541305e-81,628.0,32.0,0.01,0.050955414012738856,53.85441607763343,2.1590926132510605e-13,628.0,32.0,0.01,0.050955414012738856,53.85441607763343,2.1590926132510605e-13,586.0,9.0,9.0,23.0,121.42023329782236,3.0918605777043513e-28,175.2746493754558,8.701487073477068e-39
20,variational_posterior,0,11,628.0,0.042986340138064044,0.06355520285467392,0.6194267515923567,-1.315548828135338,0.03204121777542916,0.525708084185377,0.07970196976204587,0.16667338391940661,0.12612543926956718,0.2443000454572889,0.21224042679642105,0.8949044585987261,0.9426751592356688,3.6289859608136372,0.5159235668789809,0.06719980538719521,0.14200555504928328,0.8248407643312102,0.1352919484160487,0.22054364402562118,0.9044585987261147,0.18480014261825473,0.29787658275884393,0.947452229299363,0.23956422751217127,0.3990773139886806,628.0,34.0,0.05,0.054140127388535034,0.22092632674502966,0.6383350085481572,628.0,34.0,0.05,0.054140127388535034,0.22092632674502966,0.6383350085481572,585.0,8.0,8.0,26.0,142.42982675542373,7.832461191219611e-33,142.65075308216876,1.0562884926080094e-31,628.0,16.0,0.01,0.025477707006369428,10.639760859007282,0.0011068198499538057,628.0,16.0,0.01,0.025477707006369428,10.639760859007282,0.0011068198499538057,607.0,4.0,4.0,12.0,82.77673723401868,9.186476650030386e-20,93.41649809302596,5.186390101678562e-21
20,variational_posterior,0,42,628.0,0.043225030264023585,0.06350853516697572,0.5971337579617835,-1.3549039240132037,0.032019148148678296,0.5267895030050485,0.07998232791413218,0.18380699858730762,0.12558955956718765,0.2372307138152864,0.21152715445347975,0.8980891719745223,0.9331210191082803,3.6343581392277935,0.5063694267515924,0.0672642217643116,0.1420552198127264,0.8121019108280255,0.1348321482997678,0.2185673213019351,0.9171974522292994,0.18355330166124806,0.2978686716095362,0.9410828025477707,0.23750154025026105,0.41536439974618045,628.0,29.0,0.05,0.04617834394904458,0.19794213988328124,0.6563870439577575,628.0,29.0,0.05,0.04617834394904458,0.19794213988328124,0.6563870439577575,591.0,7.0,7.0,22.0,126.66944692066318,2.194420330992105e-29,126.86738906054646,2.8255077234365184e-28,628.0,19.0,0.01,0.030254777070063694,16.89065833203395,3.9595974326025964e-05,628.0,19.0,0.01,0.030254777070063694,16.89065833203395,3.9595974326025964e-05,606.0,2.0,2.0,17.0,130.63726085371493,2.9725055786503113e-30,147.52791918574889,9.219755104936837e-33
20,variational_posterior,0,73,628.0,0.04326661234046599,0.06327076082508824,0.6178343949044586,-1.2781405272939537,0.031976421080577785,0.5241508316858278,0.08026686939592971,0.18895180161984335,0.12279591140821641,0.23173760595130988,0.20350356496594893,0.8869426751592356,0.9347133757961783,3.6426986588979933,0.5031847133757962,0.0671473252036045,0.14177173942177726,0.8121019108280255,0.1348696976587277,0.21743655551200444,0.9076433121019108,0.18334408392237353,0.2955278321909189,0.9442675159235668,0.2350285778190718,0.40572752313784916,628.0,28.0,0.05,0.044585987261146494,0.4015503292137339,0.5262896865856153,628.0,28.0,0.05,0.044585987261146494,0.4015503292137339,0.5262896865856153,593.0,6.0,6.0,22.0,132.54192014998478,1.138765034876982e-30,132.9434704791985,1.3542292282288824e-29,628.0,18.0,0.01,0.028662420382165606,14.690398381222906,0.00012669009349974838,628.0,18.0,0.01,0.028662420382165606,14.690398381222906,0.00012669009349974838,605.0,4.0,4.0,14.0,96.05164446831328,1.1192540017529245e-22,110.74204284953619,8.967490760419544e-25
20,variational_posterior,1,11,628.0,0.048885244005594394,0.06497364857121314,0.4888535031847134,-1.2779828880457438,0.03600495668061698,0.464587566838151,0.07377976808434843,0.12946614830297232,0.15536080635807678,0.1784468994666921,0.24286446571329942,0.8869426751592356,0.9315286624203821,3.4331560102125263,0.5573248407643312,0.08685531861082525,0.1602521679086599,0.8487261146496815,0.17533834192431047,0.24648416291846495,0.9060509554140127,0.23518012121764229,0.31251258439683816,0.945859872611465,0.2965481245080369,0.38498641963852925,628.0,59.0,0.05,0.09394904458598727,20.523080624985425,5.891653000340907e-06,628.0,59.0,0.05,0.09394904458598727,20.523080624985425,5.891653000340907e-06,557.0,11.0,11.0,48.0,225.82862818675713,4.8426685795744623e-51,246.35170881174255,3.2018879359080467e-54,628.0,13.0,0.01,0.020700636942675158,5.5499615474564905,0.018481092961336633,628.0,13.0,0.01,0.020700636942675158,5.5499615474564905,0.018481092961336633,608.0,6.0,6.0,7.0,41.07967765540759,1.4614806300897714e-10,46.629639202864084,7.490356712054223e-11
20,variational_posterior,1,42,628.0,0.048655420097228744,0.06465924519854996,0.5,-1.2712875971322002,0.03580476022134796,0.4656757343962919,0.07363073376868401,0.13301026293505042,0.1557360461467953,0.17925440556735708,0.2439500796784878,0.893312101910828,0.9347133757961783,3.420802006320102,0.5414012738853503,0.08699288547181958,0.15968091845060395,0.8455414012738853,0.17628752222290708,0.24411750154637707,0.910828025477707,0.23693634459371674,0.31342119398838936,0.947452229299363,0.2962891573023687,0.3857902890456556,628.0,55.0,0.05,0.0875796178343949,15.40389810567774,8.680903315833967e-05,628.0,55.0,0.05,0.0875796178343949,15.40389810567774,8.680903315833967e-05,561.0,11.0,11.0,44.0,208.96658470996195,2.308502335004027e-47,224.3704828156397,1.899191271325592e-49,628.0,13.0,0.01,0.020700636942675158,5.5499615474564905,0.018481092961336633,628.0,13.0,0.01,0.020700636942675158,5.5499615474564905,0.018481092961336633,607.0,7.0,7.0,6.0,32.00260198681714,1.5396621347363424e-08,37.55256353427363,7.007521483295601e-09
