horizon,scenario_mode,seed,n_origins,mae,rmse,directional_accuracy,nlpd,crps,pit_mean,pit_variance,realized_es95,forecast_es95,realized_es99,forecast_es99,drawdown_90_coverage,drawdown_95_coverage,time_under_water_mae,coverage_50,width_50,interval_score_50,coverage_80,width_80,interval_score_80,coverage_90,width_90,interval_score_90,coverage_95,width_95,interval_score_95,kupiec_95_observations,kupiec_95_exceedances,kupiec_95_expected_rate,kupiec_95_observed_rate,kupiec_95_lr_uc,kupiec_95_p_value_uc,christoffersen_95_observations,christoffersen_95_exceedances,christoffersen_95_expected_rate,christoffersen_95_observed_rate,christoffersen_95_lr_uc,christoffersen_95_p_value_uc,christoffersen_95_n00,christoffersen_95_n01,christoffersen_95_n10,christoffersen_95_n11,christoffersen_95_lr_independence,christoffersen_95_p_value_independence,christoffersen_95_lr_conditional_coverage,christoffersen_95_p_value_conditional_coverage,kupiec_99_observations,kupiec_99_exceedances,kupiec_99_expected_rate,kupiec_99_observed_rate,kupiec_99_lr_uc,kupiec_99_p_value_uc,christoffersen_99_observations,christoffersen_99_exceedances,christoffersen_99_expected_rate,christoffersen_99_observed_rate,christoffersen_99_lr_uc,christoffersen_99_p_value_uc,christoffersen_99_n00,christoffersen_99_n01,christoffersen_99_n10,christoffersen_99_n11,christoffersen_99_lr_independence,christoffersen_99_p_value_independence,christoffersen_99_lr_conditional_coverage,christoffersen_99_p_value_conditional_coverage
40,point_estimate,42,1878.0,0.07614390811166065,0.10012228856585022,0.4968051118210863,-0.40522013851560856,0.06945994745910418,0.5016523137541544,0.04712980007886172,0.0995472973356064,1.080599104550878,,1.6610428856139163,0.9259850905218318,0.9600638977635783,5.781240010346388,0.7050053248136315,0.21420490527774855,0.2889273582778921,0.9653887113951012,0.7941030427700205,0.8084131139977724,0.9920127795527156,1.3735273960303294,1.3820597361264269,0.9952076677316294,1.967092043268684,1.9733605177657076,1878.0,1.0,0.05,0.0005324813631522897,181.4710989343368,2.3132725230130267e-41,1878.0,1.0,0.05,0.0005324813631522897,181.4710989343368,2.3132725230130267e-41,1875.0,1.0,1.0,0.0,0.0010660981315346874,0.9739527732153265,181.47216503246833,3.924822799251333e-40,1878.0,0.0,0.01,0.0,37.749061465751446,8.045541757202524e-10,1878.0,0.0,0.01,0.0,37.749061465751446,8.045541757202524e-10,1877.0,0.0,0.0,0.0,0.0,1.0,37.749061465751446,6.351780098365925e-09
40,point_estimate,73,1878.0,0.07619719171249015,0.0996804417554353,0.5085197018104366,-0.4088718555947845,0.0694653657409655,0.5019630565787203,0.04732047607005308,,1.0932873218794308,,1.6772534245124413,0.9297124600638977,0.9579339723109691,5.790799707848725,0.691160809371672,0.2139245261570516,0.29006257536755287,0.9680511182108626,0.7911224549212187,0.805610814969131,0.9941427050053249,1.3703178285568365,1.375605499666245,0.9973375931842385,1.96317203219417,1.966440977734719,1878.0,0.0,0.05,0.0,192.65761371963998,8.360880289986266e-44,1878.0,0.0,0.05,0.0,192.65761371963998,8.360880289986266e-44,1877.0,0.0,0.0,0.0,0.0,1.0,192.65761371963998,1.4619439839617728e-42,1878.0,0.0,0.01,0.0,37.749061465751446,8.045541757202524e-10,1878.0,0.0,0.01,0.0,37.749061465751446,8.045541757202524e-10,1877.0,0.0,0.0,0.0,0.0,1.0,37.749061465751446,6.351780098365925e-09
40,posterior_mean_mc,11,1878.0,0.06760913469036631,0.09240005556629309,0.5212992545260916,-0.9430227551151932,0.049921722135894735,0.5019950354523208,0.0779949875200599,0.19142164907632273,0.1834161004260826,0.23779858108614652,0.2697077587750525,0.8514376996805112,0.9020234291799787,5.935289647768138,0.5154419595314164,0.11043504530245607,0.22434427786105662,0.8386581469648562,0.23581292391082825,0.3386275186143629,0.9126730564430245,0.31824449626287643,0.4341328903525087,0.9424920127795527,0.3928164530616872,0.5268946411926756,1878.0,126.0,0.05,0.0670926517571885,10.482030255129416,0.0012054121980425408,1878.0,126.0,0.05,0.0670926517571885,10.482030255129416,0.0012054121980425408,1730.0,21.0,21.0,105.0,582.9630779356635,8.502639710257566e-129,593.4451081907929,1.3646840011336959e-129,1878.0,50.0,0.01,0.026624068157614485,36.01025829616725,1.9628145885705655e-09,1878.0,50.0,0.01,0.026624068157614485,36.01025829616725,1.9628145885705655e-09,1816.0,11.0,11.0,39.0,274.0965935245114,1.452442487594268e-61,310.1068518206786,4.583030283321146e-68
40,posterior_mean_mc,42,1878.0,0.06761582521124467,0.09218568062074058,0.5319488817891374,-0.9565810258522097,0.04996578029460006,0.5019652768604661,0.07777524003921228,0.18545147044079627,0.18469896068283037,0.23215510648588358,0.27121068408082516,0.8541001064962727,0.902555910543131,5.932093477925749,0.5207667731629393,0.1108297139297061,0.22487078955572315,0.8359957401490948,0.23634311969656305,0.3395475945570807,0.9089456869009584,0.3188330841397368,0.43056411321186255,0.9515441959531417,0.3942328670535879,0.5145702942520002,1878.0,133.0,0.05,0.07082002129925452,15.262823076991026,9.35395360477056e-05,1878.0,133.0,0.05,0.07082002129925452,15.262823076991026,9.35395360477056e-05,1726.0,18.0,18.0,115.0,654.5616053615566,2.2753970297096037e-144,669.8244284385477,3.543834588064396e-146,1878.0,47.0,0.01,0.025026624068157616,30.221900447816665,3.853336549200296e-08,1878.0,47.0,0.01,0.025026624068157616,30.221900447816665,3.853336549200296e-08,1811.0,19.0,19.0,28.0,164.62391014883167,1.1052652914151258e-37,194.84581059664833,4.895192986424866e-43
40,posterior_mean_mc,73,1878.0,0.06758381898308327,0.09221637739724858,0.5271565495207667,-0.9268697797505194,0.0498586025548455,0.5021385596800637,0.07784291870011979,0.18758579366543915,0.18370613851041875,0.22396576802665027,0.26939887916728844,0.8514376996805112,0.9078807241746539,5.942504336802883,0.516506922257721,0.11029311499611394,0.2242829141688106,0.8429179978700746,0.23477209535908095,0.33772703521981345,0.9100106496272631,0.31770772772015465,0.43029796431282163,0.9488817891373802,0.39362686950301795,0.5202524140519982,1878.0,131.0,0.05,0.06975505857294995,13.814228458952584,0.00020180217544530038,1878.0,131.0,0.05,0.06975505857294995,13.814228458952584,0.00020180217544530038,1727.0,19.0,19.0,112.0,632.0955224792897,1.750111045340696e-139,645.9097509382423,5.526875479132833e-141,1878.0,56.0,0.01,0.029818956336528223,48.67676752950092,3.01820667342912e-12,1878.0,56.0,0.01,0.029818956336528223,48.67676752950092,3.01820667342912e-12,1800.0,21.0,21.0,35.0,200.3832009415325,1.7226984619978857e-45,249.05996847103341,8.266373326335967e-55
40,variational_posterior,11,1878.0,0.06786507560558883,0.09251071545361471,0.5260915867944622,-0.9258334417705554,0.0507913488102457,0.4982799995242048,0.060073856470795814,0.21592861006320338,0.24579361246924397,0.28621319350028657,0.3976547610562058,0.9068157614483493,0.9382321618743344,6.128527476612444,0.6331203407880724,0.14343460778793168,0.22910564227327668,0.8935037273695421,0.2871184357295233,0.3527816041187683,0.9435569755058573,0.3863417839796123,0.4481948016442298,0.9717784877529286,0.48527188960874945,0.5389408585612016,1878.0,88.0,0.05,0.046858359957401494,0.39822114029425393,0.5280093668535368,1878.0,88.0,0.05,0.046858359957401494,0.39822114029425393,0.5280093668535368,1774.0,15.0,15.0,73.0,456.70721339590307,2.5030183812192216e-101,457.1054345361973,5.505744662888463e-100,1878.0,14.0,0.01,0.007454739084132056,1.3476946847170836,0.2456815397703398,1878.0,14.0,0.01,0.007454739084132056,1.3476946847170836,0.2456815397703398,1856.0,7.0,7.0,7.0,53.49150176547906,2.597138820816882e-13,54.83919645019614,1.235434698612157e-12
40,variational_posterior,42,1878.0,0.06780404259166758,0.09241901631580558,0.531416400425985,-0.9112803360578152,0.050793471708452664,0.4973452376119943,0.059973954662239065,0.2150991375632972,0.2456097075468455,0.2888452486741378,0.39418431999077586,0.9057507987220448,0.9424920127795527,6.100522626284285,0.626730564430245,0.1432691282381261,0.22821686570968847,0.8935037273695421,0.28773544587534877,0.3542597532524373,0.946751863684771,0.3868346609501233,0.4481315512224329,0.972310969116081,0.48695414398970027,0.5434064242789206,1878.0,89.0,0.05,0.04739084132055378,0.2737105283941901,0.6008535093666487,1878.0,89.0,0.05,0.04739084132055378,0.2737105283941901,0.6008535093666487,1774.0,14.0,14.0,75.0,475.2520916653852,2.30615514102335e-105,475.5258021937794,5.506606617159336e-104,1878.0,17.0,0.01,0.009052183173588925,0.17601320130614795,0.6748220592483686,1878.0,17.0,0.01,0.009052183173588925,0.17601320130614795,0.6748220592483686,1850.0,10.0,10.0,7.0,46.293048322321454,1.0182459041283655e-11,46.4690615236276,8.116550601275234e-11
40,variational_posterior,73,1878.0,0.06809924982766603,0.0925948763191462,0.5207667731629393,-0.9232352668135663,0.050905525102692695,0.4971251336048111,0.06022930212632528,0.21548370534032105,0.24481152710457765,0.28424606036309114,0.39465373220644795,0.9036208732694355,0.9414270500532481,6.126719460222976,0.6299254526091587,0.14339230500608574,0.22871065075552413,0.8929712460063898,0.28768027477112645,0.3549721809675458,0.9478168264110756,0.3859095306325198,0.4501877139326729,0.9707135250266241,0.4855502318473593,0.5424241943371346,1878.0,89.0,0.05,0.04739084132055378,0.2737105283941901,0.6008535093666487,1878.0,89.0,0.05,0.04739084132055378,0.2737105283941901,0.6008535093666487,1775.0,13.0,13.0,76.0,488.4530464057149,3.0932332644813718e-108,488.72675693410906,7.487436505271735e-107,1878.0,17.0,0.01,0.009052183173588925,0.17601320130614795,0.6748220592483686,1878.0,17.0,0.01,0.009052183173588925,0.17601320130614795,0.6748220592483686,1853.0,7.0,7.0,10.0,78.6265962949873,7.503240573966429e-19,78.80260949629344,7.730912682000537e-18
60,point_estimate,11,1872.0,0.09137971986664194,0.11800562992537574,0.5245726495726496,-0.11174652926662317,0.09234099656435599,0.5072395783908993,0.04073075047411133,0.0596928537364535,1.5150422677388815,,2.3134753308115092,0.9278846153846154,0.9583333333333334,7.383990577981657,0.7430555555555556,0.3231482978906901,0.38742865714355906,0.9818376068376068,1.1860876930600823,1.1932201069455648,0.9967948717948718,1.9792458992622588,1.9806657270544175,1.0,2.7634163829925438,2.7634163829925438,1872.0,1.0,0.05,0.0005341880341880342,180.86198111442576,3.1420804459722347e-41,1872.0,1.0,0.05,0.0005341880341880342,180.86198111442576,3.1420804459722347e-41,1869.0,1.0,1.0,0.0,0.0010695187678173568,0.9739110345502525,180.86305063319358,5.322155567577621e-40,1872.0,0.0,0.01,0.0,37.62845743550943,8.558669228516965e-10,1872.0,0.0,0.01,0.0,37.62845743550943,8.558669228516965e-10,1871.0,0.0,0.0,0.0,0.0,1.0,37.62845743550943,6.746589508453386e-09
60,point_estimate,42,1872.0,0.09115717627330228,0.11882627827596595,0.5331196581196581,-0.1107761784316911,0.09237468674722671,0.5072710933360394,0.040398416003183946,0.0596928537364535,1.5220343237218907,,2.332150923744681,0.9220085470085471,0.9599358974358975,7.382722053947011,0.7366452991452992,0.3221162867267642,0.38581653722013487,0.9823717948717948,1.1859560722360654,1.1929170980349093,0.9978632478632479,1.9807091185926964,1.9810979973456884,0.999465811965812,2.7791743423512796,2.7792481824881277,1872.0,1.0,0.05,0.0005341880341880342,180.86198111442576,3.1420804459722347e-41,1872.0,1.0,0.05,0.0005341880341880342,180.86198111442576,3.1420804459722347e-41,1869.0,1.0,1.0,0.0,0.0010695187678173568,0.9739110345502525,180.86305063319358,5.322155567577621e-40,1872.0,0.0,0.01,0.0,37.62845743550943,8.558669228516965e-10,1872.0,0.0,0.01,0.0,37.62845743550943,8.558669228516965e-10,1871.0,0.0,0.0,0.0,0.0,1.0,37.62845743550943,6.746589508453386e-09
60,point_estimate,73,1872.0,0.09088075848941621,0.11935444125034275,0.5496794871794872,-0.10943877576371318,0.09249366703426744,0.5080039863837863,0.04070818811393059,0.0596928537364535,1.5260096306398492,,2.3324494412641474,0.9273504273504274,0.9599358974358975,7.359652451032107,0.750534188034188,0.32241064623285803,0.38649563917903657,0.9807692307692307,1.184736520780299,1.192432753203737,0.9967948717948718,1.9806489028677954,1.9815490164603746,1.0,2.766764752886046,2.766764752886046,1872.0,1.0,0.05,0.0005341880341880342,180.86198111442576,3.1420804459722347e-41,1872.0,1.0,0.05,0.0005341880341880342,180.86198111442576,3.1420804459722347e-41,1869.0,1.0,1.0,0.0,0.0010695187678173568,0.9739110345502525,180.86305063319358,5.322155567577621e-40,1872.0,0.0,0.01,0.0,37.62845743550943,8.558669228516965e-10,1872.0,0.0,0.01,0.0,37.62845743550943,8.558669228516965e-10,1871.0,0.0,0.0,0.0,0.0,1.0,37.62845743550943,6.746589508453386e-09
60,posterior_mean_mc,11,1872.0,0.08120077012794828,0.10904236165768001,0.5838675213675214,-0.692751218650037,0.059820450713718824,0.464641503541278,0.07664299645741886,0.1852942511429961,0.2049884937256416,0.23618143346109396,0.3180941036565895,0.8301282051282052,0.8840811965811965,7.8547479988526145,0.531517094017094,0.1333109971543527,0.2664287162094378,0.8381410256410257,0.2893462629251055,0.42902545219149013,0.8942307692307693,0.3944698742684953,0.5798206231006173,0.9257478632478633,0.4917762594327613,0.7352213492409904,1872.0,189.0,0.05,0.10096153846153846,80.03854370216186,3.67176896364419e-19,1872.0,189.0,0.05,0.10096153846153846,80.03854370216186,3.67176896364419e-19,1664.0,18.0,18.0,171.0,906.7586172761607,3.331076646918627e-199,986.7971609783226,5.244681442589623e-215,1872.0,85.0,0.01,0.045405982905982904,127.05918079299954,1.8031556602597453e-29,1872.0,85.0,0.01,0.045405982905982904,127.05918079299954,1.8031556602597453e-29,1767.0,19.0,19.0,66.0,390.87672755092217,5.333510508579132e-87,517.9359083439217,3.401312329331039e-113
60,posterior_mean_mc,42,1872.0,0.08114348628554519,0.10888333538108017,0.5886752136752137,-0.6870970365578274,0.059816891194673184,0.46499701487364986,0.07703222442566153,0.1872114567351467,0.20434614398466502,0.2337970279874239,0.31552308253826067,0.8322649572649573,0.8798076923076923,7.839622677329497,0.530982905982906,0.13292816904268262,0.26679780711252493,0.8306623931623932,0.2892905802760473,0.42988881417960106,0.8985042735042735,0.3937548862326553,0.5815148046454067,0.9214743589743589,0.4903962360460996,0.7371390340317803,1872.0,183.0,0.05,0.09775641025641026,71.15819953007531,3.2969969663689283e-17,1872.0,183.0,0.05,0.09775641025641026,71.15819953007531,3.2969969663689283e-17,1672.0,16.0,17.0,166.0,899.8037250703107,1.0826511713756217e-197,970.961924600386,1.4397828758370166e-211,1872.0,86.0,0.01,0.045940170940170943,130.17041451670116,3.760650480825724e-30,1872.0,86.0,0.01,0.045940170940170943,130.17041451670116,3.760650480825724e-30,1762.0,23.0,23.0,63.0,351.96493180349614,1.5821630632160727e-78,482.1353463201973,2.0213419131114487e-105
60,posterior_mean_mc,73,1872.0,0.08102199117415565,0.1087658236446658,0.5892094017094017,-0.6479686444605013,0.05976168443585132,0.46466913349492234,0.07650415154944333,0.18849205932928786,0.2059730938013728,0.2320966914462755,0.31752936991305947,0.8322649572649573,0.8862179487179487,7.813913848199252,0.5363247863247863,0.13335955094205293,0.26608661461429156,0.8349358974358975,0.2894149281621458,0.43009432796096725,0.9017094017094017,0.394995034428256,0.5778899067953873,0.9268162393162394,0.49389383308260626,0.7439032543533767,1872.0,179.0,0.05,0.09561965811965811,65.47947517382158,5.872236639331555e-16,1872.0,179.0,0.05,0.09561965811965811,65.47947517382158,5.872236639331555e-16,1676.0,16.0,16.0,163.0,891.6692818302632,6.350794621662931e-196,957.1487570040848,1.43809718536627e-208,1872.0,84.0,0.01,0.04487179487179487,123.9725962181086,8.541513380132811e-29,1872.0,84.0,0.01,0.04487179487179487,123.9725962181086,8.541513380132811e-29,1763.0,24.0,24.0,60.0,330.46713646164375,7.604044119631222e-74,454.43973267975235,2.0876893214367654e-99
