horizon,model,forecast_score,accuracy,balanced_accuracy,precision,recall,f1,roc_auc,tn,fp,fn,tp,mae,rmse,mae_skill_vs_zero,rmse_skill_vs_zero,r2,spearman_ic,pred_return_mean,pred_return_std,price_mae,price_rmse,price_mape,price_mae_skill_vs_no_change,price_rmse_skill_vs_no_change
20,HMM Regime,0.037342606476907264,0.48751357220412594,0.46975318559278634,0.5980769230769231,0.5418118466898955,0.5685557586837294,0.48033417345289137,138,209,263,311,0.04324742044246911,0.054854350742025895,-0.013056639761748645,-0.002607754669676554,-0.060812999352727104,0.01570988656156169,0.0071272415025074864,0.01246438109825802,58.02730190214691,76.56734957297436,0.04290286143843251,-0.019546810104695833,-0.013485402491520082
20,MACD 8-24-9,0.07880588950258663,0.5450597176981542,0.5370045888602155,0.655310621242485,0.5696864111498258,0.6095060577819198,0.5370045888602154,175,172,247,327,0.04113068214690408,0.05365779832481714,0.03652726057313327,0.01926239265927787,-0.015038166415372478,0.046342616960042396,0.008165529201964181,0.006561751171689751,54.97624234837559,74.4658837795945,0.040851871010520485,0.03406068039576993,0.014330695588195885
