model,coverage_80,mean_interval_width,pinball_q10,pinball_q50,pinball_q90
HMM-EGARCH-LightGBM Quantile,0.7741585233441911,0.13782025316853924,0.010772311309272602,0.02166010833214294,0.009785842470671007
