hmm_weight,random_forest_weight,cv_score,cv_score_std,cv_robust_score,cv_rmse,selected
0.0,1.0,0.024824819694698116,0.06284325413931313,0.009114006159869834,0.0831625577568716,False
0.01,0.99,0.02531508545209347,0.06230858179489127,0.009737940003370653,0.08310717540392956,False
0.02,0.98,0.02604539248745148,0.06182537521139619,0.010589048684602432,0.0830525951783408,False
0.03,0.97,0.026780001400592186,0.06138382546714361,0.011434045033806283,0.08299881887854506,False
0.04,0.96,0.027405419472279275,0.060800359831780504,0.012205329514334149,0.08294584828776841,False
0.05,0.95,0.028034097127177905,0.060329583596542315,0.012951701228042326,0.08289368517379417,False
0.06,0.94,0.02866121935919222,0.05970923072548828,0.013733911677820149,0.0828423312887329,False
0.07,0.9299999999999999,0.029341921281390654,0.05920440034822976,0.014540821194333213,0.08279178836879143,False
0.08,0.92,0.030121719492846855,0.05861304299481304,0.015468458744143595,0.08274205813404087,False
0.09,0.91,0.030719849125368723,0.058131922265223936,0.01618686855906274,0.08269314228818385,False
0.1,0.9,0.03117266160511636,0.05764601270554402,0.016761158428730355,0.08264504251832082,False
0.11,0.89,0.031742851998367086,0.057117553705174205,0.017463463572073533,0.08259776049471539,False
0.12,0.88,0.03243018984183374,0.05659472303991552,0.018281509081854858,0.08255129787055908,False
0.13,0.87,0.03295271666498598,0.05607474450745291,0.018934030538122756,0.08250565628173502,False
0.14,0.86,0.03354710021435242,0.055544090247888415,0.019661077652380315,0.082460837346581,False
0.15,0.85,0.03409522901318146,0.05507970028207777,0.020325303942662017,0.0824168426656519,False
0.16,0.84,0.0345928756709873,0.05448597054197228,0.020971383035494232,0.08237367382148121,False
0.17,0.83,0.035089096852034755,0.05398154658978744,0.021593710204587897,0.082331332378342,False
0.18,0.8200000000000001,0.03558727587944537,0.05350637663202073,0.02221068172144019,0.08228981988200741,False
0.19,0.81,0.03603820304551084,0.052955407207148156,0.022799351243723804,0.08224913785951025,False
0.2,0.8,0.036697512124515115,0.052563728560866496,0.02355657998429849,0.08220928781890242,False
0.21,0.79,0.03727451036924009,0.05202174833692158,0.02426907328500969,0.08217027124901362,False
0.22,0.78,0.03785507170985055,0.051495221330754806,0.02498126637716185,0.08213208961920969,False
0.23,0.77,0.038609760158133055,0.05098911152360209,0.025862482277232535,0.08209474437915061,False
0.24,0.76,0.03921468178213378,0.05045661537158577,0.02660052793923734,0.08205823695854815,False
0.25,0.75,0.03950453551992069,0.04991089624262826,0.027026811459263625,0.08202256876692325,False
0.26,0.74,0.04007494885021533,0.04933752248221976,0.027740568229660388,0.0819877411933631,False
0.27,0.73,0.04045240952308426,0.04874546177626229,0.028266044079018685,0.0819537556062782,False
0.28,0.72,0.04088571395725008,0.048268398576943934,0.0288186143130141,0.08192061335315935,False
0.29,0.71,0.041135245105292394,0.047746464990262596,0.029198628857726745,0.08188831576033441,False
0.3,0.7,0.041583400541110975,0.04705447964596822,0.02981978062961892,0.08185686413272533,False
0.31,0.69,0.0419320623936234,0.046449560346490934,0.030319672307000663,0.08182625975360515,False
0.32,0.6799999999999999,0.04211393720784209,0.04608855134162122,0.030591799372436782,0.08179650388435526,False
0.33,0.6699999999999999,0.04243677594870202,0.045589297359367155,0.031039451608860236,0.08176759776422286,False
0.34,0.6599999999999999,0.04284668028541713,0.045120072459283685,0.03156666217059621,0.08173954261007887,False
0.35000000000000003,0.6499999999999999,0.04325711207016619,0.044569732463369094,0.03211467895432392,0.08171233961617609,False
0.36,0.64,0.04359941862365891,0.043843110860329236,0.0326386409085766,0.08168598995390798,False
0.37,0.63,0.04400215267825156,0.043362881777806,0.03316143223380006,0.08166049477156802,False
0.38,0.62,0.0443499607595568,0.0427699009308302,0.03365748552684925,0.08163585519410968,False
0.39,0.61,0.04445323999818886,0.042138967877480955,0.033918498028818626,0.08161207232290724,False
0.4,0.6,0.044764273879624665,0.04134884183064956,0.03442706342196228,0.08158914723551737,False
0.41000000000000003,0.59,0.04490726623902308,0.040859447636839664,0.034692404329813166,0.08156708098544169,False
0.42,0.5800000000000001,0.04518779779477577,0.040341326352660516,0.03510246620661064,0.08154587460189046,False
0.43,0.5700000000000001,0.045426656777547925,0.03982555080868601,0.035470269075376426,0.08152552908954726,False
0.44,0.56,0.04559828951508646,0.03945740730739049,0.035733937688238834,0.081506045428335,False
0.45,0.55,0.04595137618519871,0.0388951834082442,0.036227580333137666,0.08148742457318345,False
0.46,0.54,0.046145940704135725,0.038401239720793796,0.03654563077393728,0.08146966745379774,False
0.47000000000000003,0.53,0.04639717413616321,0.03793833631049354,0.03691259005853983,0.08145277497442904,False
0.48,0.52,0.04676731385413622,0.03733463082611631,0.037433656147607144,0.08143674801364642,False
0.49,0.51,0.0468881594622099,0.03690193602501554,0.037662675455956016,0.0814215874241108,False
0.5,0.5,0.04717728189677416,0.036290554138738496,0.03810464336208954,0.08140729403235063,False
0.51,0.49,0.047320922036670286,0.03567505387295122,0.03840215856843248,0.08139386863853966,False
0.52,0.48,0.04752349186522692,0.035134024215911185,0.03873998581124912,0.08138131201627688,False
0.53,0.47,0.04776867648980896,0.034543585009316896,0.039132780237479736,0.08136962491236853,False
0.54,0.45999999999999996,0.0479069063664593,0.0338947344704588,0.0394332227488446,0.08135880804661282,False
0.55,0.44999999999999996,0.04805211110783891,0.03325146795223881,0.03973924411977921,0.08134886211158678,False
0.56,0.43999999999999995,0.048220488205182765,0.03262428286994845,0.04006441748769565,0.08133978777243603,False
0.5700000000000001,0.42999999999999994,0.048400207265091616,0.03195824436812293,0.04041064617306088,0.08133158566666705,False
0.58,0.42000000000000004,0.048409863643654925,0.03155522501675828,0.040521057389465355,0.08132425640394259,False
0.59,0.41000000000000003,0.04837401849183865,0.030979532222905594,0.040629135436112254,0.08131780056587978,False
0.6,0.4,0.04839516963564158,0.03044705808689493,0.04078340511391785,0.08131221870585172,False
0.61,0.39,0.048467568459749415,0.030050327804982915,0.04095498650850368,0.08130751134879201,False
0.62,0.38,0.0483729385438727,0.02968815680074205,0.04095089934368719,0.08130367899100287,False
0.63,0.37,0.04858288982466739,0.029031455828839006,0.041325025867457635,0.08130072209996672,False
0.64,0.36,0.04857433054059992,0.02847555478524128,0.0414554418442896,0.08129864111416148,False
0.65,0.35,0.04873574670595626,0.027814027878100014,0.04178223973643126,0.0812974364428795,False
0.66,0.33999999999999997,0.048749147697020656,0.02719463649228032,0.041950488573950576,0.08129710846605065,False
0.67,0.32999999999999996,0.04881518902116896,0.026525664860616627,0.0421837728060148,0.08129765753406921,False
0.68,0.31999999999999995,0.04904300447269494,0.026090415084283156,0.04252040070162415,0.08129908396762527,False
0.6900000000000001,0.30999999999999994,0.0491052293530423,0.025589657148346805,0.0427078150659556,0.08130138805753999,False
0.7000000000000001,0.29999999999999993,0.04906978054381919,0.02506819952663454,0.04280273066216056,0.08130457006460588,False
0.71,0.29000000000000004,0.048987136095007267,0.024494581282957548,0.042863490774267876,0.08130863021943109,False
0.72,0.28,0.04905058186975689,0.024054524322231534,0.043036950789199,0.08131356872228897,False
0.73,0.27,0.049062186767561744,0.0236110478751171,0.04315942479878247,0.08131938574297198,False
0.74,0.26,0.04894984652310483,0.022975403779984544,0.04320599557810869,0.08132608142065095,False
0.75,0.25,0.04892341898162916,0.022507041798895802,0.043296658531905216,0.08133365586373921,False
0.76,0.24,0.048848750876151974,0.021950809154385534,0.04336104858755559,0.08134210914976213,False
0.77,0.22999999999999998,0.04881251872097888,0.021384594906281345,0.043466369994408546,0.08135144132523182,False
0.78,0.21999999999999997,0.04874524956273938,0.0208969707196602,0.04352100688282433,0.08136165240552751,False
0.79,0.20999999999999996,0.04870257033610776,0.02042253109513741,0.043596937562323405,0.08137274237478136,False
0.8,0.19999999999999996,0.04860445444571637,0.019935531373021308,0.04362057160246104,0.08138471118577023,False
0.81,0.18999999999999995,0.0484603445256398,0.019395238268039933,0.043611534958629815,0.08139755875981293,False
0.8200000000000001,0.17999999999999994,0.048380405224258405,0.01882573736276442,0.0436739708835673,0.0814112849866738,True
0.8300000000000001,0.16999999999999993,0.04822978930144917,0.018378934787891432,0.043635055604476315,0.08142588972447211,False
0.84,0.16000000000000003,0.048058392510366726,0.018012022717641275,0.04355538683095641,0.08144137279959777,False
0.85,0.15000000000000002,0.0478998308366713,0.01762966405556528,0.043492414822779976,0.0814577340066333,False
0.86,0.14,0.047769663539111024,0.017211058512679615,0.04346689891094112,0.08147497310828207,False
0.87,0.13,0.04763164603500586,0.016798644745679204,0.043431984848586055,0.0814930898353033,False
0.88,0.12,0.047480038445951805,0.0163886314656786,0.04338288057953216,0.08151208388645335,False
0.89,0.10999999999999999,0.04731656212535367,0.0159838808635579,0.0433205919094642,0.08153195492843394,False
0.9,0.09999999999999998,0.04713806533682144,0.015584840955465773,0.043241855097954994,0.08155270259584702,False
0.91,0.08999999999999997,0.04695037342301639,0.015191479445265551,0.0431525035617,0.08157432649115648,False
0.92,0.07999999999999996,0.0467500058413918,0.014800580411551441,0.04304986073850394,0.081596826184657,False
0.93,0.06999999999999995,0.04654060592378823,0.014416678520612817,0.04293643629363503,0.08162020121444964,False
0.9400000000000001,0.05999999999999994,0.04622116818088371,0.01394907815714413,0.04273389864159768,0.08164445108642475,False
0.9500000000000001,0.04999999999999993,0.04601366525385567,0.013594601568357982,0.04261501486176617,0.08166957527425207,False
0.96,0.040000000000000036,0.04577918422984567,0.013236619225504367,0.04247002942346958,0.08169557321937788,False
0.97,0.030000000000000027,0.04552947424803,0.012885293225636734,0.04230815094162082,0.0817224443310296,False
0.98,0.020000000000000018,0.04526855313548566,0.012543623208623499,0.04213264733332978,0.08175018798622771,False
0.99,0.010000000000000009,0.04499794706902962,0.012212607201865126,0.04194479526856334,0.08177880352980517,False
1.0,0.0,0.04471851983371249,0.011891242150912532,0.04174570929598436,0.08180829027443409,False
