horizon,model,candidate_id,params_json,cv_score,cv_score_std,cv_robust_score,cv_mae,cv_rmse,cv_r2,cv_spearman_ic,cv_price_mae,cv_price_rmse,cv_balanced_accuracy,fit_seconds,error,selected_params
20,HMM Regime,10,"{""covariance_type"": ""tied"", ""n_components"": 3, ""n_iter"": 500, ""random_state"": 7, ""tol"": 0.0001}",0.04471851983371249,0.011891242150912532,0.04174570929598436,0.06242922561115574,0.08180829027443409,-0.05135351643468352,0.059693189831455495,40.71472305942157,55.7043265484638,0.5067315442907382,3.371786661002261,,"{""covariance_type"": ""tied"", ""n_components"": 3, ""n_iter"": 500, ""random_state"": 7, ""tol"": 0.0001}"
20,SVR,0,"{""C"": 0.05, ""epsilon"": 0.005, ""gamma"": ""scale"", ""kernel"": ""rbf""}",-0.02466700397635804,0.0619600323856095,-0.040157012072760415,0.06729659197797615,0.08785467694757405,-0.21177553816793546,0.03321598765936178,44.03097978519539,59.90069327304883,0.5085624156221766,1.6862468879990047,,"{""C"": 0.05, ""epsilon"": 0.005, ""gamma"": ""scale"", ""kernel"": ""rbf""}"
20,Random Forest,0,"{""max_depth"": 4, ""max_features"": ""sqrt"", ""min_samples_leaf"": 50, ""n_estimators"": 300}",0.02454581298736853,0.06331040367305901,0.008718212069103778,0.06320376196651294,0.0831625577568716,-0.10710411376110589,0.08420229405433377,41.15560400472146,56.50112450662846,0.5271686778763481,9.871083222999005,,"{""max_depth"": 4, ""max_features"": ""sqrt"", ""min_samples_leaf"": 50, ""n_estimators"": 300}"
