horizon,model,accuracy,balanced_accuracy,precision,recall,f1,roc_auc,tn,fp,fn,tp,mae,rmse,r2,spearman_ic,pred_return_mean,pred_return_std,strategy_total_return,strategy_cagr,strategy_ann_vol,strategy_sharpe,strategy_sortino,strategy_max_drawdown,strategy_calmar,strategy_win_rate_daily,strategy_profit_factor,strategy_exposure,strategy_turnover,strategy_beta_to_buy_hold,strategy_alpha_annualized,strategy_information_ratio,buy_hold_total_return,buy_hold_sharpe,rank_score
20,LightGBM,0.5519125683060109,0.5311625527817618,0.6333938294010889,0.6265709156193896,0.6299638989169675,0.5554496855661314,156,202,208,349,0.0467683360032475,0.06128578114745888,-0.188045062274401,-0.01881640131279933,0.002526112074486223,0.020530769704977015,0.12687797107423204,0.03309515236471117,0.14762899921996422,0.2971300855598655,0.016202579097531058,-0.20923962949143515,0.1581686626245238,0.34207650273224044,1.0758484707600668,0.6021857923497268,0.14863387978142076,0.5816346351308278,-0.015053453191135612,-0.45866820928714774,0.34903593692112045,0.5234249215174105,0.5
20,SVR,0.507103825136612,0.5203053067610804,0.6305418719211823,0.45960502692998206,0.5316718587746625,0.5346980532180575,208,150,301,256,0.059607789580207925,0.07965345729085369,-1.0068860915401614,0.07427241596075587,-0.008770189993283705,0.05689201937405675,0.11769478159275115,0.030793531435580057,0.13431260600924338,0.29556148307413105,0.014762244918741979,-0.2686980020374009,0.11460275551767524,0.24699453551912567,1.0859853931775845,0.44371584699453553,0.25901639344262295,0.4813999108229521,-0.009067252459240371,-0.44188795901387734,0.34903593692112045,0.5234249215174105,0.4
20,SVC,0.4786885245901639,0.45754641284615305,0.5743494423791822,0.5547576301615799,0.5643835616438356,0.4375144178209282,129,229,248,309,0.05036430398231032,0.06382895355127098,-0.28869134132250074,-0.10517213118371498,0.008052447736042507,0.026532146255194636,0.5281288028239377,0.12252838793234266,0.14077658042906127,0.9002379569713923,0.05347812003316634,-0.18373372752032702,0.6668802162019326,0.3300546448087432,1.2482529346198479,0.5879781420765028,0.25245901639344265,0.529477770336449,0.0730973409277777,0.19166441863238998,0.34903593692112045,0.5234249215174105,0.35
60,MACD 12-26-9,0.4819672131147541,0.4658093394102227,0.6462167689161554,0.5121555915721232,0.5714285714285714,0.46580933941022273,125,173,301,316,0.06816701740166553,0.09227475245511575,-0.003579139888859162,0.019667180932487885,0.03127955446976309,0.007790224926693355,0.42741903608325105,0.10186100383743746,0.11474683935012003,0.9119070232840213,0.04918815286806464,-0.17791181053636862,0.572536491705339,0.307103825136612,1.2521811567100951,0.5344262295081967,0.06994535519125683,0.3515876795299508,0.06902329268529503,0.021435553791756927,0.34903593692112045,0.5234249215174105,0.7
60,HMM Regime,0.5431693989071038,0.43918940967878783,0.639943741209564,0.7374392220421394,0.6852409638554217,0.4047567250062546,42,256,162,455,0.07682208192778717,0.0997542333993495,-0.1728663299711657,-0.09112811283365051,0.031900543772571864,0.03196308815323232,0.5407971812941872,0.12505732829763572,0.14119197972631492,0.9145259228978577,0.057146180329694304,-0.12908270813805778,0.9688154990045855,0.4448087431693989,1.2088188278114735,0.7770491803278688,0.034972677595628415,0.5326442959147695,0.07516788238436808,0.21040296075119758,0.34903593692112045,0.5234249215174105,0.7
60,Random Forest,0.5530054644808743,0.5115437329359425,0.6824561403508772,0.6304700162074555,0.6554338668913227,0.4939140460987893,117,181,228,389,0.07660226477931831,0.10388766155838494,-0.2720781396455989,-0.11792787980533359,0.010712804064086787,0.03236317992908178,0.22504573326359512,0.05688584366862215,0.14762853041080803,0.45288958894367565,0.02576241464897476,-0.18107254576205234,0.31416051190541006,0.35300546448087433,1.114869787993996,0.6229508196721312,0.03715846994535519,0.5816539298076885,0.007938999579956425,-0.27504564533591735,0.34903593692112045,0.5234249215174105,0.65
60,LightGBM,0.47650273224043715,0.4730347100605876,0.6506550218340611,0.4829821717990275,0.5544186046511628,0.4903380722917777,138,160,319,298,0.07885229791721973,0.10363189014290329,-0.26582213769411545,-0.056221587767833446,0.005484397532925249,0.0397948243308137,0.4255241686903355,0.10146211730484289,0.13394376141756628,0.795961719600233,0.04645797194007258,-0.13842458274396918,0.7329775917945712,0.2863387978142076,1.231816513354784,0.5005464480874317,0.10273224043715846,0.47907760200903454,0.05808446659903391,0.03806090331954583,0.34903593692112045,0.5234249215174105,0.575
60,SVC,0.5486338797814208,0.5091697214275615,0.6808510638297872,0.6223662884927067,0.6502963590177815,0.48702315816953656,118,180,233,384,0.10025838623893765,0.12342293700029934,-0.7954677202185783,-0.07448404497386983,0.02541371837326405,0.07922988038474761,0.18433729169526636,0.04719493000315911,0.14681747239519968,0.3911716294159643,0.02225489981474135,-0.257789277912688,0.18307561270699474,0.34316939890710385,1.0994883383513279,0.6163934426229508,0.17486338797814208,0.575254706219901,-0.0008413659234967257,-0.34769041769068687,0.34903593692112045,0.5234249215174105,0.55
60,XGBoost,0.5169398907103825,0.4856689110547899,0.6635514018691588,0.5753646677471637,0.6163194444444444,0.4806435121229591,118,180,262,355,0.08054406012337662,0.10692478127335407,-0.3475428656840496,-0.1336271067283742,0.0059931096620857716,0.04054676368832588,0.3333364003691106,0.08157191580325351,0.14242067525285357,0.6277019718996553,0.03693531264111345,-0.1608517350530302,0.5071248735760332,0.3300546448087432,1.1667390911830624,0.5846994535519126,0.0546448087431694,0.5414545017253027,0.034549438603677776,-0.09079624189417762,0.34903593692112045,0.5234249215174105,0.5
60,CatBoost,0.4972677595628415,0.4788895173659078,0.657314629258517,0.5316045380875203,0.5878136200716846,0.48169862834890625,127,171,289,328,0.0791340584374202,0.10646329879205539,-0.3359360998399856,-0.15918835909398008,0.008975244696090652,0.03518005380683566,0.3605620356791641,0.08754748635184906,0.14000613856988373,0.6759345824143661,0.03708803142577833,-0.15074607829557585,0.5807612864076639,0.31693989071038253,1.1878689551969945,0.5453551912568306,0.11584699453551912,0.5232931368161383,0.04162640206838465,-0.049862321300882424,0.34903593692112045,0.5234249215174105,0.475
60,SVR,0.4819672131147541,0.4684117781427779,0.6480331262939959,0.5072933549432739,0.5690909090909091,0.4882577529287634,128,170,304,313,0.10559856439162939,0.13901146074830364,-1.2776503876582597,-0.003486071769107995,-0.01132820486589537,0.10282834609567856,0.12297505243700901,0.03211862100998997,0.13327467406142895,0.30675369711511563,0.01574932061550918,-0.26017296159751124,0.12345103354620539,0.28852459016393445,1.0844248334975046,0.5278688524590164,0.1901639344262295,0.4739818020944416,-0.007130946333661807,-0.430322075313843,0.34903593692112045,0.5234249215174105,0.35
