horizon,model,accuracy,balanced_accuracy,precision,recall,f1,roc_auc,tn,fp,fn,tp,mae,rmse,r2,spearman_ic,pred_return_mean,pred_return_std,strategy_total_return,strategy_cagr,strategy_ann_vol,strategy_sharpe,strategy_sortino,strategy_max_drawdown,strategy_calmar,strategy_win_rate_daily,strategy_profit_factor,strategy_exposure,strategy_turnover,strategy_beta_to_buy_hold,strategy_alpha_annualized,strategy_information_ratio,buy_hold_total_return,buy_hold_sharpe,rank_score
5,HMM Regime,0.546448087431694,0.5356932674199624,0.6106870229007634,0.6026365348399246,0.6066350710900474,0.5320224223163842,180,204,211,320,0.021402754892687295,0.028991328311947586,-0.06089713667076313,0.04785058793582302,0.002551348365904971,0.008736775418928883,0.8484825965802434,0.18229839180088492,0.11620873379896463,1.514779742248166,0.08602479729293555,-0.09429888901556172,1.9331976622842402,0.33989071038251367,1.431257278383099,0.5726775956284152,0.048087431693989074,0.36196063304099646,0.13936471956433752,0.48396583841214025,0.34903593692112045,0.5234249215174105,0.8
5,SVC,0.5540983606557377,0.5217381709039548,0.5953488372093023,0.7231638418079096,0.6530612244897959,0.5213629943502824,123,261,147,384,0.021499576660878175,0.029022854732257013,-0.06320572178587103,0.03640721830945947,0.004958243665451084,0.007723519869000799,0.5794646635703316,0.1326839998745577,0.1439316897286209,0.946990430848849,0.060933068997777694,-0.16626685615711911,0.7980183359524989,0.4,1.2295775059473806,0.7049180327868853,0.23497267759562843,0.5536258936274016,0.08022069417660949,0.2708731119792748,0.34903593692112045,0.5234249215174105,0.775
5,MACD 12-26-9,0.5234972677595628,0.518442502354049,0.5971370143149284,0.5499058380414312,0.5725490196078431,0.5184425023540489,187,197,239,292,0.02104814138364453,0.028239081801984887,-0.006556579306523869,0.02544871830488099,0.0016885162249996538,0.004370934245330083,0.42741903608325105,0.10186100383743746,0.11474683935012003,0.9119070232840213,0.04918815286806464,-0.17791181053636862,0.572536491705339,0.307103825136612,1.2521811567100951,0.5344262295081967,0.06994535519125683,0.3515876795299508,0.06902329268529503,0.021435553791756927,0.34903593692112045,0.5234249215174105,0.7
5,Random Forest,0.5497267759562842,0.5172507650659134,0.5922480620155038,0.71939736346516,0.6496598639455783,0.5252569836785939,121,263,149,382,0.0212032520947866,0.028455188531208354,-0.022021386490397754,0.012597071629949275,0.0012292858213061634,0.00571135682997632,0.39935095251297614,0.0959125530633631,0.1538643711443598,0.6788939003780732,0.04042464377295649,-0.18659291781863274,0.5140203293063329,0.4,1.1678668260053013,0.7049180327868853,0.19781420765027322,0.6321302446679503,0.0404240045253891,0.026918195060708448,0.34903593692112045,0.5234249215174105,0.625
5,CatBoost,0.5530054644808743,0.5146686676082862,0.5899705014749262,0.7532956685499058,0.6617038875103392,0.5004904268675455,106,278,131,400,0.021451829121111533,0.028720924985744672,-0.041199364516848025,-0.010692103004574209,0.0014547018800167054,0.00626728040862828,0.46575036682320614,0.10984861824624281,0.1587940255661682,0.7431217456918728,0.04553663767729275,-0.18890795579983233,0.5814928110420022,0.4207650273224044,1.1794077772403628,0.740983606557377,0.20655737704918034,0.6734565164850951,0.049783443067809796,0.1511032696000532,0.34903593692112045,0.5234249215174105,0.625
5,XGBoost,0.5486338797814208,0.50080920433145,0.5808219178082191,0.7984934086629002,0.6724821570182395,0.4800200094161958,78,306,107,424,0.021585834080106118,0.02903918805588767,-0.06440274873461771,-0.012307104717606253,0.0004321951128076762,0.007441654335707426,0.4713396212341716,0.11100058941154245,0.1701616696953977,0.7107004751362903,0.04510628901964579,-0.21203714173962462,0.5234959710400544,0.46229508196721314,1.1611399133073161,0.7978142076502732,0.17704918032786884,0.7733415300128782,0.0425959692422585,0.21323550024552168,0.34903593692112045,0.5234249215174105,0.5
5,LightGBM,0.5256830601092897,0.49545374293785316,0.5771065182829889,0.6836158192090396,0.6258620689655172,0.46767106089139987,118,266,168,363,0.021922146426715212,0.02937193124021948,-0.0889352452549994,-0.05075252467770313,0.0003844516173705286,0.00734250779505207,0.2832783502022358,0.07034927698262772,0.1603337749658888,0.5091138730615422,0.02986497100311595,-0.18107254576205256,0.38851431997357405,0.39344262295081966,1.1235864183320587,0.687431693989071,0.22404371584699453,0.6861967404068621,0.012117738548592322,-0.18138836701642624,0.34903593692112045,0.5234249215174105,0.275
5,SVR,0.4907103825136612,0.4898334510357816,0.5704989154013015,0.4952919020715631,0.530241935483871,0.48747940207156304,186,198,268,263,0.03007461411734738,0.0403486348953245,-1.054919157041812,0.003926747457209485,-0.002452655970803121,0.02921214746300858,0.10385480374235678,0.02729863082164563,0.1454269575582164,0.2603666917708995,0.013423620797944713,-0.1553767939218873,0.1756931014767205,0.2819672131147541,1.069733364421559,0.5038251366120219,0.2994535519125683,0.564417201451139,-0.019310041595081148,-0.4964907894077684,0.34903593692112045,0.5234249215174105,0.2
20,MACD 12-26-9,0.5387978142076503,0.5328651093748433,0.6380368098159509,0.5601436265709157,0.5965583173996176,0.5328651093748433,181,177,245,312,0.042990899404319514,0.056590913305420106,-0.012993987332969859,0.033809966039991826,0.008646940731941005,0.00875957118318914,0.42741903608325105,0.10186100383743746,0.11474683935012003,0.9119070232840213,0.04918815286806464,-0.17791181053636862,0.572536491705339,0.307103825136612,1.2521811567100951,0.5344262295081967,0.06994535519125683,0.3515876795299508,0.06902329268529503,0.021435553791756927,0.34903593692112045,0.5234249215174105,0.8
20,XGBoost,0.5704918032786885,0.5344473085062637,0.6331168831168831,0.7001795332136446,0.6649616368286445,0.5708454108702847,132,226,167,390,0.044746508037354714,0.058431222894258006,-0.07994941367389896,0.013688453691611202,0.003686481388285756,0.015491938218474388,0.08964867992320857,0.023677960201342163,0.16413303593966022,0.2267129907984973,0.01293702429899624,-0.18107254576205212,0.13076504834950203,0.3825136612021858,1.0544674466503785,0.673224043715847,0.1377049180327869,0.7190277314951343,-0.03562503542062102,-0.6244474764433814,0.34903593692112045,0.5234249215174105,0.725
20,Random Forest,0.5442622950819672,0.5049196112453989,0.6121794871794872,0.6858168761220825,0.6469093988145639,0.48456415554195964,116,242,175,382,0.044292016962202085,0.057831390108308726,-0.05789051929979849,-0.10574990817720387,0.004756409592498055,0.006756238673048119,0.31498034149282317,0.0774927905720848,0.15370658499409817,0.5679131593520675,0.034135514763363996,-0.20733619440096185,0.37375428248781106,0.38579234972677595,1.1381181257006852,0.6819672131147541,0.11912568306010929,0.6306698110795111,0.023406352882051864,-0.11906560481081364,0.34903593692112045,0.5234249215174105,0.6
20,HMM Regime,0.507103825136612,0.4908653701493435,0.601145038167939,0.5655296229802513,0.5827937095282146,0.5003435202551578,149,209,242,315,0.04609336799375242,0.0592093479494048,-0.10890417467159774,-0.016476413710200644,0.010593149683484885,0.019034490750276037,0.8484825965802434,0.18229839180088492,0.11620873379896463,1.514779742248166,0.08602479729293555,-0.09429888901556172,1.9331976622842402,0.33989071038251367,1.431257278383099,0.5726775956284152,0.048087431693989074,0.36196063304099646,0.13936471956433752,0.48396583841214025,0.34903593692112045,0.5234249215174105,0.575
20,CatBoost,0.5606557377049181,0.5338530435393117,0.634315424610052,0.6570915619389587,0.6455026455026455,0.5352647362667121,147,211,191,366,0.04631469784754267,0.06037368359768668,-0.1529455847215624,-0.10584048799522168,0.003650638562552264,0.014548982889762365,0.29953530486226,0.07402834759352106,0.15482147489021894,0.5439394436127412,0.03064549637838627,-0.18107254576205245,0.40883253329194236,0.3639344262295082,1.140971568386174,0.6306010928961748,0.13224043715846995,0.6398309110472216,0.019399865681186314,-0.14706592427001947,0.34903593692112045,0.5234249215174105,0.55
