seed,iteration,loss
11,0,5266.4072265625
11,1,5258.48876953125
11,2,5230.28759765625
11,3,5259.41455078125
11,4,5278.3876953125
11,5,5268.30810546875
11,6,5260.06689453125
11,7,5314.2685546875
11,8,5220.82275390625
11,9,5314.55615234375
11,10,5331.0908203125
11,11,5262.35302734375
11,12,5241.2724609375
11,13,5303.12548828125
11,14,5302.47119140625
11,15,5277.8798828125
11,16,5304.83251953125
11,17,5239.173828125
11,18,5271.642578125
11,19,5278.7216796875
11,20,5308.55615234375
11,21,5222.80908203125
11,22,5284.3984375
11,23,5219.232421875
11,24,5248.6796875
11,25,5274.32373046875
11,26,5250.16064453125
11,27,5218.50244140625
11,28,5261.46142578125
11,29,5241.755859375
11,30,5304.79541015625
11,31,5257.99072265625
11,32,5216.72998046875
11,33,5228.0771484375
11,34,5284.9912109375
11,35,5248.00830078125
11,36,5217.248046875
11,37,5227.7919921875
11,38,5199.29296875
11,39,5259.73828125
11,40,5226.23974609375
11,41,5234.7978515625
11,42,5210.26123046875
11,43,5228.2431640625
11,44,5201.73876953125
11,45,5196.1259765625
11,46,5197.4912109375
11,47,5234.81689453125
11,48,5189.10888671875
11,49,5225.134765625
11,50,5218.50390625
11,51,5202.04541015625
11,52,5194.8857421875
11,53,5228.6650390625
11,54,5200.98095703125
11,55,5210.43896484375
11,56,5174.5009765625
11,57,5177.98828125
11,58,5188.9990234375
11,59,5176.203125
11,60,5227.7529296875
11,61,5173.900390625
11,62,5195.087890625
11,63,5138.103515625
11,64,5214.412109375
11,65,5195.779296875
11,66,5134.84375
11,67,5139.0341796875
11,68,5167.84033203125
11,69,5142.14990234375
11,70,5120.5654296875
11,71,5219.94091796875
11,72,5206.2841796875
11,73,5141.169921875
11,74,5133.13720703125
11,75,5130.384765625
11,76,5139.6875
11,77,5160.48583984375
11,78,5147.6044921875
11,79,5196.494140625
11,80,5136.58642578125
11,81,5142.16796875
11,82,5130.365234375
11,83,5158.69873046875
11,84,5140.70947265625
11,85,5146.248046875
11,86,5162.375
