source,mean_return,standard_deviation,skewness,kurtosis,q01,q05,q95,q99,proportion_below_minus_2pct,volatility_clustering_proxy
prior_predictive,0.00017844070663388672,0.016898742667947886,-1.3618421042505326,761.1144591728643,-0.04631778157963493,-0.02389504613604453,0.02409928719383073,0.04654501510918176,0.070546233148295,0.24837642140657096
