source,mean_return,standard_deviation,skewness,kurtosis,q01,q05,q95,q99,proportion_below_minus_2pct,volatility_clustering_proxy
observed,0.000458472912435395,0.014384246460593606,-0.4212063683685759,6.587077057478181,-0.04481799101859568,-0.023158288465322776,0.022001681453058943,0.03994466617871645,0.062490087232355274,0.45277183774962476
posterior_predictive,0.0006510483334415614,0.013296619311948792,0.06719957880329858,20.09249973162178,-0.03800111399123395,-0.0184067527803002,0.020098083238013428,0.03976790873522795,0.042954163362410785,0.27343687690709717
